,회사명,거래소코드,회계년도,매출원가감소율,채울열
6,성도이엔지,37350,17-Dec,-1.123595506,90.27
7,성도이엔지,37350,18-Dec,3.260869565,88.535
8,성도이엔지,37350,19-Dec,2.127659574,90.84
0,성문전자,14910,11-Dec,4.87804878,78.63
1,성문전자,14910,12-Dec,7.865168539,79.75
2,성문전자,14910,13-Dec,4.301075269,81.65
3,성문전자,14910,14-Dec,-2.197802198,81.58
4,성문전자,14910,15-Dec,-2.247191011,81.36
5,성문전자,14910,16-Dec,-1.136363636,82.3
6,성문전자,14910,17-Dec,-1.149425287,81.2
7,성문전자,14910,18-Dec,-1.162790698,81.97
8,성문전자,14910,19-Dec,3.370786517,81.8
0,성보화학,3080,11-Dec,,77.91
1,성보화학,3080,12-Dec,,80.41
2,성보화학,3080,13-Dec,,80.36
3,성보화학,3080,14-Dec,,79.71
4,성보화학,3080,15-Dec,,77.5
5,성보화학,3080,16-Dec,,77.25
6,성보화학,3080,17-Dec,,78.45
7,성보화학,3080,18-Dec,,81.48
8,성보화학,3080,19-Dec,,79.49
0,성신양회,4980,11-Dec,-1.086956522,83.085
1,성신양회,4980,12-Dec,-10.84337349,80.49
2,성신양회,4980,13-Dec,-7.792207792,79.905
3,성신양회,4980,14-Dec,-1.315789474,80.78
4,성신양회,4980,15-Dec,2.564102564,77.97
5,성신양회,4980,16-Dec,1.265822785,79.26
6,성신양회,4980,17-Dec,0,81.73
7,성신양회,4980,18-Dec,0,82.22
8,성신양회,4980,19-Dec,2.469135802,84.125
0,성안,11300,11-Dec,0,89.195
1,성안,11300,12-Dec,4.494382022,90.545
2,성안,11300,13-Dec,2.197802198,88.935
3,성안,11300,14-Dec,1.086956522,89.09
4,성안,11300,15-Dec,-1.098901099,88.755
5,성안,11300,16-Dec,4.210526316,87.06
6,성안,11300,17-Dec,-2.150537634,91.84
7,성안,11300,18-Dec,3.125,92.455
8,성안,11300,19-Dec,1.030927835,90.715
0,성엔지니어링,36930,11-Dec,-1.428571429,73.85
1,성엔지니어링,36930,12-Dec,6.666666667,75.13
2,성엔지니어링,36930,13-Dec,-19.04761905,74.77
3,성엔지니어링,36930,14-Dec,-3.278688525,76.93
4,성엔지니어링,36930,15-Dec,-8.928571429,77.48
5,성엔지니어링,36930,16-Dec,5.084745763,78.73
6,성엔지니어링,36930,17-Dec,-1.724137931,80.02
7,성엔지니어링,36930,18-Dec,-3.571428571,81.15
8,성엔지니어링,36930,19-Dec,3.448275862,80.98
0,성우전자,81580,11-Dec,-5.952380952,78.63
1,성우전자,81580,12-Dec,3.448275862,79.75
2,성우전자,81580,13-Dec,-4.819277108,81.65
3,성우전자,81580,14-Dec,0,81.58
4,성우전자,81580,15-Dec,0,81.36
5,성우전자,81580,16-Dec,4.597701149,82.3
6,성우전자,81580,17-Dec,0,81.2
7,성우전자,81580,18-Dec,-1.162790698,81.97
8,성우전자,81580,19-Dec,8.510638298,81.8
0,성우테크론,45300,11-Dec,5.376344086,78.63
1,성우테크론,45300,12-Dec,-1.086956522,79.75
2,성우테크론,45300,13-Dec,-2.222222222,81.65
3,성우테크론,45300,14-Dec,-1.123595506,81.58
4,성우테크론,45300,15-Dec,-1.136363636,81.36
5,성우테크론,45300,16-Dec,-7.317073171,82.3
6,성우테크론,45300,17-Dec,-3.797468354,81.2
7,성우테크론,45300,18-Dec,-5.333333333,81.97
8,성우테크론,45300,19-Dec,12.79069767,81.8
0,성우하이텍,15750,11-Dec,2.325581395,86.155
1,성우하이텍,15750,12-Dec,0,87.3
2,성우하이텍,15750,13-Dec,0,87.315
3,성우하이텍,15750,14-Dec,1.149425287,87.805
4,성우하이텍,15750,15-Dec,3.333333333,86.72
5,성우하이텍,15750,16-Dec,0,87.335
6,성우하이텍,15750,17-Dec,2.173913043,88.505
7,성우하이텍,15750,18-Dec,0,89.65
8,성우하이텍,15750,19-Dec,0,89.98
0,성창기업지,180,11-Dec,-2.53164557,0
1,성창기업지,180,12-Dec,5.952380952,0
2,성창기업지,180,13-Dec,1.176470588,0
3,성창기업지,180,14-Dec,-2.409638554,0
4,성창기업지,180,15-Dec,1.19047619,0
5,성창기업지,180,16-Dec,0,0
6,성창기업지,180,17-Dec,1.176470588,0
7,성창기업지,180,18-Dec,4.494382022,0
8,성창기업지,180,19-Dec,-2.298850575,0
0,성창오토텍,80470,11-Dec,1.219512195,86.155
1,성창오토텍,80470,12-Dec,0,87.3
2,성창오토텍,80470,13-Dec,4.651162791,87.315
3,성창오토텍,80470,14-Dec,3.370786517,87.805
4,성창오토텍,80470,15-Dec,-2.298850575,86.72
5,성창오토텍,80470,16-Dec,0,87.335
6,성창오토텍,80470,17-Dec,1.136363636,88.505
7,성창오토텍,80470,18-Dec,0,89.65
8,성창오토텍,80470,19-Dec,1.123595506,89.98
0,성호전자,43260,11-Dec,4.545454545,78.63
1,성호전자,43260,12-Dec,1.123595506,79.75
2,성호전자,43260,13-Dec,0,81.65
3,성호전자,43260,14-Dec,-4.705882353,81.58
4,성호전자,43260,15-Dec,0,81.36
5,성호전자,43260,16-Dec,-1.19047619,82.3
6,성호전자,43260,17-Dec,-2.43902439,81.2
7,성호전자,43260,18-Dec,-2.5,81.97
8,성호전자,43260,19-Dec,10.11235955,81.8
0,세경하이테크,148150,19-Dec,,81.8
0,세기상사,2420,11-Dec,-3.370786517,71.99
1,세기상사,2420,12-Dec,-2.298850575,72.91
2,세기상사,2420,13-Dec,14.70588235,65.99
3,세기상사,2420,14-Dec,-2,77.07
4,세기상사,2420,15-Dec,-1.01010101,68.27
5,세기상사,2420,16-Dec,-3.125,74.71
6,세기상사,2420,17-Dec,,83.56
7,세기상사,2420,18-Dec,,84.29
8,세기상사,2420,19-Dec,,89.85
0,세동,53060,11-Dec,4.210526316,86.155
1,세동,53060,12-Dec,-2.150537634,87.3
2,세동,53060,13-Dec,-1.086956522,87.315
3,세동,53060,14-Dec,2.127659574,87.805
4,세동,53060,15-Dec,0,86.72
5,세동,53060,16-Dec,0,87.335
6,세동,53060,17-Dec,2.083333333,88.505
7,세동,53060,18-Dec,-2.127659574,89.65
8,세동,53060,19-Dec,-3.296703297,89.98
0,세림비앤지,340440,19-Dec,,43.41
0,세명전기공업,17510,11-Dec,,82.3
1,세명전기공업,17510,12-Dec,,81.985
2,세명전기공업,17510,13-Dec,,81.55
3,세명전기공업,17510,14-Dec,,81.985
4,세명전기공업,17510,15-Dec,,83.13
5,세명전기공업,17510,16-Dec,,82.425
6,세명전기공업,17510,17-Dec,,84.185
7,세명전기공업,17510,18-Dec,,84.755
8,세명전기공업,17510,19-Dec,,85.49
0,세방,4360,11-Dec,1.111111111,91.1
1,세방,4360,12-Dec,0,91.44
2,세방,4360,13-Dec,3.225806452,92.89
3,세방,4360,14-Dec,-3.333333333,91.51
4,세방,4360,15-Dec,0,90.67
5,세방,4360,16-Dec,0,90.72
6,세방,4360,17-Dec,1.098901099,92.38
7,세방,4360,18-Dec,0,92.23
8,세방,4360,19-Dec,-1.111111111,91.62
0,세방전지,4490,11-Dec,,79.665
1,세방전지,4490,12-Dec,,81.545
2,세방전지,4490,13-Dec,,81.135
3,세방전지,4490,14-Dec,,81.835
4,세방전지,4490,15-Dec,,82.075
5,세방전지,4490,16-Dec,2.409638554,81.51
6,세방전지,4490,17-Dec,2.352941176,83.595
7,세방전지,4490,18-Dec,-2.409638554,84.085
8,세방전지,4490,19-Dec,0,86.18
0,세보엠이씨,11560,11-Dec,0,89.535
1,세보엠이씨,11560,12-Dec,-2.173913043,90.605
2,세보엠이씨,11560,13-Dec,0,90.66
3,세보엠이씨,11560,14-Dec,3.157894737,91.65
4,세보엠이씨,11560,15-Dec,-4.395604396,90.545
5,세보엠이씨,11560,16-Dec,0,89.99
6,세보엠이씨,11560,17-Dec,2.150537634,90.27
7,세보엠이씨,11560,18-Dec,-2.197802198,88.535
8,세보엠이씨,11560,19-Dec,9,90.84
0,세아베스틸지,1430,11-Dec,,90.89
1,세아베스틸지,1430,12-Dec,,91.46
2,세아베스틸지,1430,13-Dec,,91.98
3,세아베스틸지,1430,14-Dec,,91.175
4,세아베스틸지,1430,15-Dec,,90.055
5,세아베스틸지,1430,16-Dec,3.333333333,89.125
6,세아베스틸지,1430,17-Dec,0,90.23
7,세아베스틸지,1430,18-Dec,4.255319149,91.965
8,세아베스틸지,1430,19-Dec,0,92.405
0,세아제강,306200,18-Dec,,91.965
1,세아제강,306200,19-Dec,,92.405
0,세아제강지,3030,11-Dec,1.149425287,90.89
1,세아제강지,3030,12-Dec,0,91.46
2,세아제강지,3030,13-Dec,-1.162790698,91.98
3,세아제강지,3030,14-Dec,0,91.175
4,세아제강지,3030,15-Dec,3.370786517,90.055
5,세아제강지,3030,16-Dec,-2.298850575,89.125
6,세아제강지,3030,17-Dec,-1.162790698,90.23
7,세아제강지,3030,18-Dec,5.494505495,91.965
8,세아제강지,3030,19-Dec,1.086956522,92.405
0,세아특수강,19440,11-Dec,,90.89
1,세아특수강,19440,12-Dec,1.086956522,91.46
2,세아특수강,19440,13-Dec,-2.222222222,91.98
3,세아특수강,19440,14-Dec,0,91.175
4,세아특수강,19440,15-Dec,1.098901099,90.055
5,세아특수강,19440,16-Dec,-1.111111111,89.125
6,세아특수강,19440,17-Dec,1.098901099,90.23
7,세아특수강,19440,18-Dec,2.150537634,91.965
8,세아특수강,19440,19-Dec,0,92.405
0,세아홀딩스,58650,11-Dec,2.325581395,0
1,세아홀딩스,58650,12-Dec,6.52173913,0
2,세아홀딩스,58650,13-Dec,-1.098901099,0
3,세아홀딩스,58650,14-Dec,-1.111111111,0
4,세아홀딩스,58650,15-Dec,-1.123595506,0
5,세아홀딩스,58650,16-Dec,2.197802198,0
6,세아홀딩스,58650,17-Dec,0,0
7,세아홀딩스,58650,18-Dec,3.191489362,0
8,세아홀딩스,58650,19-Dec,1.052631579,0
0,세우글로벌,13000,11-Dec,3.448275862,80.81
1,세우글로벌,13000,12-Dec,3.333333333,81.77
2,세우글로벌,13000,13-Dec,0,80.31
3,세우글로벌,13000,14-Dec,-1.123595506,80.28
4,세우글로벌,13000,15-Dec,0,81.66
5,세우글로벌,13000,16-Dec,3.260869565,82.9
6,세우글로벌,13000,17-Dec,-3.370786517,82.45
7,세우글로벌,13000,18-Dec,1.111111111,83.32
8,세우글로벌,13000,19-Dec,-4.651162791,83.47
0,세운메디칼,100700,11-Dec,5.797101449,41.73
1,세운메디칼,100700,12-Dec,-1.470588235,41.84
2,세운메디칼,100700,13-Dec,-7.936507937,43.25
3,세운메디칼,100700,14-Dec,1.5625,44.93
4,세운메디칼,100700,15-Dec,0,48.21
5,세운메디칼,100700,16-Dec,-4.918032787,52.51
6,세운메디칼,100700,17-Dec,0,52.32
7,세운메디칼,100700,18-Dec,0,54.69
8,세운메디칼,100700,19-Dec,-3.389830508,57.6
0,세원물산,24830,11-Dec,,86.155
1,세원물산,24830,12-Dec,,87.3
2,세원물산,24830,13-Dec,,87.315
3,세원물산,24830,14-Dec,,87.805
4,세원물산,24830,15-Dec,,86.72
5,세원물산,24830,16-Dec,,87.335
6,세원물산,24830,17-Dec,,88.505
7,세원물산,24830,18-Dec,,89.65
8,세원물산,24830,19-Dec,,89.98
0,세원이앤씨,91090,11-Dec,12.12121212,73.85
1,세원이앤씨,91090,12-Dec,-11.23595506,75.13
2,세원이앤씨,91090,13-Dec,5.319148936,74.77
3,세원이앤씨,91090,14-Dec,-2.173913043,76.93
4,세원이앤씨,91090,15-Dec,-1.098901099,77.48
5,세원이앤씨,91090,16-Dec,1.086956522,78.73
6,세원이앤씨,91090,17-Dec,0,80.02
7,세원이앤씨,91090,18-Dec,2.127659574,81.15
8,세원이앤씨,91090,19-Dec,-5.617977528,80.98
0,세원정공,21820,11-Jun,-3.75,86.155
1,세원정공,21820,12-Jun,-6.666666667,87.3
2,세원정공,21820,13-Jun,2.597402597,87.315
3,세원정공,21820,14-Jun,-1.315789474,87.805
4,세원정공,21820,15-Jun,3.797468354,86.72
5,세원정공,21820,16-Jun,0,87.335
6,세원정공,21820,17-Jun,17.70833333,88.505
7,세원정공,21820,18-Jun,6.796116505,89.65
8,세원정공,21820,19-Jun,3.738317757,89.98
0,세이브존아이앤씨,67830,11-Dec,-4.87804878,45.165
1,세이브존아이앤씨,67830,12-Dec,2.380952381,41.78
2,세이브존아이앤씨,67830,13-Dec,0,38.49
3,세이브존아이앤씨,67830,14-Dec,-2.43902439,44.815
4,세이브존아이앤씨,67830,15-Dec,0,44.245
5,세이브존아이앤씨,67830,16-Dec,0,46.28
6,세이브존아이앤씨,67830,17-Dec,0,49.505
7,세이브존아이앤씨,67830,18-Dec,0,47.625
8,세이브존아이앤씨,67830,19-Dec,0,44.52
0,세종공업,33530,11-Dec,4.651162791,86.155
1,세종공업,33530,12-Dec,-1.176470588,87.3
2,세종공업,33530,13-Dec,1.162790698,87.315
3,세종공업,33530,14-Dec,0,87.805
4,세종공업,33530,15-Dec,2.272727273,86.72
5,세종공업,33530,16-Dec,-1.149425287,87.335
6,세종공업,33530,17-Dec,2.247191011,88.505
7,세종공업,33530,18-Dec,1.111111111,89.65
8,세종공업,33530,19-Dec,-1.123595506,89.98
0,세종메디칼,258830,18-Dec,,63.41
1,세종메디칼,258830,19-Dec,-5.405405405,64.46
0,세종텔레콤,36630,11-Dec,28.57142857,44.24
1,세종텔레콤,36630,12-Dec,#NAME?,43.985
2,세종텔레콤,36630,13-Dec,,47.1
3,세종텔레콤,36630,14-Dec,,44.345
4,세종텔레콤,36630,15-Dec,,43.1
5,세종텔레콤,36630,16-Dec,,38.07
6,세종텔레콤,36630,17-Dec,,33.39
7,세종텔레콤,36630,18-Dec,100,32.855
8,세종텔레콤,36630,19-Dec,66.66666667,42.375
0,세중,39310,11-Dec,-1.298701299,0
1,세중,39310,12-Dec,1.282051282,16.675
2,세중,39310,13-Dec,1.265822785,24.03
3,세중,39310,14-Dec,4.819277108,3.835
4,세중,39310,15-Dec,-2.469135802,3.72
5,세중,39310,16-Dec,0,1.06
6,세중,39310,17-Dec,-6.578947368,0
7,세중,39310,18-Dec,2.564102564,1.985
8,세중,39310,19-Dec,7.142857143,2.785
0,세진중공업,75580,15-Dec,,88.85
1,세진중공업,75580,16-Dec,3.296703297,87.545
2,세진중공업,75580,17-Dec,2.150537634,88.54
3,세진중공업,75580,18-Dec,-2.197802198,91.865
4,세진중공업,75580,19-Dec,1.086956522,90.035
0,세진티에스,67770,11-Dec,4.347826087,78.63
1,세진티에스,67770,12-Dec,3.157894737,79.75
2,세진티에스,67770,13-Dec,7.766990291,81.65
3,세진티에스,67770,14-Dec,-14.44444444,81.58
4,세진티에스,67770,15-Dec,10.89108911,81.36
5,세진티에스,67770,16-Dec,-9.782608696,82.3
6,세진티에스,67770,17-Dec,5.154639175,81.2
7,세진티에스,67770,18-Dec,-5.434782609,81.97
8,세진티에스,67770,19-Dec,-13.58024691,81.8
0,세코닉스,53450,11-Dec,8,0
1,세코닉스,53450,12-Dec,1.315789474,35.05
2,세코닉스,53450,13-Dec,1.298701299,48.57
3,세코닉스,53450,14-Dec,2.53164557,50.39
4,세코닉스,53450,15-Dec,0,49.29
5,세코닉스,53450,16-Dec,2.469135802,56.81
6,세코닉스,53450,17-Dec,5.813953488,64.32
7,세코닉스,53450,18-Dec,1.149425287,63.41
8,세코닉스,53450,19-Dec,3.333333333,64.46
0,세토피아,222810,15-Dec,,0
1,세토피아,222810,16-Dec,,0
2,세토피아,222810,17-Dec,,0
3,세토피아,222810,18-Dec,,13.425
4,세토피아,222810,19-Dec,,43.41
0,세하,27970,11-Dec,,87.015
1,세하,27970,12-Dec,,83.365
2,세하,27970,13-Dec,,84.915
3,세하,27970,14-Dec,,85.41
4,세하,27970,15-Dec,,85.895
5,세하,27970,16-Dec,,85.305
6,세하,27970,17-Dec,,88.34
7,세하,27970,18-Dec,,84.105
8,세하,27970,19-Dec,,84.59
0,세화피앤씨,252500,16-Dec,,0
1,세화피앤씨,252500,17-Dec,,0
2,세화피앤씨,252500,18-Dec,,13.425
3,세화피앤씨,252500,19-Dec,,43.41
0,센트랄모텍,308170,19-Dec,,89.98
0,센트럴인사이트,12600,11-Dec,-4.347826087,73.85
1,센트럴인사이트,12600,12-Dec,0,75.13
2,센트럴인사이트,12600,13-Dec,10.38961039,74.77
3,센트럴인사이트,12600,14-Dec,10.46511628,76.93
4,센트럴인사이트,12600,15-Dec,-2.380952381,77.48
5,센트럴인사이트,12600,16-Dec,2.325581395,78.73
6,센트럴인사이트,12600,17-Dec,4.444444444,80.02
7,센트럴인사이트,12600,18-Dec,1.098901099,81.15
8,센트럴인사이트,12600,19-Dec,2.150537634,80.98
0,셀루메드,49180,11-Dec,32.0754717,41.73
1,셀루메드,49180,12-Dec,-15.2173913,41.84
2,셀루메드,49180,13-Dec,22.03389831,43.25
3,셀루메드,49180,14-Dec,13.23529412,44.93
4,셀루메드,49180,15-Dec,8.108108108,48.21
5,셀루메드,49180,16-Dec,21.27659574,52.51
6,셀루메드,49180,17-Dec,-56.66666667,52.32
7,셀루메드,49180,18-Dec,39.39393939,54.69
8,셀루메드,49180,19-Dec,-11.23595506,57.6
0,셀리드,299660,17-Dec,,54.69
1,셀리드,299660,19-Dec,,57.6
0,셀리버리,268600,18-Dec,,50.99
1,셀리버리,268600,19-Dec,,50.43
0,셀바스에이아이,108860,11-Dec,-10.52631579,5.55
1,셀바스에이아이,108860,12-Dec,,9.16
2,셀바스에이아이,108860,13-Dec,,9.26
3,셀바스에이아이,108860,14-Dec,,9.49
4,셀바스에이아이,108860,15-Dec,100,26.25
5,셀바스에이아이,108860,16-Dec,#NAME?,32.73
6,셀바스에이아이,108860,17-Dec,,35.91
7,셀바스에이아이,108860,18-Dec,,40.29
8,셀바스에이아이,108860,19-Dec,,47.1
0,셀바스헬스케어,208370,14-Dec,,0
1,셀바스헬스케어,208370,15-Dec,,0
2,셀바스헬스케어,208370,16-Dec,,0
3,셀바스헬스케어,208370,17-Dec,-7.142857143,0
4,셀바스헬스케어,208370,18-Dec,30.86419753,13.425
5,셀바스헬스케어,208370,19-Dec,-30.64516129,43.41
0,셀트리온,68270,18-Dec,,54.69
1,셀트리온,68270,19-Dec,0,57.6
0,셀트리온제약,68760,11-Dec,0,41.73
1,셀트리온제약,68760,12-Dec,0,41.84
2,셀트리온제약,68760,13-Dec,0,43.25
3,셀트리온제약,68760,14-Dec,8.571428571,44.93
4,셀트리온제약,68760,15-Dec,2.777777778,48.21
5,셀트리온제약,68760,16-Dec,40,52.51
6,셀트리온제약,68760,17-Dec,-5.263157895,52.32
7,셀트리온제약,68760,18-Dec,20.83333333,54.69
8,셀트리온제약,68760,19-Dec,-12.5,57.6
0,셀트리온헬스케어,91990,17-Dec,,82.45
1,셀트리온헬스케어,91990,18-Dec,20.43010753,83.32
2,셀트리온헬스케어,91990,19-Dec,-14.81481481,83.47
0,셀피글로벌,68940,11-Dec,,78.63
1,셀피글로벌,68940,12-Dec,,79.75
2,셀피글로벌,68940,13-Dec,,81.65
3,셀피글로벌,68940,14-Dec,,81.58
4,셀피글로벌,68940,15-Dec,,81.36
5,셀피글로벌,68940,16-Dec,-8,82.3
6,셀피글로벌,68940,17-Dec,2.597402597,81.2
7,셀피글로벌,68940,18-Dec,3.75,81.97
8,셀피글로벌,68940,19-Dec,-5.263157895,81.8
0,소니드,60230,11-Dec,3.225806452,77.91
1,소니드,60230,12-Dec,-12.04819277,80.41
2,소니드,60230,13-Dec,0,80.36
3,소니드,60230,14-Dec,-2.469135802,79.71
4,소니드,60230,15-Dec,-1.25,77.5
5,소니드,60230,16-Dec,2.43902439,77.25
6,소니드,60230,17-Dec,2.380952381,78.45
7,소니드,60230,18-Dec,-9.090909091,81.48
8,소니드,60230,19-Dec,-4.054054054,79.49
0,소프트센,32680,13-Dec,,78.63
1,소프트센,32680,14-Dec,,79.75
2,소프트센,32680,15-Dec,,81.65
3,소프트센,32680,16-Dec,,81.58
4,소프트센,32680,17-Dec,,81.36
5,소프트센,32680,18-Dec,,82.3
6,소프트센,32680,19-Dec,,81.2
7,소프트센,32680,11-Sep,,81.97
8,소프트센,32680,12-Sep,,81.8
0,소프트캠프,258790,17-Dec,,0
1,소프트캠프,258790,18-Dec,,13.425
2,소프트캠프,258790,19-Dec,,43.41
0,손오공,66910,11-Dec,-20.54794521,0
1,손오공,66910,12-Dec,0,0
2,손오공,66910,13-Dec,12.04819277,0
3,손오공,66910,14-Dec,-7.792207792,47.18
4,손오공,66910,15-Dec,-2.666666667,42.81
5,손오공,66910,16-Dec,6.25,42.29
6,손오공,66910,17-Dec,11.11111111,75.06
7,손오공,66910,18-Dec,-8.43373494,80.08
8,손오공,66910,19-Dec,-2.469135802,76.34
0,솔고바이오메디칼,43100,11-Dec,14.49275362,0
1,솔고바이오메디칼,43100,12-Dec,5.479452055,35.05
2,솔고바이오메디칼,43100,13-Dec,-5.797101449,48.57
3,솔고바이오메디칼,43100,14-Dec,-9.523809524,50.39
4,솔고바이오메디칼,43100,15-Dec,13.69863014,49.29
5,솔고바이오메디칼,43100,16-Dec,0,56.81
6,솔고바이오메디칼,43100,17-Dec,2.666666667,64.32
7,솔고바이오메디칼,43100,18-Dec,13.79310345,63.41
8,솔고바이오메디칼,43100,19-Dec,-24.28571429,64.46
0,솔루스첨단소재,336370,19-Dec,,81.8
0,솔루에타,154040,13-Dec,,81.65
1,솔루에타,154040,14-Dec,19.27710843,81.58
2,솔루에타,154040,15-Dec,-22.05882353,81.36
3,솔루에타,154040,16-Dec,20,82.3
4,솔루에타,154040,17-Dec,-1.19047619,81.2
5,솔루에타,154040,18-Dec,2.325581395,81.97
6,솔루에타,154040,19-Dec,-1.176470588,81.8
0,솔본,35610,11-Dec,7.01754386,44.24
1,솔본,35610,12-Dec,-1.785714286,43.985
2,솔본,35610,13-Dec,-16.66666667,47.1
3,솔본,35610,14-Dec,-9.090909091,44.345
4,솔본,35610,15-Dec,-12.82051282,43.1
5,솔본,35610,16-Dec,4.87804878,38.07
6,솔본,35610,17-Dec,10.86956522,33.39
7,솔본,35610,18-Dec,-31.42857143,32.855
8,솔본,35610,19-Dec,25.53191489,42.375
0,솔브레인홀딩스,36830,11-Dec,-1.282051282,77.91
1,솔브레인홀딩스,36830,12-Dec,-1.298701299,80.41
2,솔브레인홀딩스,36830,13-Dec,0,80.36
3,솔브레인홀딩스,36830,14-Dec,6.097560976,79.71
4,솔브레인홀딩스,36830,15-Dec,-9.333333333,77.5
5,솔브레인홀딩스,36830,16-Dec,1.315789474,77.25
6,솔브레인홀딩스,36830,17-Dec,2.564102564,78.45
7,솔브레인홀딩스,36830,18-Dec,-4,81.48
8,솔브레인홀딩스,36830,19-Dec,0,79.49
0,송원산업,4430,11-Dec,-1.176470588,77.91
1,송원산업,4430,12-Dec,-4.938271605,80.41
2,송원산업,4430,13-Dec,0,80.36
3,송원산업,4430,14-Dec,6.896551724,79.71
4,송원산업,4430,15-Dec,-10.12658228,77.5
5,송원산업,4430,16-Dec,-6.756756757,77.25
6,송원산업,4430,17-Dec,6.329113924,78.45
7,송원산업,4430,18-Dec,1.25,81.48
8,송원산업,4430,19-Dec,0,79.49
0,쇼박스,86980,11-Dec,17.5257732,71.99
1,쇼박스,86980,12-Dec,-21.25,72.91
2,쇼박스,86980,13-Dec,6.976744186,65.99
3,쇼박스,86980,14-Dec,0,77.07
4,쇼박스,86980,15-Dec,-3.614457831,68.27
5,쇼박스,86980,16-Dec,-3.75,74.71
6,쇼박스,86980,17-Dec,0,83.56
7,쇼박스,86980,18-Dec,0,84.29
8,쇼박스,86980,19-Dec,6.976744186,89.85
0,수산아이앤티,50960,16-Dec,,32.73
1,수산아이앤티,50960,17-Dec,,35.91
2,수산아이앤티,50960,18-Dec,,40.29
3,수산아이앤티,50960,19-Dec,,47.1
0,수산중공업,17550,11-Dec,-1.492537313,73.85
1,수산중공업,17550,12-Dec,4.285714286,75.13
2,수산중공업,17550,13-Dec,5.405405405,74.77
3,수산중공업,17550,14-Dec,0,76.93
4,수산중공업,17550,15-Dec,0,77.48
5,수산중공업,17550,16-Dec,-4.225352113,78.73
6,수산중공업,17550,17-Dec,1.388888889,80.02
7,수산중공업,17550,18-Dec,5.263157895,81.15
8,수산중공업,17550,19-Dec,5,80.98
0,수젠텍,253840,19-Dec,,57.6
0,슈프리마,236200,16-Dec,,82.3
1,슈프리마,236200,17-Dec,-8.510638298,81.2
2,슈프리마,236200,18-Dec,-2.173913043,81.97
3,슈프리마,236200,19-Dec,-27.77777778,81.8
0,슈프리마아이디,317770,19-Dec,,81.8
0,슈프리마에이치큐,94840,11-Dec,5.660377358,78.63
1,슈프리마에이치큐,94840,12-Dec,-6,79.75
2,슈프리마에이치큐,94840,13-Dec,-4.166666667,81.65
3,슈프리마에이치큐,94840,14-Dec,7.692307692,81.58
4,슈프리마에이치큐,94840,15-Dec,17.46031746,81.36
5,슈프리마에이치큐,94840,16-Dec,-1.612903226,82.3
6,슈프리마에이치큐,94840,17-Dec,4.615384615,81.2
7,슈프리마에이치큐,94840,18-Dec,-8.333333333,81.97
