,회사명,거래소코드,회계년도,매출원가감소율,2011.mid,2012.mid,2013.mid,2014.mid,2015.mid,2016.mid,2017.mid,2018.mid,2019.mid
9503,국일신동,60480,Dec-14,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9509,국일제지,78130,Dec-11,1.075268817,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
9518,국제약품,2720,Mar-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
9527,그랜드코리아레저,114090,Dec-11,0,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
9536,그레이트리치과기유한공사,900290,Jun-16,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
9540,그린케미칼,83420,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
9549,극동유화,14530,Dec-11,0,90.16,88.56,88.39,89.145,86.01,84.61,89.96,93.22,92.475
9558,글로벌에스엠테크리미티드,900070,Dec-11,5.194805195,0,0,0,0,0,0,0,0,0
9567,글로벌텍스프리,204620,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
9573,글로본,19660,Mar-11,0,0,0,0,0,0,0,0,13.425,43.41
9582,금강공업,14280,Dec-11,3.488372093,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9591,금강철강,53260,Dec-11,-1.052631579,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9600,금호건설,2990,Dec-11,-3.296703297,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
9609,금호석유화학,11780,Dec-11,-1.19047619,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
9618,금호전기,1210,Dec-11,2.5,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
9627,금호타이어,73240,Dec-11,3.797468354,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
9636,기신정기,92440,Mar-11,1.369863014,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
9645,기아,270,Dec-11,-1.298701299,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
9654,깨끗한나라,4540,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
9663,나노캠텍,91970,Dec-11,7.954545455,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
9672,나라엠앤디,51490,Dec-11,-1.19047619,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
9681,나무기술,242040,Dec-16,0,0,0,0,0,0,0,0,13.425,43.41
9685,나이스정보통신,36800,Dec-11,0,44.24,43.985,47.1,44.345,43.1,38.07,33.39,32.855,42.375
9694,나이스평가정보,30190,Dec-11,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
9703,남광토건,1260,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
9712,남양유업,3920,Dec-11,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
9721,남해화학,25860,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
9730,남화산업,111710,Dec-18,0,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
9732,남화토건,91590,Dec-12,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
9740,네이버,35420,Dec-11,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
9749,넥센타이어,2350,Dec-11,7.894736842,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
9758,넷마블,251270,Dec-17,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
9761,농업회사법인농우바이오,54050,Oct-11,-5.714285714,0,0,0,0,0,44.41,46.35,52.67,51.58
9769,농업회사법인아시아종묘,154030,Sep-18,0,0,0,0,0,0,44.41,46.35,52.67,51.58
9771,뉴지랩파마,214870,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9776,다믈멀티미디어,93640,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9785,다스코,58730,Dec-11,-1.19047619,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
9794,대동금속,20400,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9803,대동기어,8830,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
9812,대동전자,8110,Mar-11,4,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9821,대림비앤코,5750,Dec-11,1.25,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
9830,대림통상,6570,Dec-11,2.380952381,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
9839,대모엔지니어링,317850,Dec-19,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
9840,대보마그네틱,290670,Dec-18,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
9842,대봉엘에스,78140,Dec-11,3.614457831,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
9851,대상,1680,Dec-11,1.408450704,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
9860,대상홀딩스,84690,Dec-11,10,0,0,0,0,0,0,0,0,0
9869,대성산업,128820,Dec-11,5.555555556,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
9878,대성에너지,117580,Dec-11,0,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
9887,대성홀딩스,16710,Dec-11,2.222222222,0,0,0,0,0,0,0,0,0
9896,대신정보통신,20180,Mar-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
9905,대아티아이,45390,Dec-11,-2.857142857,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
9914,대양전기공업,108380,Dec-11,0,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
9923,대양제지공업,6580,Dec-11,2.197802198,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
9932,대영포장,14160,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
9941,대우전자부품,9320,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9950,대우조선해양,42660,Dec-11,5.617977528,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
9959,대원강업,430,Dec-11,3.448275862,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
9968,대원미디어,48910,Dec-11,-4.87804878,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
9977,대원산업,5710,Dec-11,2.150537634,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
9986,대원전선,6340,Dec-11,1.030927835,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
9995,대원제약,3220,Dec-11,9.090909091,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10004,대원화성,24890,Dec-11,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
10013,대정화금,120240,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10022,대산업,3310,Dec-11,1.149425287,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
10031,대전자재료,78600,Dec-11,4.819277108,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
10040,대창단조,15230,Dec-11,-1.136363636,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
10049,대한광통신,10170,Dec-11,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
10058,대한그린파워,60900,Dec-11,-4,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
10067,대한뉴팜,54670,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10076,대한방직,1070,Dec-11,8.163265306,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
10085,대한약품공업,23910,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10094,대한유화,6650,Dec-11,4.210526316,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10103,대한전선,1440,Dec-11,2.105263158,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
10112,대한제강,84010,Dec-11,2.150537634,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10121,대한제당,1790,Dec-11,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
10130,대한제분,1130,Dec-11,8.988764045,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
10139,대한해운,5880,Dec-11,8.695652174,100.37,101.99,95.03,83.78,84.54,89.72,88.22,89.18,87.88
10148,대한화섬,3830,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10157,대화제약,67080,Dec-11,16.21621622,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10166,더이앤엠,89230,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
10175,덕산네오룩스,213420,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
10180,덕산하이메탈,77360,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
10189,덕양산업,24900,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
10198,덕우전자,263600,Dec-17,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
10201,데브시스터즈,194480,Dec-14,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
10207,도이치모터스,67990,Dec-11,3.260869565,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
10216,동국산업,5160,Dec-11,1.149425287,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10225,동국제강,1230,Dec-11,3.225806452,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10234,동국제약,86450,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10243,동부건설,5960,Dec-11,1.123595506,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
10252,동성제약,2210,Dec-11,-4.761904762,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10261,동신건설,25950,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
10270,동아쏘시오홀딩스,640,Dec-11,9.803921569,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10279,동아에스티,170900,Dec-13,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10286,동아타이어공업,282690,Dec-17,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
10289,동아화성,41930,Dec-11,3.260869565,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
10298,동양이엔피,79960,Dec-11,2.197802198,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
10307,동양철관,8970,Dec-11,3.191489362,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10316,동양파일,228340,Dec-16,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
10320,동양피스톤,92780,Dec-17,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
10323,동원금속,18500,Mar-11,-1.234567901,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
10332,동원산업,6040,Dec-11,5.952380952,87.47,87.7,91.71,96,89.17,85.92,85.77,89.1,91.05
10341,동원수산,30720,Dec-11,-1.136363636,87.47,87.7,91.71,96,89.17,85.92,85.77,89.1,91.05
10350,동원시스템즈,14820,Dec-11,2.272727273,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
10359,동일고무벨트,163560,Dec-12,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
10367,동일금속,109860,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10376,동일산업,4890,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10385,동일제강,2690,Dec-15,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10390,동일철강,23790,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10399,동화기업,25900,Dec-11,1.234567901,0,0,0,0,0,0,0,0,0
10408,동화약품,20,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10417,두산밥캣,241560,Dec-16,0,0,0,0,0,0,0,0,0,0
10421,두산에너빌리티,34020,Dec-11,2.352941176,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
10430,두산퓨얼셀,336260,Dec-19,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
10431,디씨엠,24090,Dec-11,1.25,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10440,디아이동일,1530,Dec-11,1.298701299,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
10449,디아이티,110990,Dec-18,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
10451,디에스알,155660,Dec-13,0,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
10458,디에스알제강,69730,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10467,디엑스앤브이엑스,180400,Dec-15,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
10472,디엘,210,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
10481,디엘건설,1880,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
10490,디와이,13570,Dec-11,3.571428571,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
10499,디와이씨,310870,Dec-18,0,0,0,0,0,0,0,0,13.425,43.41
10501,디와이파워,210540,Dec-15,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
10506,디와이피엔에프,104460,Dec-11,1.369863014,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
10515,디젠스,113810,Dec-12,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
10523,디케이락,105740,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
10532,라온시큐어,42510,Dec-11,-6.796116505,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
10541,라온피플,300120,Dec-19,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
10542,램테크놀러지,171010,Dec-13,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10549,로스웰인터내셔널유한회사,900260,Dec-15,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
10554,로체시스템즈,71280,Dec-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
10563,롯데관광개발,32350,Dec-11,9.756097561,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
10572,롯데쇼핑,23530,Dec-11,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
10581,롯데정밀화학,4000,Dec-11,1.136363636,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10590,롯데정보통신,286940,Dec-18,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
10592,롯데제과,280360,Dec-17,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
10595,롯데지,4990,Dec-11,3.278688525,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
10604,롯데칠성음료,5300,Dec-11,0,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
10613,롯데케미칼,11170,Dec-11,2.272727273,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10622,롯데하이마트,71840,Dec-11,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
10631,리노공업,58470,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
10640,마이크로로봇,182690,Dec-14,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
10646,만호제강,1080,Jun-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10655,매일유업,267980,Dec-17,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
10658,매일홀딩스,5990,Dec-11,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
10667,메가스터디,72870,Dec-11,0,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
10676,메가스터디교육,215200,Dec-15,0,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
10681,메가엠디,133750,Dec-15,0,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
10686,메디앙스,14100,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10695,메디포스트,78160,Dec-11,-18.18181818,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10704,명문제약,17180,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10713,명성티엔에스,257370,Dec-18,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
10715,모바일어플라이언스,87260,Dec-17,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
10718,모트렉스,118990,Dec-17,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
10721,무림에스피,1810,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
10730,무림페이퍼,9200,Dec-11,7.058823529,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
10739,무림피앤피,9580,Dec-11,9.302325581,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
10748,문배철강,8420,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10757,미디어젠,279600,Dec-19,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
10758,미래나노텍,95500,Dec-11,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
10767,미래산업,25560,Dec-11,9.638554217,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
10776,미스터블루,207760,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
10782,미원상사,2840,Dec-11,2.43902439,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10791,미원스페셜티케미칼,268280,Dec-17,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10794,미원홀딩스,107590,Dec-11,3.614457831,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10803,미원화학,134380,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10812,미창석유공업,3650,Dec-11,0,90.16,88.56,88.39,89.145,86.01,84.61,89.96,93.22,92.475
10821,바디텍메드,206640,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
10827,바이온,32980,Jun-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
10836,백광산업,1340,Dec-11,5.813953488,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
10845,범양건영,2410,Dec-11,15.04424779,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
10854,베뉴지,19010,Dec-11,-5.454545455,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
10863,보성파워텍,6910,Dec-11,3.191489362,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
10872,보해양조,890,Dec-11,5,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
10881,부광약품,3000,Mar-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10890,부국철강,26940,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10899,부산산업,11390,Dec-11,1.162790698,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
10908,부산공,5030,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
10917,브릿지바이오테라퓨틱스,288330,Dec-19,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10918,비디아이,148140,Dec-17,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
10921,비에이치아이,83650,Dec-11,12.94117647,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
10930,비케이탑스,30790,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
10939,비플라이소프트,148780,Dec-16,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
10943,빛샘전자,72950,Dec-12,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
10951,사조동아원,8040,Dec-11,5.681818182,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
10960,사조산업,7160,Dec-11,1.204819277,87.47,87.7,91.71,96,89.17,85.92,85.77,89.1,91.05
10969,사조씨푸드,14710,Dec-12,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
10977,삼강엠앤티,100090,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
10986,삼륭물산,14970,Dec-11,4.87804878,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
10995,삼목에스폼,18310,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
11004,삼보모터스,53700,Dec-11,1.111111111,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
11013,삼보산업,9620,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
11022,삼부토건,1470,Dec-11,7,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
11031,삼성SDI,6400,Dec-11,2.298850575,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11040,삼성공조,6660,Dec-11,2.272727273,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
11049,삼성물산,28260,Dec-14,0,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
11055,삼성바이오로직스,207940,Dec-16,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11059,삼성에스디에스,18260,Dec-14,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
11065,삼성엔지니어링,28050,Dec-11,3.409090909,85.355,84.965,83.825,85.75,83.845,86.755,83.805,83.645,73.735
11074,삼성전기,9150,Dec-11,9.523809524,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11083,삼성전자,5930,Dec-11,2.941176471,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11092,삼성제약,1360,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11101,삼성중공업,10140,Dec-11,0,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
11110,삼아알미늄,6110,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
11119,삼아제약,9300,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11128,삼양식품,3230,Dec-11,2.564102564,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
11137,삼양통상,2170,Dec-11,-1.123595506,90.435,94.07,93.14,45.115,91.32,80.645,80.12,79.695,77.55
11146,삼영무역,2810,Dec-11,2.173913043,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
11155,삼영엠텍,54540,Dec-11,-2.43902439,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
11164,삼영이엔씨,65570,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11173,삼영전자공업,5680,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11182,삼영화학공업,3720,Dec-11,-3.703703704,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
11191,삼익티에이치케이,4380,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
11200,삼일제약,520,Dec-11,6.666666667,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11209,삼정펄프,9770,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
11218,삼지전자,37460,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11227,삼진제약,5500,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11236,삼천당제약,250,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11245,삼천리자전거,24950,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
11254,삼현철강,17480,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
11263,삼호개발,10960,Dec-11,5.376344086,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
11272,삼화왕관,4450,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
11281,삼화전기,9470,Dec-11,3.370786517,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11290,삼화전자공업,11230,Dec-11,3.157894737,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11299,삼화콘덴서공업,1820,Dec-11,5.882352941,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11308,삼화페인트공업,390,Dec-11,-2.43902439,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
11317,상신브레이크,41650,Dec-11,4.938271605,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
11326,상신이디피,91580,Dec-11,-1.176470588,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
11335,상신전자,263810,Dec-17,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11338,새론오토모티브,75180,Dec-11,-1.204819277,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
11347,샘표,7540,Dec-11,3.225806452,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
11356,샘표식품,248170,Dec-16,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
11360,서암기계공업,100660,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
11369,서울도시가스,17390,Dec-11,1.098901099,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
11378,서울반도체,46890,Dec-11,10.58823529,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11387,서울식품공업,4410,Dec-11,-7.407407407,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
11396,서울전자통신,27040,Dec-11,4.347826087,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
11405,서호전기,65710,Dec-11,7.894736842,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
11414,선도전기,7610,Dec-11,-1.111111111,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
