,회사명,거래소코드,회계년도,산업코드,산업명,2011,2012,2013,2014,2015,2016,2017,2018,2019
630,(주)노루페인트,90350,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
639,(주)노루홀딩스,320,Dec-11,137105,  전문 서비스업,,,,,,,,,
648,(주)노바렉스,194700,Dec-18,31007,  식료품 제조업,,,,,,,,,
650,(주)노바텍,285490,Dec-18,33309,  기타 제품 제조업,,,,,,,,,
652,(주)노블엠앤비,106520,Dec-12,32703,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
660,(주)노터스,278650,Dec-19,137001,  연구개발업,,,,,,,,,
661,(주)녹십자,6280,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
670,(주)녹십자엠에스,142280,Dec-14,32103,  의료용 물질 및 의약품 제조업,,,,,,,,,
676,(주)녹십자웰빙,234690,Dec-19,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
677,(주)녹십자홀딩스,5250,Dec-11,137105,  전문 서비스업,,,,,,,,,
686,(주)녹원씨엔아이,65560,Dec-11,105802,  출판업,,,,,,,,,
695,(주)농심,4370,Dec-11,31007,  식료품 제조업,,,,,,,,,
704,(주)농심홀딩스,72710,Dec-11,137105,  전문 서비스업,,,,,,,,,
713,(주)누리플랜,69140,Dec-11,32501,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
722,(주)누리플렉스,40160,Dec-11,105802,  출판업,,,,,,,,,
731,(주)누보,332290,Dec-19,117201,  기타금융업,,,,,,,,,
732,(주)뉴로스,126870,Dec-12,32901,  기타 기계 및 장비 제조업,,,,,,,,,
740,(주)뉴보텍,60260,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
749,(주)뉴인텍,12340,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
758,(주)뉴트리,270870,Dec-18,31007,  식료품 제조업,,,,,,,,,
760,(주)뉴파워프라즈마,144960,Dec-16,32902,  기타 기계 및 장비 제조업,,,,,,,,,
764,(주)뉴프렉스,85670,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
773,(주)다나와,119860,Dec-11,105802,  출판업,,,,,,,,,
782,(주)다날,64260,Dec-11,106301,  정보서비스업,,,,,,,,,
791,(주)다보링크,340360,Dec-19,117201,  기타금융업,,,,,,,,,
792,(주)다산네트웍스,39560,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
801,(주)다우기술,23590,Dec-11,106301,  정보서비스업,,,,,,,,,
810,(주)다우데이타,32190,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
819,(주)다원시스,68240,Dec-11,32801,  전기장비 제조업,,,,,,,,,
828,(주)다이나믹디자인,145210,Dec-15,32902,  기타 기계 및 장비 제조업,,,,,,,,,
833,(주)대교,19680,Dec-11,168501,  교육 서비스업,,,,,,,,,
842,(주)대구백화점,6370,Mar-11,74701,  소매업; 자동차 제외,,,,,,,,,
851,(주)대덕,8060,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
860,(주)대동,490,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
869,(주)대동스틸,48470,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
878,(주)대륙제관,4780,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
887,(주)대림제지,17650,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
896,(주)대명소노시즌,7720,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
905,(주)대성미생물연구소,36480,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
914,(주)대성엘텍,25440,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
923,(주)대성파인텍,104040,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
932,(주)대양금속,9190,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
941,(주)대우건설,47040,Dec-11,64101,  종합 건설업,,,,,,,,,
950,(주)대웅,3090,Dec-11,137105,  전문 서비스업,,,,,,,,,
959,(주)대웅제약,69620,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
968,(주)대원,7680,Dec-17,64101,  종합 건설업,,,,,,,,,
971,(주)대유,290380,Dec-18,32003,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
973,(주)대유에이텍,2880,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
982,(주)대유에이피,290120,Dec-18,33003,  자동차 및 트레일러 제조업,,,,,,,,,
984,(주)대유플러스,300,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
993,(주)대창,12800,Dec-11,32402,  1차 금속 제조업,,,,,,,,,
1002,(주)대창솔루션,96350,Dec-11,33101,  기타 운송장비 제조업,,,,,,,,,
1011,(주)대창스틸,140520,Dec-14,32401,  1차 금속 제조업,,,,,,,,,
1017,(주)대한과학,131220,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
1026,(주)대한항공,3490,Dec-11,85101,  항공 운송업,,,,,,,,,
1035,(주)대현,16090,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
1044,(주)대호에이엘,69460,Dec-11,32402,  1차 금속 제조업,,,,,,,,,
1053,(주)대호특수강,21040,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
1062,(주)더 미동,161570,Dec-13,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1069,(주)더블유게임즈,192080,Dec-19,105802,  출판업,,,,,,,,,
1070,(주)더블유아이,73570,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1079,(주)더블유에스아이,299170,Dec-18,117201,  기타금융업,,,,,,,,,
1081,(주)더존비즈온,12510,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
1090,(주)덕산테코피아,317330,Dec-19,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
1091,(주)덕성,4830,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
1100,(주)덕신하우징,90410,Dec-14,32501,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
1106,(주)데이타솔루션,263800,Dec-17,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
1109,(주)덱스터스튜디오,206560,Dec-15,105901,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,
1114,(주)덴티스,261200,Dec-17,117201,  기타금융업,,,,,,,,,
1117,(주)덴티움,145720,Dec-17,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1120,(주)도화엔지니어링,2150,Dec-11,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",,,,,,,,,
1129,(주)동구바이오제약,6620,Dec-18,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
1131,(주)동국알앤에스,75970,Dec-11,32309,  비금속 광물제품 제조업,,,,,,,,,
1140,(주)동국에스엔씨,100130,Dec-11,32501,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
1149,(주)동남합성,23450,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
1158,(주)동방,4140,Dec-11,84903,  육상운송 및 파이프라인 운송업,,,,,,,,,
1167,(주)동방선기,99410,Dec-11,33101,  기타 운송장비 제조업,,,,,,,,,
1176,(주)동방아그로,7590,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
1185,(주)동서,26960,Dec-16,74603,  도매 및 상품 중개업,,,,,,,,,
1189,(주)동성케미컬,102260,Dec-11,137105,  전문 서비스업,,,,,,,,,
1198,(주)동성화인텍,33500,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
1207,(주)동아엘텍,88130,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1216,(주)동아지질,28100,Dec-11,64201,  전문직별 공사업,,,,,,,,,
1225,(주)동양,1520,Dec-11,32303,  비금속 광물제품 제조업,,,,,,,,,
1234,(주)동양고속,84670,Dec-11,84902,  육상운송 및 파이프라인 운송업,,,,,,,,,
1243,(주)동양에스텍,60380,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
1252,(주)동우팜투테이블,88910,Dec-11,31001,  식료품 제조업,,,,,,,,,
1261,(주)동운아나텍,94170,Dec-15,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1266,(주)동원개발,13120,Dec-11,64101,  종합 건설업,,,,,,,,,
1275,(주)동원에프앤비,49770,Dec-11,31007,  식료품 제조업,,,,,,,,,
1284,(주)동일기연,32960,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1293,(주)동진쎄미켐,5290,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
1302,(주)두산,150,Dec-11,137105,  전문 서비스업,,,,,,,,,
1311,(주)두산테스나,131970,Dec-13,137309,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,
1318,(주)두올,16740,Dec-16,33003,  자동차 및 트레일러 제조업,,,,,,,,,
1322,(주)듀오백,73190,Dec-11,33201,  가구 제조업,,,,,,,,,
1331,(주)드래곤플라이,30350,Dec-11,105802,  출판업,,,,,,,,,
1340,(주)드림시큐리티,203650,Dec-14,117201,  기타금융업,,,,,,,,,
1346,(주)드림어스컴퍼니,60570,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1355,(주)드림텍,192650,Dec-19,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1356,(주)디딤,217620,Dec-15,117201,  기타금융업,,,,,,,,,
1361,(주)디모아,16670,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
1370,(주)디바이스이엔지,187870,Dec-17,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1373,(주)디비아이엔씨,12030,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
1382,(주)디스플레이테크,66670,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1391,(주)디아이,3160,Dec-11,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1400,(주)디아이씨,92200,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
1409,(주)디아크,78590,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
1418,(주)디알비동일,4840,Dec-11,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
1427,(주)디알젬,263690,Dec-18,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1429,(주)디알텍,214680,Dec-15,117201,  기타금융업,,,,,,,,,
1434,(주)디앤씨미디어,263720,Dec-17,105801,  출판업,,,,,,,,,
1437,(주)디에스앤엘,141020,Dec-13,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1444,(주)디에스케이,109740,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1453,(주)디에이테크놀로지,196490,Dec-14,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1459,(주)디에이피,66900,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1468,(주)디엔에이링크,127120,Dec-11,137001,  연구개발업,,,,,,,,,
1477,(주)디엔에프,92070,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
1486,(주)디엔오토모티브,7340,Dec-11,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
1495,(주)디엠에스,68790,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1504,(주)디오,39840,Dec-11,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1513,(주)디와이디,219550,Dec-15,117201,  기타금융업,,,,,,,,,
1518,(주)디이엔티,79810,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1527,(주)디지아이,43360,Dec-11,32603,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1536,(주)디지캡,197140,Dec-18,105802,  출판업,,,,,,,,,
1538,(주)디지털대성,68930,Dec-11,137105,  전문 서비스업,,,,,,,,,
1547,(주)디지틀조선일보,33130,Dec-11,105802,  출판업,,,,,,,,,
1556,(주)디케이앤디,263020,Dec-18,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
1558,(주)디케이티,290550,Dec-18,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1560,(주)디티앤씨,187220,Dec-14,137209,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",,,,,,,,,
1566,(주)딜리,131180,Dec-11,32603,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1575,(주)라닉스,317120,Dec-19,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1576,(주)라온테크,232680,Dec-15,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1581,(주)라이온켐텍,171120,Dec-13,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
1588,(주)라이트론,69540,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1597,(주)라파스,214260,Dec-19,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
1598,(주)락앤락,115390,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
1607,(주)랩지노믹스,84650,Dec-14,137001,  연구개발업,,,,,,,,,
1613,(주)러셀,217500,Dec-15,117201,  기타금융업,,,,,,,,,
1618,(주)레고켐바이오사이언스,141080,Dec-13,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
1625,(주)레드로버,60300,Dec-11,32603,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1634,(주)레드캡투어,38390,Dec-11,147502,  사업지원 서비스업,,,,,,,,,
1643,(주)레이,228670,Dec-19,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1644,(주)레이언스,228850,Dec-16,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1648,(주)레이크머티리얼즈,281740,Dec-17,117201,  기타금융업,,,,,,,,,
1651,(주)로보로보,215100,Dec-15,117201,  기타금융업,,,,,,,,,
1656,(주)로보스타,90360,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1665,(주)로보티즈,108490,Dec-18,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1667,(주)로지시스,67730,Dec-15,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
1672,(주)루멘스,38060,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1681,(주)루트로닉,85370,Dec-11,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1690,(주)룽투코리아,60240,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
1699,(주)리노스,39980,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
1708,(주)리더스코스메틱,16100,Dec-11,31702,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
1717,(주)리드,197210,Dec-15,32902,  기타 기계 및 장비 제조업,,,,,,,,,
1722,(주)리드코프,12700,Dec-11,74607,  도매 및 상품 중개업,,,,,,,,,
1731,(주)리메드,302550,Dec-19,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1732,(주)링네트,42500,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
1741,(주)링크제니시스,219420,Dec-18,105802,  출판업,,,,,,,,,
1743,(주)마니커,27740,Dec-11,31001,  식료품 제조업,,,,,,,,,
1752,(주)마니커에프앤지,195500,Dec-19,31001,  식료품 제조업,,,,,,,,,
1753,(주)마이크로디지탈,305090,Dec-19,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1754,(주)마이크로컨텍솔루션,98120,Dec-11,32801,  전기장비 제조업,,,,,,,,,
1763,(주)마이크로프랜드,147760,Dec-16,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1767,(주)마크로젠,38290,Dec-11,137001,  연구개발업,,,,,,,,,
1776,(주)만도,204320,Dec-14,33003,  자동차 및 트레일러 제조업,,,,,,,,,
1782,(주)매직마이크로,127160,Dec-15,32809,  전기장비 제조업,,,,,,,,,
1787,(주)매커스,93520,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
1796,(주)머큐리,100590,Dec-18,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1798,(주)멀티캠퍼스,67280,Dec-11,106301,  정보서비스업,,,,,,,,,
1807,(주)메드팩토,235980,Dec-19,137001,  연구개발업,,,,,,,,,
1808,(주)메디아나,41920,Dec-14,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1814,(주)메디콕스,54180,Jun-11,74605,  도매 및 상품 중개업,,,,,,,,,
1823,(주)메디톡스,86900,Dec-11,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
1832,(주)메디프론디비티,65650,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
1841,(주)메지온,140410,Dec-12,137001,  연구개발업,,,,,,,,,
1849,(주)메카로,241770,Dec-17,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
1852,(주)메타랩스,90370,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
1861,(주)메타바이오메드,59210,Dec-11,32103,  의료용 물질 및 의약품 제조업,,,,,,,,,
1870,(주)멕아이씨에스,58110,Dec-15,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
1875,(주)멜파스,96640,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1884,(주)모나리자,12690,Dec-11,31709,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
1893,(주)모나미,5360,Dec-11,74604,  도매 및 상품 중개업,,,,,,,,,
1902,(주)모다이노칩,80420,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1911,(주)모두투어네트워크,80160,Dec-11,147502,  사업지원 서비스업,,,,,,,,,
1920,(주)모바일리더,100030,Dec-11,105802,  출판업,,,,,,,,,
1929,(주)모베이스,101330,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1938,(주)모베이스전자,12860,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
1947,(주)모비스,250060,Dec-16,117201,  기타금융업,,,,,,,,,
1951,(주)모아텍,33200,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
1959,(주)모토닉,9680,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
1968,(주)모헨즈,6920,Dec-11,32303,  비금속 광물제품 제조업,,,,,,,,,
1977,(주)무학,33920,Dec-11,31101,  음료 제조업,,,,,,,,,
1986,(주)미래생명자원,218150,Dec-15,117201,  기타금융업,,,,,,,,,
1991,(주)미래아이앤지,7120,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2000,(주)미래컴퍼니,49950,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
2009,(주)미코,59090,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2018,(주)미투온,201490,Dec-16,105802,  출판업,,,,,,,,,
2022,(주)바른손,18700,Mar-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
2031,(주)바른손이앤에이,35620,Dec-11,105802,  출판업,,,,,,,,,
2040,(주)바른전자,64520,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2049,(주)바이넥스,53030,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
2058,(주)바이오니아,64550,Dec-11,32103,  의료용 물질 및 의약품 제조업,,,,,,,,,
2067,(주)바이오로그디바이스,208710,Dec-14,117201,  기타금융업,,,,,,,,,
2073,(주)바이오솔루션,86820,Dec-18,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
2075,(주)바이오스마트,38460,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2084,(주)바이오톡스텍,86040,Dec-11,137001,  연구개발업,,,,,,,,,
2093,(주)바텍,43150,Dec-11,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
2102,(주)방림,3610,Sep-11,31302,  섬유제품 제조업; 의복제외,,,,,,,,,
2111,(주)배럴,267790,Dec-18,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
2113,(주)백금티앤에이,46310,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
2122,(주)백산,35150,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
2131,(주)버킷스튜디오,66410,Dec-11,105901,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,
2140,(주)베노홀딩스,206400,Dec-14,117201,  기타금융업,,,,,,,,,
2146,(주)베셀,177350,Dec-15,32902,  기타 기계 및 장비 제조업,,,,,,,,,
2151,(주)베스파,299910,Dec-18,105802,  출판업,,,,,,,,,
2153,(주)벽산,7210,Dec-11,32309,  비금속 광물제품 제조업,,,,,,,,,
2162,(주)보광산업,225530,Dec-15,20701,  비금속광물 광업; 연료용 제외,,,,,,,,,
2167,(주)보라티알,250000,Dec-17,74603,  도매 및 상품 중개업,,,,,,,,,
2170,(주)보락,2760,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
2179,(주)보령,3850,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
2188,(주)본느,226340,Dec-15,117201,  기타금융업,,,,,,,,,
2193,(주)부-스타,8470,Dec-11,32501,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
2202,(주)부방,14470,Dec-11,74701,  소매업; 자동차 제외,,,,,,,,,
2211,(주)뷰웍스,100120,Dec-11,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
2220,(주)브리지텍,64480,Dec-11,105802,  출판업,,,,,,,,,
2229,(주)브이원텍,251630,Dec-17,32902,  기타 기계 및 장비 제조업,,,,,,,,,
2232,(주)브이티지엠피,18290,Dec-11,32603,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2241,(주)블루베리엔에프티,44480,Dec-11,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
2250,(주)블루콤,33560,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2259,(주)비덴트,121800,Jun-12,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2267,(주)비보존헬스케어,82800,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2276,(주)비비안,2070,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
2285,(주)비상교육,100220,Dec-11,105801,  출판업,,,,,,,,,
2294,(주)비씨월드제약,200780,Dec-14,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
2300,(주)비아트론,141000,Dec-12,32902,  기타 기계 및 장비 제조업,,,,,,,,,
2308,(주)비에이치,90460,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2317,(주)비엔지티,32790,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2326,(주)비엘,142760,Dec-16,137001,  연구개발업,,,,,,,,,
2330,(주)비엘팜텍,65170,Dec-11,74603,  도매 및 상품 중개업,,,,,,,,,
2339,(주)비엠티,86670,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
2348,(주)비올,335890,Dec-19,117201,  기타금융업,,,,,,,,,
2349,(주)비와이씨,1460,Dec-11,31303,  섬유제품 제조업; 의복제외,,,,,,,,,
2358,(주)비즈니스온커뮤니케이션,138580,Dec-17,105802,  출판업,,,,,,,,,
2361,(주)비지에프,27410,Dec-14,74701,  소매업; 자동차 제외,,,,,,,,,
2367,(주)비지에프리테일,282330,Dec-17,74701,  소매업; 자동차 제외,,,,,,,,,
2370,(주)비츠로셀,82920,Mar-11,32802,  전기장비 제조업,,,,,,,,,
2379,(주)비츠로시스,54220,Mar-11,32801,  전기장비 제조업,,,,,,,,,
2388,(주)비츠로테크,42370,Mar-11,32801,  전기장비 제조업,,,,,,,,,
2397,(주)비케이홀딩스,50090,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2406,(주)비투엔,307870,Dec-18,117201,  기타금융업,,,,,,,,,
2408,(주)비트컴퓨터,32850,Dec-11,105802,  출판업,,,,,,,,,
2417,(주)비피도,238200,Dec-18,31007,  식료품 제조업,,,,,,,,,
2419,(주)빅솔론,93190,Dec-11,32603,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2428,(주)빅텍,65450,Dec-11,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
2437,(주)빙그레,5180,Dec-11,31005,  식료품 제조업,,,,,,,,,
2446,(주)사람인에이치알,143240,Dec-12,106301,  정보서비스업,,,,,,,,,
2454,(주)사조대림,3960,Dec-11,31002,  식료품 제조업,,,,,,,,,
2463,(주)사조오양,6090,Dec-11,10301,  어업,,,,,,,,,
2472,(주)삼기,122350,Dec-11,117201,  기타금융업,,,,,,,,,
2481,(주)삼보판지,23600,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
2490,(주)삼성출판사,68290,Dec-11,105801,  출판업,,,,,,,,,
2499,(주)삼양사,145990,Dec-11,31007,  식료품 제조업,,,,,,,,,
2508,(주)삼양옵틱스,225190,Dec-17,32703,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
2511,(주)삼양패키징,272550,Dec-17,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
2514,(주)삼양홀딩스,70,Dec-11,137105,  전문 서비스업,,,,,,,,,
2523,(주)삼에스코리아,60310,Mar-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
2532,(주)삼원강재,23000,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
2541,(주)삼익악기,2450,Dec-11,33302,  기타 제품 제조업,,,,,,,,,
2550,(주)삼일,32280,Dec-11,84902,  육상운송 및 파이프라인 운송업,,,,,,,,,
2559,(주)삼일기업공사,2290,Dec-11,64101,  종합 건설업,,,,,,,,,
2568,(주)삼일씨엔에스,4440,Dec-16,32303,  비금속 광물제품 제조업,,,,,,,,,
2572,(주)삼진,32750,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2581,(주)삼진엘앤디,54090,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
2590,(주)삼천리,4690,Dec-11,43502,"  전기, 가스, 증기 및 공기조절 공급업",,,,,,,,,
2599,(주)삼표시멘트,38500,Dec-11,20502,"  석탄, 원유 및 천연가스 광업",,,,,,,,,
