,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),자본율(연결),자본율
(주)글로벌스탠다드테크놀로지,83450,14-Dec,"63,318","45,624","69,972","50,846",,
(주)글로벌스탠다드테크놀로지,83450,15-Dec,"60,771","49,668","69,692","56,676",,
(주)글로벌스탠다드테크놀로지,83450,16-Dec,"78,441","53,104","89,406","60,780",,
(주)글로벌스탠다드테크놀로지,83450,17-Dec,"88,966","67,278","102,401","78,276",,
(주)글로벌스탠다드테크놀로지,83450,18-Dec,"87,524","72,641","105,027","85,808",,
(주)글로벌스탠다드테크놀로지,83450,19-Dec,"120,984","90,403","136,752","103,311",,
(주)금비,8870,10-Sep,"94,514","78,566",,,,
(주)금비,8870,11-Sep,"134,828","76,632","215,119","127,461",,
(주)금비,8870,12-Sep,"131,455","76,287","215,481","127,570",,
(주)금비,8870,13-Sep,"131,904","75,961","209,837","127,930",,
(주)금비,8870,14-Sep,"138,059","73,951","220,865","130,427",,
(주)금비,8870,15-Sep,"142,267","75,497","231,838","138,921",,
(주)금비,8870,16-Sep,"155,345","80,284","250,605","146,679",,
(주)금비,8870,17-Sep,"148,196","80,937","247,008","150,023",,
(주)금비,8870,18-Sep,"149,863","83,536","252,892","156,252",,
(주)금비,8870,19-Sep,"151,413","84,603","260,180","163,544",,
(주)금양,1570,10-Dec,"104,995","42,072","109,120","41,251",,
(주)금양,1570,11-Dec,"124,086","43,024","130,818","45,176",,
(주)금양,1570,12-Dec,"127,197","45,262","127,557","45,543",,
(주)금양,1570,13-Dec,"142,485","45,423","147,115","45,554",,
(주)금양,1570,14-Dec,"145,136","46,482","160,245","44,490",,
(주)금양,1570,15-Dec,"157,468","46,703","165,406","57,954",,
(주)금양,1570,16-Dec,"174,954","22,239","178,902","34,481",,
(주)금양,1570,17-Dec,"167,121","31,252","196,084","57,595",,
(주)금양,1570,18-Dec,"155,507","49,188","204,777","79,456",,
(주)금양,1570,19-Dec,"171,932","35,005","224,223","68,287",,
(주)금호에이치티,214330,10-Dec,,,,,,
(주)금호에이치티,214330,11-Dec,,,,,,
(주)금호에이치티,214330,12-Dec,,,,,,
(주)금호에이치티,214330,13-Dec,"87,560","47,598","90,564","47,631",,
(주)금호에이치티,214330,14-Dec,"102,363","62,006","110,806","63,009",,
(주)금호에이치티,214330,15-Dec,"109,367","82,117","123,876","81,388",,
(주)금호에이치티,214330,16-Dec,"151,787","92,714","156,607","86,282",,
(주)금호에이치티,214330,17-Dec,"146,407","97,561","150,164","90,754",,
(주)금호에이치티,214330,18-Dec,"230,269","131,065","238,380","124,852",,
(주)금호에이치티,214330,19-Dec,"314,666","180,770","322,078","172,631",,
(주)금화피에스시,36190,10-Dec,"82,509","65,091",,,,
(주)금화피에스시,36190,11-Dec,"94,174","76,345",,,,
(주)금화피에스시,36190,12-Dec,"105,483","92,305",,,,
(주)금화피에스시,36190,13-Dec,"135,181","113,201","142,932","117,617",,
(주)금화피에스시,36190,14-Dec,"146,361","126,878","158,058","133,526",,
(주)금화피에스시,36190,15-Dec,"175,086","142,257","189,002","149,051",,
(주)금화피에스시,36190,16-Dec,"197,558","159,990","215,036","168,710",,
(주)금화피에스시,36190,17-Dec,"216,252","176,304","231,639","184,227",,
(주)금화피에스시,36190,18-Dec,"242,311","211,366","262,516","220,727",,
(주)금화피에스시,36190,19-Dec,"255,149","227,743","281,693","239,410",,
(주)기가레인,49080,10-Dec,,,,,,
(주)기가레인,49080,13-Dec,"122,926","62,597","122,524","62,386",,
(주)기가레인,49080,14-Dec,"133,238","77,079","131,924","75,572",,
(주)기가레인,49080,15-Dec,"148,551","65,462","151,758","65,745",,
(주)기가레인,49080,16-Dec,"152,640","57,063","155,732","57,597",,
(주)기가레인,49080,17-Dec,"179,756","89,024","181,628","88,669",,
(주)기가레인,49080,18-Dec,"176,296","66,878","179,114","68,560",,
(주)기가레인,49080,19-Dec,"115,539","27,888","117,798","28,065",,
(주)기산텔레콤,35460,10-Dec,"68,839","40,802","96,783","45,552",,
(주)기산텔레콤,35460,11-Dec,"59,417","32,479","86,259","33,889",,
(주)기산텔레콤,35460,12-Dec,"46,588","33,918","73,235","31,517",,
(주)기산텔레콤,35460,13-Dec,"57,255","36,088","78,811","36,517",,
(주)기산텔레콤,35460,14-Dec,"54,284","36,430","78,053","38,507",,
(주)기산텔레콤,35460,15-Dec,"53,901","38,723","76,013","42,259",,
(주)기산텔레콤,35460,16-Dec,"47,117","37,420","74,210","39,871",,
(주)기산텔레콤,35460,17-Dec,"44,554","35,438","70,137","34,992",,
(주)기산텔레콤,35460,18-Dec,"34,219","29,246","56,180","31,641",,
(주)기산텔레콤,35460,19-Dec,"40,026","31,380","66,790","34,691",,
(주)까뮤이앤씨,13700,10-Dec,"353,999","163,289",,,,
(주)까뮤이앤씨,13700,11-Dec,"248,885","46,083",,,,
(주)까뮤이앤씨,13700,12-Dec,"203,481","40,763",,,,
(주)까뮤이앤씨,13700,13-Dec,"167,635","33,716",,,,
(주)까뮤이앤씨,13700,14-Dec,"129,648","35,697",,,,
(주)까뮤이앤씨,13700,15-Dec,"129,465","45,786",,,,
(주)까뮤이앤씨,13700,16-Dec,"142,978","51,113",,,,
(주)까뮤이앤씨,13700,17-Dec,"139,938","59,106",,,,
(주)까뮤이앤씨,13700,18-Dec,"142,240","59,563",,,,
(주)까뮤이앤씨,13700,19-Dec,"168,876","70,932",,,,
(주)까스텔바작,308100,16-Dec,"63,047","45,816","63,784","45,602",,
(주)까스텔바작,308100,17-Dec,"64,179","52,224","64,904","51,911",,
(주)까스텔바작,308100,18-Dec,"78,840","63,195","79,267","62,787",,
(주)까스텔바작,308100,19-Dec,"88,614","77,313","89,005","76,678",,
(주)나노,187790,14-Dec,,,,,,
(주)나노,187790,15-Dec,"72,593","31,847","99,496","42,660",,
(주)나노,187790,16-Dec,"57,351","27,068","83,441","34,319",,
(주)나노,187790,17-Dec,"59,150","37,017","91,575","44,902",,
(주)나노,187790,18-Dec,"66,624","44,484","108,261","59,465",,
(주)나노,187790,19-Dec,"73,016","47,993","116,141","62,022",,
(주)나노브릭,286750,15-Dec,,,,,,
(주)나노브릭,286750,16-Dec,,,,,,
(주)나노브릭,286750,17-Dec,"17,993",411,"18,335",734,,
(주)나노브릭,286750,18-Dec,"18,090","1,524","18,088","1,524",,
(주)나노브릭,286750,19-Dec,"24,552","14,150","24,552","14,150",,
(주)나노신소재,121600,10-Dec,"49,752","25,919","49,752","25,919",,
(주)나노신소재,121600,11-Dec,"73,039","58,179","73,056","58,194",,
(주)나노신소재,121600,12-Dec,"68,451","56,697","68,352","56,593",,
(주)나노신소재,121600,13-Dec,"67,591","57,933","67,524","57,861",,
(주)나노신소재,121600,14-Dec,"71,673","61,577","71,679","61,578",,
(주)나노신소재,121600,15-Dec,"82,686","73,932","83,449","73,885",,
(주)나노신소재,121600,16-Dec,"84,289","77,643","84,239","77,589",,
(주)나노신소재,121600,17-Dec,"89,014","82,968","88,964","82,913",,
(주)나노신소재,121600,18-Dec,"98,057","88,803","98,480","88,855",,
(주)나노신소재,121600,19-Dec,"101,777","93,775","101,894","93,788",,
(주)나노엔텍,39860,10-Dec,"36,391","28,685","37,497","28,455",,
(주)나노엔텍,39860,11-Dec,"50,081","29,212","49,649","28,748",,
(주)나노엔텍,39860,12-Dec,"44,444","22,983","44,437","22,977",,
(주)나노엔텍,39860,13-Dec,"46,319","25,096","44,804","23,578",,
(주)나노엔텍,39860,14-Dec,"46,186","38,431","43,261","35,502",,
(주)나노엔텍,39860,15-Dec,"58,551","49,032","52,687","38,408",,
(주)나노엔텍,39860,16-Dec,"47,793","27,670","45,708","25,577",,
(주)나노엔텍,39860,17-Dec,"45,401","26,788","42,370","23,731",,
(주)나노엔텍,39860,18-Dec,"45,657","38,716","42,162","35,150",,
(주)나노엔텍,39860,19-Dec,"50,555","45,112","46,639","41,026",,
(주)나래나노텍,137080,10-Dec,,,,,,
(주)나래나노텍,137080,11-Dec,,,,,,
(주)나래나노텍,137080,12-Dec,,,,,,
(주)나래나노텍,137080,13-Dec,,,,,,
(주)나래나노텍,137080,14-Dec,,,,,,
(주)나래나노텍,137080,15-Dec,,,,,,
(주)나래나노텍,137080,16-Dec,,,,,,
(주)나래나노텍,137080,17-Dec,"133,667","51,612",,,,
(주)나래나노텍,137080,18-Dec,"119,651","55,300",,,,
(주)나래나노텍,137080,19-Dec,"122,982","44,380",,,,
(주)나무가,190510,10-Dec,,,,,,
(주)나무가,190510,11-Dec,,,,,,
(주)나무가,190510,12-Dec,"42,172","1,085","64,134","1,803",,
(주)나무가,190510,13-Dec,"66,886","14,066","91,254","16,750",,
(주)나무가,190510,14-Dec,"99,494","19,842","135,552","19,369",,
(주)나무가,190510,15-Dec,"147,631","59,686","203,858","60,274",,
(주)나무가,190510,16-Dec,"114,797","71,264","195,912","71,711",,
(주)나무가,190510,17-Dec,"73,845","28,107","142,414","30,590",,
(주)나무가,190510,18-Dec,"78,001","38,512","118,768","35,422",,
(주)나무가,190510,19-Dec,"157,114","49,647","194,519","44,269",,
(주)나스미디어,89600,10-Dec,"77,919","19,140",,,,
(주)나스미디어,89600,11-Dec,"92,384","38,640",,,,
(주)나스미디어,89600,12-Dec,"90,675","43,622",,,,
(주)나스미디어,89600,13-Dec,"97,140","56,196",,,,
(주)나스미디어,89600,14-Dec,"97,502","62,569",,,,
(주)나스미디어,89600,15-Dec,"141,733","69,531",,,,
(주)나스미디어,89600,16-Dec,"192,275","98,228","263,925","104,423",,
(주)나스미디어,89600,17-Dec,"239,540","115,840","315,967","127,770",,
(주)나스미디어,89600,18-Dec,"229,197","124,908","303,112","141,949",,
(주)나스미디어,89600,19-Dec,"279,587","132,551","356,236","153,131",,
(주)나이벡,138610,10-Dec,"12,911","1,827",,,,
(주)나이벡,138610,11-Dec,"17,401","10,302",,,,
(주)나이벡,138610,12-Dec,"16,460","8,857",,,,
(주)나이벡,138610,13-Dec,"17,055","5,823",,,,
(주)나이벡,138610,14-Dec,"14,148","5,079",,,,
(주)나이벡,138610,15-Dec,"19,429","10,818",,,,
(주)나이벡,138610,16-Dec,"22,970","9,841",,,,
(주)나이벡,138610,17-Dec,"25,750","12,362",,,,
(주)나이벡,138610,18-Dec,"22,318","10,576",,,,
(주)나이벡,138610,19-Dec,"35,735","27,404",,,,
(주)나이스디앤비,130580,10-Dec,"14,170","10,280",,,,
(주)나이스디앤비,130580,11-Dec,"22,642","18,442",,,,
(주)나이스디앤비,130580,12-Dec,"24,791","20,521",,,,
(주)나이스디앤비,130580,13-Dec,"27,132","22,821",,,,
(주)나이스디앤비,130580,14-Dec,"31,070","25,404",,,,
(주)나이스디앤비,130580,15-Dec,"34,807","28,573","37,169","29,892",,
(주)나이스디앤비,130580,16-Dec,"37,344","32,232","40,466","33,731",,
(주)나이스디앤비,130580,17-Dec,"43,008","35,612","46,928","38,536",,
(주)나이스디앤비,130580,18-Dec,"51,102","40,955","56,660","45,200",,
(주)나이스디앤비,130580,19-Dec,"60,523","46,837","78,676","60,090",,
(주)나이스홀딩스,34310,10-Dec,"347,031","256,005","416,202","302,477",,
(주)나이스홀딩스,34310,11-Dec,"329,687","257,761","427,574","322,297",,
(주)나이스홀딩스,34310,12-Dec,"326,573","316,297","496,054","394,675",,
(주)나이스홀딩스,34310,13-Dec,"340,425","320,113","865,450","570,818",,
(주)나이스홀딩스,34310,14-Dec,"374,467","324,733","1,191,005","667,096",,
(주)나이스홀딩스,34310,15-Dec,"379,919","310,981","1,242,454","695,351",,
(주)나이스홀딩스,34310,16-Dec,"388,557","325,079","1,408,253","773,235",,
(주)나이스홀딩스,34310,17-Dec,"384,844","325,610","1,742,367","877,936",,
(주)나이스홀딩스,34310,18-Dec,"423,390","336,350","2,172,978","1,040,008",,
(주)나이스홀딩스,34310,19-Dec,"438,147","334,729","2,564,827","1,223,621",,
(주)나인테크,267320,17-Dec,,,,,,
(주)나인테크,267320,18-Dec,,,,,,
(주)나인테크,267320,19-Dec,,,,,,
(주)남선알미늄,8350,10-Dec,"205,272","38,532","210,642","43,124",,
(주)남선알미늄,8350,11-Dec,"224,293","43,707","259,575","74,234",,
(주)남선알미늄,8350,12-Dec,"236,720","61,333",,,,
(주)남선알미늄,8350,13-Dec,"237,577","70,828",,,,
(주)남선알미늄,8350,14-Dec,"240,322","87,468",,,,
(주)남선알미늄,8350,15-Dec,"286,102","103,068",,,,
(주)남선알미늄,8350,16-Dec,"283,414","122,569",,,,
(주)남선알미늄,8350,17-Dec,"284,649","147,810",,,,
(주)남선알미늄,8350,18-Dec,"294,950","168,875","303,023","168,720",,
(주)남선알미늄,8350,19-Dec,"292,560","176,357","295,530","179,100",,
(주)남성,4270,10-Dec,"184,683","85,593","223,930","92,236",,
(주)남성,4270,11-Dec,"185,361","80,449","222,934","86,424",,
(주)남성,4270,12-Dec,"189,441","81,342","221,415","79,934",,
(주)남성,4270,13-Dec,"170,466","81,514","200,079","78,185",,
(주)남성,4270,14-Dec,"170,615","80,189","195,515","72,642",,
(주)남성,4270,15-Dec,"176,973","82,206","201,741","70,994",,
(주)남성,4270,16-Dec,"169,336","74,053","204,535","73,386",,
(주)남성,4270,17-Dec,"170,017","87,590","203,436","87,393",,
(주)남성,4270,18-Dec,"168,663","83,103","205,084","82,768",,
(주)남성,4270,19-Dec,"168,352","86,166","204,792","85,924",,
(주)내츄럴엔도텍,168330,12-Dec,"15,856","8,951",,,,
(주)내츄럴엔도텍,168330,13-Dec,"68,290","50,780",,,,
(주)내츄럴엔도텍,168330,14-Dec,"88,718","71,648",,,,
(주)내츄럴엔도텍,168330,15-Dec,"68,049","49,082","69,433","50,463",,
(주)내츄럴엔도텍,168330,16-Dec,"84,785","46,209","85,875","47,297",,
(주)내츄럴엔도텍,168330,17-Dec,"76,004","45,761","85,683","54,719",,
(주)내츄럴엔도텍,168330,18-Dec,"58,377","34,261","61,166","36,487",,
(주)내츄럴엔도텍,168330,19-Dec,"46,385","18,939","48,784","20,483",,
(주)네오리진,94860,10-Dec,"26,929","21,202","33,848","22,696",,
(주)네오리진,94860,11-Dec,"38,212","23,489","50,507","30,439",,
(주)네오리진,94860,12-Dec,"43,333","26,663",,,,
(주)네오리진,94860,13-Dec,"41,590","22,429",,,,
(주)네오리진,94860,14-Dec,"30,255","11,993",,,,
(주)네오리진,94860,15-Dec,"15,421","10,970",,,,
(주)네오리진,94860,16-Dec,"15,596","11,810",,,,
(주)네오리진,94860,17-Dec,"17,731","14,602","17,684","14,546",,
(주)네오리진,94860,18-Dec,"14,692","11,790",,,,
(주)네오리진,94860,19-Dec,"14,067","10,818",,,,
(주)네오셈,253590,16-Dec,,,,,,
(주)네오셈,253590,17-Dec,,,,,,
(주)네오셈,253590,18-Dec,,,,,,
(주)네오셈,253590,19-Dec,"61,105","37,019","64,170","37,494",,
(주)네오오토,212560,10-Dec,,,,,,
(주)네오오토,212560,11-Dec,,,,,,
(주)네오오토,212560,12-Dec,,,,,,
(주)네오오토,212560,13-Dec,"95,448","34,251",,,,
(주)네오오토,212560,14-Dec,"90,933","42,172",,,,
(주)네오오토,212560,15-Dec,"120,456","61,349",,,,
(주)네오오토,212560,16-Dec,"134,857","69,048",,,,
(주)네오오토,212560,17-Dec,"137,107","72,510",,,,
(주)네오오토,212560,18-Dec,"142,508","77,540",,,,
(주)네오오토,212560,19-Dec,"141,061","79,358",,,,
(주)네오위즈,95660,10-Dec,"427,577","236,053","433,550","236,878",,
(주)네오위즈,95660,11-Dec,"591,341","268,512","626,225","272,933",,
(주)네오위즈,95660,12-Dec,"617,355","305,625","625,814","288,492",,
(주)네오위즈,95660,13-Dec,"551,249","360,058","506,849","295,827",,
(주)네오위즈,95660,14-Dec,"461,518","362,211","423,334","284,837",,
(주)네오위즈,95660,15-Dec,"449,105","359,269","374,371","264,288",,
(주)네오위즈,95660,16-Dec,"384,870","355,597","317,439","271,055",,
(주)네오위즈,95660,17-Dec,"358,084","330,102","304,359","264,748",,
(주)네오위즈,95660,18-Dec,"369,637","325,841","366,712","298,840",,
(주)네오위즈,95660,19-Dec,"364,839","324,764","398,002","328,878",,
(주)네오위즈홀딩스,42420,10-Dec,"223,642","217,274","631,258","406,776",,
(주)네오위즈홀딩스,42420,11-Dec,"281,364","242,704","699,857","374,991",,
(주)네오위즈홀딩스,42420,12-Dec,"293,245","265,779","689,645","385,155",,
(주)네오위즈홀딩스,42420,13-Dec,"262,710","262,311","588,519","416,240",,
(주)네오위즈홀딩스,42420,14-Dec,"272,392","272,036","573,965","467,488",,
(주)네오위즈홀딩스,42420,15-Dec,"368,262","347,681","570,888","492,854",,
(주)네오위즈홀딩스,42420,16-Dec,"328,583","325,184","533,358","479,007",,
