,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자산(*)(IFRS)(천원)(연결),자본(*)(IFRS)(천원)(연결),자본율(연결),자본율
2167,(주)앤씨앤,92600,17-Dec,"58,644","52,813","60,379","48,118",79.69,79.69
2168,(주)앤씨앤,92600,18-Dec,"52,427","42,086","54,330","32,832",60.43,60.43
2169,(주)앤씨앤,92600,19-Dec,"78,740","57,310","71,517","41,232",57.65,57.65
2170,(주)어스앤에어로스페이스,263540,17-Dec,"61,475","41,740","61,475","41,740",67.9,67.9
2171,(주)어스앤에어로스페이스,263540,18-Dec,"70,479","39,543","70,479","39,543",56.11,56.11
2172,(주)어스앤에어로스페이스,263540,19-Dec,"41,898","3,019","41,898","3,019",7.21,7.21
2173,(주)에너토크,19990,10-Dec,"25,647","21,899",,,85.39,0
2174,(주)에넥스,11090,10-Dec,"91,133","39,523","95,761","41,332",43.37,220807.81
2175,(주)에스디시스템,121890,10-Dec,"42,530","36,346",,,85.46,0
2176,(주)에스디시스템,121890,11-Dec,"43,541","30,579","43,541","30,579",70.23,70.23
2177,(주)에스디시스템,121890,12-Dec,"41,119","30,555","41,119","30,555",74.31,74.31
2178,(주)에스디시스템,121890,13-Dec,"34,269","25,036","34,269","25,036",73.06,73.06
2179,(주)에스디시스템,121890,14-Dec,"43,012","28,304","43,012","28,304",65.8,65.8
2180,(주)에스디시스템,121890,15-Dec,"42,175","30,300","42,175","30,300",71.84,71.84
2181,(주)에스디시스템,121890,16-Dec,"42,237","23,101","42,237","23,101",54.69,54.69
2182,(주)에스디시스템,121890,17-Dec,"35,094","13,980","35,094","13,980",39.84,39.84
2183,(주)에스디시스템,121890,18-Dec,"34,754","16,754","34,754","16,754",48.21,48.21
2184,(주)에스디시스템,121890,19-Dec,"24,821","6,311","24,821","6,311",25.43,25.43
2185,(주)에스비에스,34120,10-Dec,"689,428","485,092","696,939","502,678",70.36,990511.62
2186,(주)에스비에스콘텐츠허브,46140,10-Dec,"141,635","89,849","140,640","88,850",63.44,221700.26
2187,(주)에스씨디,42110,10-Dec,"79,162","51,080",,,64.53,0
2188,(주)에스아이리소스,65420,10-Dec,"58,497","37,985","52,948","24,703",64.93,81540.06
2189,(주)에스앤더블류,103230,10-Dec,"92,702","54,346",,,58.62,0
2190,(주)에스앤더블류,103230,11-Dec,"95,588","52,024","95,588","52,024",54.43,54.43
2191,(주)에스앤더블류,103230,12-Dec,"85,866","55,064","85,866","55,064",64.13,64.13
2192,(주)에스앤더블류,103230,13-Dec,"77,677","55,362","77,677","55,362",71.27,71.27
2193,(주)에스앤더블류,103230,14-Dec,"76,989","55,150","76,989","55,150",71.63,71.63
2194,(주)에스앤더블류,103230,15-Dec,"72,345","57,344","72,345","57,344",79.26,79.26
2195,(주)에스앤더블류,103230,16-Dec,"70,214","56,255","70,214","56,255",80.12,80.12
2196,(주)에스앤더블류,103230,17-Dec,"64,140","52,441","64,140","52,441",81.76,81.76
2197,(주)에스앤더블류,103230,18-Dec,"57,862","42,223","57,862","42,223",72.97,72.97
2198,(주)에스앤더블류,103230,19-Dec,"55,567","38,951","55,567","38,951",70.1,70.1
2199,(주)에스앤디,260970,10-Dec,,,,,#DIV/0!,#DIV/0!
2200,(주)에스앤에스텍,101490,10-Dec,"86,448","55,904","87,326","56,708",64.67,135037.89
2201,(주)에스앤에스텍,101490,11-Dec,"112,793","62,895","131,193","65,874",50.21,50.21
2202,(주)에스앤에스텍,101490,12-Dec,"113,075","66,999","134,404","62,032",46.15,46.15
2203,(주)에스앤에스텍,101490,13-Dec,"101,034","58,200","128,650","53,400",41.51,41.51
2204,(주)에스앤에스텍,101490,14-Dec,"85,747","48,633","86,299","49,186",56.99,56.99
2205,(주)에스앤에스텍,101490,15-Dec,"96,314","65,581","96,314","65,581",68.09,68.09
2206,(주)에스앤에스텍,101490,16-Dec,"120,974","75,144","120,974","75,144",62.12,62.12
2207,(주)에스앤에스텍,101490,17-Dec,"120,963","78,360","120,963","78,360",64.78,64.78
2208,(주)에스앤에스텍,101490,18-Dec,"123,813","79,668","123,813","79,668",64.35,64.35
2209,(주)에스앤에스텍,101490,19-Dec,"135,575","88,584","135,575","88,584",65.34,65.34
2210,(주)에스에너지,95910,10-Dec,"98,516","64,876","104,023","64,188",65.85,157961.8
2211,(주)에스에너지,95910,11-Dec,"143,040","65,475","152,988","63,654",41.61,41.61
2212,(주)에스에너지,95910,12-Dec,"164,548","76,514","167,822","74,473",44.38,44.38
2213,(주)에스에너지,95910,13-Dec,"162,411","83,983","186,534","81,360",43.62,43.62
2214,(주)에스에너지,95910,14-Dec,"194,020","88,084","223,974","83,232",37.16,37.16
2215,(주)에스에너지,95910,15-Dec,"220,813","88,304","279,521","88,474",31.65,31.65
2216,(주)에스에너지,95910,16-Dec,"280,637","93,596","345,541","93,712",27.12,27.12
2217,(주)에스에너지,95910,17-Dec,"227,790","100,548","301,905","102,025",33.79,33.79
2218,(주)에스에너지,95910,18-Dec,"210,250","110,245","320,447","123,027",38.39,38.39
2219,(주)에스에너지,95910,19-Dec,"207,601","107,948","327,670","118,815",36.26,36.26
2220,(주)에스에이엠티,31330,10-Dec,"172,674","29,706","219,520","33,052",17.2,1276018.19
2221,(주)에스에이티,60540,10-Dec,"45,722","26,685","55,406","28,549",58.36,94932.48
2222,(주)에스에이티,60540,11-Dec,"42,772","24,864","55,048","29,597",53.77,53.77
2223,(주)에스에이티,60540,12-Dec,"42,828","33,215","52,373","37,055",70.75,70.75
2224,(주)에스에이티,60540,13-Dec,"50,033","37,311","49,564","35,596",71.82,71.82
2225,(주)에스에이티,60540,14-Dec,"62,071","47,067","63,590","45,980",72.31,72.31
2226,(주)에스에이티,60540,15-Dec,"63,217","52,067","85,656","54,528",63.66,63.66
2227,(주)에스에이티,60540,16-Dec,"68,109","62,705","93,367","66,476",71.2,71.2
2228,(주)에스에이티,60540,17-Dec,"71,641","65,842","123,941","75,093",60.59,60.59
2229,(주)에스에이티,60540,18-Dec,"75,776","70,411","123,135","81,489",66.18,66.18
2230,(주)에스에이티,60540,19-Dec,"79,829","74,418","135,282","88,836",65.67,65.67
2231,(주)에스에프에이,56190,10-Dec,"514,280","279,874","533,269","278,325",54.42,979903.75
2232,(주)에스에프에이반도체,36540,10-Dec,"353,021","148,567","436,092","156,484",42.08,1036230.35
2233,(주)에스엘바이오닉스,214310,15-Dec,"48,127","33,265","48,661","33,799",69.46,69.46
2234,(주)에스엘바이오닉스,214310,16-Dec,"69,870","30,549","70,811","30,931",43.68,43.68
2235,(주)에스엘바이오닉스,214310,17-Dec,"52,543","16,562","56,425","16,512",29.26,29.26
2236,(주)에스엘바이오닉스,214310,18-Dec,"63,643","31,418","64,474","31,312",48.57,48.57
2237,(주)에스엘바이오닉스,214310,19-Dec,"42,746","27,015","41,920","26,189",62.47,62.47
2238,(주)에스엠라이프디자인그룹,63440,10-Dec,"35,862","25,974",,,72.43,0
2239,(주)에스엠라이프디자인그룹,63440,11-Dec,"37,119","28,254","37,119","28,254",76.12,76.12
2240,(주)에스엠라이프디자인그룹,63440,12-Dec,"30,675","23,195","30,675","23,195",75.62,75.62
2241,(주)에스엠라이프디자인그룹,63440,13-Dec,"37,878","19,420","36,821","17,058",46.33,46.33
2242,(주)에스엠라이프디자인그룹,63440,14-Dec,"24,914","15,160","26,704","15,172",56.82,56.82
2243,(주)에스엠라이프디자인그룹,63440,15-Dec,"22,277","13,306","23,229","13,306",57.28,57.28
2244,(주)에스엠라이프디자인그룹,63440,16-Dec,"43,573","40,309","43,573","40,309",92.51,92.51
2245,(주)에스엠라이프디자인그룹,63440,17-Dec,"44,234","41,507","45,896","41,721",90.9,90.9
2246,(주)에스엠라이프디자인그룹,63440,18-Dec,"55,274","50,147","56,363","50,286",89.22,89.22
2247,(주)에스엠라이프디자인그룹,63440,19-Dec,"53,864","48,853","60,355","48,809",80.87,80.87
2248,(주)에스엠벡셀,10580,10-Dec,"69,041","23,836",,,34.52,0
2249,(주)에스엠벡셀,10580,11-Dec,"66,549","21,352","66,549","21,352",32.08,32.08
2250,(주)에스엠벡셀,10580,12-Dec,"64,101","18,596","64,101","18,596",29.01,29.01
2251,(주)에스엠벡셀,10580,13-Dec,"78,621","17,612","78,621","17,612",22.4,22.4
2252,(주)에스엠벡셀,10580,14-Dec,"72,913","16,136","72,913","16,136",22.13,22.13
2253,(주)에스엠벡셀,10580,15-Dec,"64,289","13,864","64,289","13,864",21.57,21.57
2254,(주)에스엠벡셀,10580,16-Dec,"60,354","17,693","60,354","17,693",29.32,29.32
2255,(주)에스엠벡셀,10580,17-Dec,"53,448","19,637","53,448","19,637",36.74,36.74
2256,(주)에스엠벡셀,10580,18-Dec,"63,716","26,820","63,716","26,820",42.09,42.09
2257,(주)에스엠벡셀,10580,19-Dec,"73,825","19,362","73,825","19,362",26.23,26.23
2258,(주)에스엠엔터테인먼트,41510,10-Dec,"120,029","91,352","120,472","78,876",76.11,158290.28
2259,(주)에스엠컬처앤콘텐츠,48550,10-Dec,"27,069","15,640","29,639","15,913",57.78,51297.83
2260,(주)에스엠컬처앤콘텐츠,48550,11-Dec,"24,092","18,202","28,644","18,015",62.89,62.89
2261,(주)에스엠컬처앤콘텐츠,48550,12-Dec,"50,280","39,959","50,180","37,274",74.28,74.28
2262,(주)에스엠컬처앤콘텐츠,48550,13-Dec,"87,547","56,474","84,175","51,694",61.41,61.41
2263,(주)에스엠컬처앤콘텐츠,48550,14-Dec,"86,602","57,923","84,564","55,452",65.57,65.57
2264,(주)에스엠컬처앤콘텐츠,48550,15-Dec,"87,651","55,755","86,046","54,015",62.77,62.77
2265,(주)에스엠컬처앤콘텐츠,48550,16-Dec,"82,348","56,508","81,197","54,818",67.51,67.51
2266,(주)에스엠컬처앤콘텐츠,48550,17-Dec,"300,770","115,548","300,763","114,916",38.21,38.21
2267,(주)에스엠컬처앤콘텐츠,48550,18-Dec,"314,691","113,004","314,533","112,510",35.77,35.77
2268,(주)에스엠컬처앤콘텐츠,48550,19-Dec,"349,836","116,215","350,710","116,501",33.22,33.22
2269,(주)에스엠코어,7820,10-Dec,"42,929","22,541","43,294","22,999",52.51,82452.78
2270,(주)에스원,12750,10-Dec,"881,499","651,148","931,256","682,255",73.87,1260698.39
2271,(주)에스제이엠,123700,10-Dec,"129,382","78,095","154,263","91,852",60.36,255571.49
2272,(주)에스제이엠홀딩스,25530,10-Dec,"102,263","100,340","227,169","164,667",98.12,231522.66
2273,(주)에스지글로벌,1380,10-Dec,"148,389","105,605","176,774","130,973",71.17,248390.86
2274,(주)에스지글로벌,1380,11-Dec,"159,373","105,664","188,826","130,758",69.25,69.25
2275,(주)에스지글로벌,1380,12-Dec,"161,366","97,284","186,004","119,640",64.32,64.32
2276,(주)에스지글로벌,1380,13-Dec,"170,191","101,990","196,481","123,608",62.91,62.91
2277,(주)에스지글로벌,1380,14-Dec,"172,505","101,455","201,184","124,569",61.92,61.92
2278,(주)에스지글로벌,1380,15-Dec,"170,488","97,674","203,147","118,104",58.14,58.14
2279,(주)에스지글로벌,1380,16-Dec,"177,617","100,860","210,143","117,730",56.02,56.02
2280,(주)에스지글로벌,1380,17-Dec,"169,782","112,287","197,415","124,118",62.87,62.87
2281,(주)에스지글로벌,1380,18-Dec,"168,764","113,893","199,625","127,055",63.65,63.65
2282,(주)에스지글로벌,1380,19-Dec,"177,519","122,013","204,066","130,065",63.74,63.74
2283,(주)에스지세계물산,4060,10-Dec,"303,743","211,002","304,483","208,377",69.47,438311.39
2284,(주)에스지세계물산,4060,11-Dec,"304,817","214,083","305,272","209,453",68.61,68.61
2285,(주)에스지세계물산,4060,12-Dec,"298,366","218,344","291,833","209,985",71.95,71.95
2286,(주)에스지세계물산,4060,13-Dec,"290,365","213,932","285,580","206,588",72.34,72.34
2287,(주)에스지세계물산,4060,14-Dec,"288,872","201,811","289,974","199,267",68.72,68.72
2288,(주)에스지세계물산,4060,15-Dec,"291,470","206,349","291,668","202,378",69.39,69.39
2289,(주)에스지세계물산,4060,16-Dec,"301,416","203,092","302,005","199,844",66.17,66.17
2290,(주)에스지세계물산,4060,17-Dec,"321,750","194,304","324,261","192,844",59.47,59.47
2291,(주)에스지세계물산,4060,18-Dec,"333,291","197,749","334,423","196,887",58.87,58.87
2292,(주)에스지세계물산,4060,19-Dec,"281,900","211,240","287,725","204,883",71.21,71.21
2293,(주)에스지엔지,40610,10-Dec,"88,792","79,259","812,337","447,332",89.26,910042.1
2294,(주)에스지엔지,40610,11-Dec,"93,167","81,408","918,314","475,412",51.77,51.77
2295,(주)에스지엔지,40610,12-Dec,"93,643","85,305","943,500","487,778",51.7,51.7
2296,(주)에스지엔지,40610,13-Dec,"101,316","88,478","993,397","522,565",52.6,52.6
2297,(주)에스지엔지,40610,14-Dec,"116,153","91,635","1,012,835","549,506",54.25,54.25
2298,(주)에스지엔지,40610,15-Dec,"120,343","95,715","1,086,139","575,481",52.98,52.98
2299,(주)에스지엔지,40610,16-Dec,"123,898","97,719","1,279,921","597,797",46.71,46.71
2300,(주)에스지엔지,40610,17-Dec,"130,881","101,920","1,234,295","597,545",48.41,48.41
2301,(주)에스지엔지,40610,18-Dec,"138,319","98,314","1,223,906","611,289",49.95,49.95
2302,(주)에스지엔지,40610,19-Dec,"145,845","98,373","1,121,522","624,308",55.67,55.67
2303,(주)에스코넥,96630,10-Dec,"94,696","23,501","95,254","17,199",24.82,383820.81
2304,(주)에스텍파마,41910,10-Dec,"66,537","40,056",,,60.2,0
2305,(주)에스텍파마,41910,11-Dec,"77,683","49,670","77,683","49,670",63.94,63.94
2306,(주)에스텍파마,41910,12-Dec,"103,883","60,695","103,883","60,695",58.43,58.43
2307,(주)에스텍파마,41910,13-Dec,"104,216","67,959","104,370","67,959",65.11,65.11
2308,(주)에스텍파마,41910,14-Dec,"114,551","75,988","114,555","75,988",66.33,66.33
2309,(주)에스텍파마,41910,15-Dec,"91,466","72,257","91,364","72,127",78.94,78.94
2310,(주)에스텍파마,41910,16-Dec,"97,447","77,254","97,473","77,424",79.43,79.43
2311,(주)에스텍파마,41910,17-Dec,"96,827","83,724","96,851","83,863",86.59,86.59
2312,(주)에스텍파마,41910,18-Dec,"98,259","89,108","98,345","89,251",90.75,90.75
2313,(주)에스텍파마,41910,19-Dec,"115,961","102,438","116,426","102,720",88.23,88.23
2314,(주)에스티아이,39440,10-Dec,"44,596","14,568","45,477","15,600",32.67,139215.56
2315,(주)에스티오,98660,10-Dec,"62,930","29,462","68,417","30,476",46.82,146136.78
2316,(주)에스티오,98660,11-Dec,"82,098","33,361","84,666","32,605",38.51,38.51
2317,(주)에스티오,98660,12-Dec,"79,030","36,336","79,454","33,601",42.29,42.29
2318,(주)에스티오,98660,13-Dec,"81,157","35,199","76,320","28,291",37.07,37.07
2319,(주)에스티오,98660,14-Dec,"77,568","26,979","78,253","26,878",34.35,34.35
2320,(주)에스티오,98660,15-Dec,"75,409","31,136","76,038","31,136",40.95,40.95
2321,(주)에스티오,98660,16-Dec,"74,537","33,858","75,460","33,858",44.87,44.87
2322,(주)에스티오,98660,17-Dec,"69,461","33,661","70,331","33,661",47.86,47.86
2323,(주)에스티오,98660,18-Dec,"68,042","32,980","68,589","32,980",48.08,48.08
2324,(주)에스티오,98660,19-Dec,"67,484","35,125","68,169","35,125",51.53,51.53
2325,(주)에스티큐브,52020,10-Dec,"16,974","12,956","15,742","11,736",76.33,20624.01
2326,(주)에스티큐브,52020,11-Dec,"16,176","11,196","15,414","9,972",64.69,64.69
2327,(주)에스티큐브,52020,12-Dec,"16,691","11,861","13,711","8,787",64.09,64.09
2328,(주)에스티큐브,52020,13-Dec,"27,951","11,354","27,553","10,923",39.64,39.64
2329,(주)에스티큐브,52020,14-Dec,"31,428","21,760","31,166","21,461",68.86,68.86
2330,(주)에스티큐브,52020,15-Dec,"24,259","21,824","23,365","20,912",89.5,89.5
2331,(주)에스티큐브,52020,16-Dec,"43,251","31,238","40,775","29,239",71.71,71.71
2332,(주)에스티큐브,52020,17-Dec,"35,677","28,364","26,457","19,121",72.27,72.27
2333,(주)에스티큐브,52020,18-Dec,"69,525","49,381","58,615","38,702",66.03,66.03
2334,(주)에스티큐브,52020,19-Dec,"56,802","34,110","52,378","28,816",55.02,55.02
2335,(주)에스폴리텍,50760,10-Dec,"95,722","34,850","98,365","42,850",36.41,270177.75
2336,(주)에스폴리텍,50760,11-Dec,"104,196","40,615","106,870","49,544",46.36,46.36
2337,(주)에스폴리텍,50760,12-Dec,"96,469","44,849","109,663","50,814",46.34,46.34
2338,(주)에스폴리텍,50760,13-Dec,"97,971","46,359","104,508","51,295",49.08,49.08
2339,(주)에스폴리텍,50760,14-Dec,"95,770","46,642","99,899","47,195",47.24,47.24
2340,(주)에스폴리텍,50760,15-Dec,"102,116","48,501","98,859","45,942",46.47,46.47
2341,(주)에스폴리텍,50760,16-Dec,"104,297","48,597","105,714","48,966",46.32,46.32
2342,(주)에스폴리텍,50760,17-Dec,"108,597","45,235","108,019","45,158",41.81,41.81
2343,(주)에스폴리텍,50760,18-Dec,"103,584","46,983","103,386","46,337",44.82,44.82
2344,(주)에스폴리텍,50760,19-Dec,"112,049","59,209","109,458","56,330",51.46,51.46
2345,(주)에스피시스템스,317830,10-Dec,,,,,#DIV/0!,#DIV/0!
2346,(주)에스피씨삼립,5610,10-Dec,"230,229","158,588","229,613","157,667",68.88,333339.04
2347,(주)에스피지,58610,10-Dec,"114,303","62,103","115,143","61,767",54.33,211925.19
2348,(주)에쎈테크,43340,10-Dec,"103,026","36,160",,,35.1,0
2349,(주)에쎈테크,43340,11-Dec,"95,346","27,164","95,346","27,164",28.49,28.49
2350,(주)에쎈테크,43340,12-Dec,"64,694","19,441","64,694","19,441",30.05,30.05
2351,(주)에쎈테크,43340,13-Dec,"64,977","20,670","64,977","20,670",31.81,31.81
2352,(주)에쎈테크,43340,14-Dec,"62,482","22,080","62,482","22,080",35.34,35.34
2353,(주)에쎈테크,43340,15-Dec,"66,960","26,202","66,960","26,202",39.13,39.13
2354,(주)에쎈테크,43340,16-Dec,"69,610","28,006","69,610","28,006",40.23,40.23
2355,(주)에쎈테크,43340,17-Dec,"54,088","28,626","54,088","28,626",52.92,52.92
2356,(주)에쎈테크,43340,18-Dec,"47,967","30,053","47,967","30,053",62.65,62.65
2357,(주)에쎈테크,43340,19-Dec,"42,895","27,748","42,895","27,748",64.69,64.69
2358,(주)에이디칩스,54630,10-Dec,"13,802","11,178","20,884","15,891",80.99,25786.45
2359,(주)에이디칩스,54630,11-Dec,"16,149","11,630","22,927","16,607",72.43,72.43
2360,(주)에이디칩스,54630,12-Dec,"14,840","9,283","21,174","13,767",65.02,65.02
2361,(주)에이디칩스,54630,13-Dec,"14,060","6,959","17,178","9,480",55.19,55.19
2362,(주)에이디칩스,54630,14-Dec,"11,195","3,766","13,035","5,986",45.92,45.92
2363,(주)에이디칩스,54630,15-Dec,"9,435","5,939","9,437","5,852",62.01,62.01
2364,(주)에이디칩스,54630,16-Dec,"18,010","9,759","18,010","9,759",54.19,54.19
2365,(주)에이디칩스,54630,17-Dec,"38,948","32,338","38,948","32,338",83.03,83.03
2366,(주)에이디칩스,54630,18-Dec,"42,228","25,465","42,228","25,465",60.3,60.3
2367,(주)에이디칩스,54630,19-Dec,"42,769","30,047","42,769","30,047",70.25,70.25
2368,(주)에이디테크놀로지,200710,10-Dec,,,,,#DIV/0!,#DIV/0!
2369,(주)에이디테크놀로지,200710,14-Dec,"47,255","37,082","47,412","37,116",78.28,78.28
2370,(주)에이디테크놀로지,200710,15-Dec,"45,512","37,913","45,723","37,948",83,83
2371,(주)에이디테크놀로지,200710,16-Dec,"48,034","34,513","48,093","34,513",71.76,71.76
2372,(주)에이디테크놀로지,200710,17-Dec,"49,063","38,582","49,063","38,582",78.64,78.64
2373,(주)에이디테크놀로지,200710,18-Dec,"76,828","48,837","76,845","48,854",63.57,63.57
2374,(주)에이디테크놀로지,200710,19-Dec,"110,878","56,442","110,162","55,725",50.58,50.58
2375,(주)에이루트,96690,10-Dec,"32,747","27,546",,,84.12,0
2376,(주)에이루트,96690,11-Dec,"34,220","29,900","34,220","29,900",87.38,87.38
2377,(주)에이루트,96690,12-Dec,"36,400","33,140","36,815","32,275",87.67,87.67
2378,(주)에이루트,96690,13-Dec,"41,048","36,685","40,810","35,495",86.98,86.98
2379,(주)에이루트,96690,14-Dec,"40,625","38,648","40,625","38,648",95.13,95.13
2380,(주)에이루트,96690,15-Dec,"44,656","40,631","44,656","40,631",90.99,90.99
2381,(주)에이루트,96690,16-Dec,"106,133","78,112","130,429","72,164",55.33,55.33
