,회사명,회계년도,거래소코드,매출원가율
7166,에스넷시스템,12-Dec,38680,0.85 
7167,에스넷시스템,13-Dec,38680,0.86 
7168,에스넷시스템,14-Dec,38680,0.86 
7169,에스넷시스템,15-Dec,38680,0.89 
7170,에스넷시스템,16-Dec,38680,0.89 
7171,에스넷시스템,17-Dec,38680,0.88 
7172,에스넷시스템,18-Dec,38680,0.86 
7173,에스넷시스템,19-Dec,38680,0.87 
7174,에스디엔,11-Dec,99220,0.83 
7175,에스디엔,12-Dec,99220,0.91 
7176,에스디엔,13-Dec,99220,0.69 
7177,에스디엔,14-Dec,99220,0.74 
7178,에스디엔,15-Dec,99220,0.67 
7179,에스디엔,16-Dec,99220,0.68 
7180,에스디엔,17-Dec,99220,0.72 
7181,에스디엔,18-Dec,99220,0.74 
7182,에스디엔,19-Dec,99220,0.73 
7183,에스맥,11-Dec,97780,0.89 
7184,에스맥,12-Dec,97780,0.90 
7185,에스맥,13-Dec,97780,0.88 
7186,에스맥,14-Dec,97780,0.95 
7187,에스맥,15-Dec,97780,1.07 
7188,에스맥,16-Dec,97780,0.96 
7189,에스맥,17-Dec,97780,0.86 
7190,에스맥,18-Dec,97780,0.80 
7191,에스맥,19-Dec,97780,0.84 
7192,에스비더블유생명과학,12-Dec,151910,0.88 
7193,에스비더블유생명과학,13-Dec,151910,0.91 
7194,에스비더블유생명과학,14-Dec,151910,0.90 
7195,에스비더블유생명과학,15-Dec,151910,0.98 
7196,에스비더블유생명과학,16-Dec,151910,1.68 
7197,에스비더블유생명과학,17-Dec,151910,1.31 
7198,에스비더블유생명과학,18-Dec,151910,0.98 
7199,에스비더블유생명과학,19-Dec,151910,1.07 
7200,에스씨아이평가정보,11-Dec,36120,1.00 
7201,에스씨아이평가정보,12-Dec,36120,1.00 
7202,에스씨아이평가정보,13-Dec,36120,1.00 
7203,에스씨아이평가정보,14-Dec,36120,1.00 
7204,에스씨아이평가정보,15-Dec,36120,1.00 
7205,에스씨아이평가정보,16-Dec,36120,0.99 
7206,에스씨아이평가정보,17-Dec,36120,1.00 
7207,에스씨아이평가정보,18-Dec,36120,0.86 
7208,에스씨아이평가정보,19-Dec,36120,0.92 
7209,에스엔유프리시젼,11-Dec,80000,1.00 
7210,에스엔유프리시젼,12-Dec,80000,1.00 
7211,에스엔유프리시젼,13-Dec,80000,1.00 
7212,에스엔유프리시젼,14-Dec,80000,1.00 
7213,에스엔유프리시젼,15-Dec,80000,1.00 
7214,에스엔유프리시젼,16-Dec,80000,1.00 
7215,에스엔유프리시젼,17-Dec,80000,1.00 
7216,에스엔유프리시젼,18-Dec,80000,0.70 
7217,에스엔유프리시젼,19-Dec,80000,0.71 
7218,에스엔케이폴리텍,11-Dec,91340,1.00 
7219,에스엔케이폴리텍,12-Dec,91340,1.00 
7220,에스엔케이폴리텍,13-Dec,91340,0.79 
7221,에스엔케이폴리텍,14-Dec,91340,0.66 
7222,에스엔케이폴리텍,15-Dec,91340,0.63 
7223,에스엔케이폴리텍,16-Dec,91340,0.81 
7224,에스엔케이폴리텍,17-Dec,91340,0.86 
7225,에스엔케이폴리텍,18-Dec,91340,0.83 
7226,에스엔케이폴리텍,19-Dec,91340,0.81 
7227,에스엘,12-Dec,5850,0.88 
7228,에스엘,13-Dec,5850,0.90 
7229,에스엘,14-Dec,5850,0.89 
7230,에스엘,15-Dec,5850,0.87 
7231,에스엘,16-Dec,5850,0.87 
7232,에스엘,17-Dec,5850,0.89 
7233,에스엘,18-Dec,5850,0.92 
7234,에스엘,19-Dec,5850,0.91 
7235,에스와이,15-Dec,109610,0.87 
7236,에스와이,16-Dec,109610,0.88 
7237,에스와이,17-Dec,109610,0.89 
7238,에스와이,18-Dec,109610,0.89 
7239,에스와이,19-Dec,109610,0.92 
7240,에스지씨에너지,11-Dec,5090,1.00 
7241,에스지씨에너지,12-Dec,5090,1.00 
7242,에스지씨에너지,13-Dec,5090,0.87 
7243,에스지씨에너지,14-Dec,5090,0.88 
7244,에스지씨에너지,15-Dec,5090,0.85 
7245,에스지씨에너지,16-Dec,5090,0.88 
7246,에스지씨에너지,17-Dec,5090,0.95 
7247,에스지씨에너지,18-Dec,5090,0.99 
7248,에스지씨에너지,19-Dec,5090,0.89 
7249,에스지씨이테크건설,11-Dec,16250,0.90 
7250,에스지씨이테크건설,12-Dec,16250,0.92 
7251,에스지씨이테크건설,13-Dec,16250,0.93 
7252,에스지씨이테크건설,14-Dec,16250,0.87 
7253,에스지씨이테크건설,15-Dec,16250,0.87 
7254,에스지씨이테크건설,16-Dec,16250,0.88 
7255,에스지씨이테크건설,17-Dec,16250,0.87 
7256,에스지씨이테크건설,18-Dec,16250,0.89 
7257,에스지씨이테크건설,19-Dec,16250,0.92 
7258,에스지에이,11-Dec,49470,0.63 
7259,에스지에이,12-Dec,49470,0.65 
7260,에스지에이,13-Dec,49470,0.68 
7261,에스지에이,14-Dec,49470,0.68 
7262,에스지에이,15-Dec,49470,0.70 
7263,에스지에이,16-Dec,49470,0.79 
7264,에스지에이,17-Dec,49470,0.75 
7265,에스지에이,18-Dec,49470,0.82 
7266,에스지에이,19-Dec,49470,0.80 
7267,에스케이렌터카,12-Dec,68400,0.17 
7268,에스케이렌터카,13-Dec,68400,0.22 
7269,에스케이렌터카,14-Dec,68400,0.28 
7270,에스케이렌터카,15-Dec,68400,0.33 
7271,에스케이렌터카,16-Dec,68400,0.31 
7272,에스케이렌터카,17-Dec,68400,0.23 
7273,에스케이렌터카,18-Dec,68400,0.21 
7274,에스케이렌터카,19-Dec,68400,0.07 
7275,에스케이하이닉스,11-Dec,660,0.84 
7276,에스케이하이닉스,12-Dec,660,0.84 
7277,에스케이하이닉스,13-Dec,660,0.63 
7278,에스케이하이닉스,14-Dec,660,0.55 
7279,에스케이하이닉스,15-Dec,660,0.56 
7280,에스케이하이닉스,16-Dec,660,0.63 
7281,에스케이하이닉스,17-Dec,660,0.42 
7282,에스케이하이닉스,18-Dec,660,0.38 
7283,에스케이하이닉스,19-Dec,660,0.70 
7284,에스트래픽,17-Dec,234300,0.79 
7285,에스트래픽,18-Dec,234300,0.89 
7286,에스트래픽,19-Dec,234300,0.86 
7287,에스티팜,16-Dec,237690,0.54 
7288,에스티팜,17-Dec,237690,0.61 
7289,에스티팜,18-Dec,237690,0.97 
7290,에스티팜,19-Dec,237690,1.02 
7291,에쓰-오일,11-Dec,10950,0.93 
7292,에쓰-오일,12-Dec,10950,0.96 
7293,에쓰-오일,13-Dec,10950,0.97 
7294,에쓰-오일,14-Dec,10950,0.99 
7295,에쓰-오일,15-Dec,10950,0.92 
7296,에쓰-오일,16-Dec,10950,0.86 
7297,에쓰-오일,17-Dec,10950,0.90 
7298,에쓰-오일,18-Dec,10950,0.95 
7299,에쓰-오일,19-Dec,10950,0.96 
7300,에어부산,18-Dec,298690,1.00 
7301,에어부산,19-Dec,298690,1.00 
7302,에이치디씨,11-Dec,12630,0.81 
7303,에이치디씨,12-Dec,12630,0.90 
7304,에이치디씨,13-Dec,12630,0.94 
7305,에이치디씨,14-Dec,12630,0.89 
7306,에이치디씨,15-Dec,12630,0.83 
7307,에이치디씨,16-Dec,12630,0.81 
7308,에이치디씨,17-Dec,12630,0.82 
7309,에이치디씨,18-Dec,12630,0.83 
7310,에이치디씨,19-Dec,12630,0.81 
7311,에이치에스디엔진,11-Dec,82740,0.82 
7312,에이치에스디엔진,12-Dec,82740,0.89 
7313,에이치에스디엔진,13-Dec,82740,0.93 
7314,에이치에스디엔진,14-Dec,82740,1.00 
7315,에이치에스디엔진,15-Dec,82740,1.00 
7316,에이치에스디엔진,16-Dec,82740,0.95 
7317,에이치에스디엔진,17-Dec,82740,0.93 
7318,에이치에스디엔진,18-Dec,82740,1.00 
7319,에이치에스디엔진,19-Dec,82740,0.98 
7320,에이치엘비,11-Dec,28300,0.82 
7321,에이치엘비,12-Dec,28300,0.86 
7322,에이치엘비,13-Dec,28300,0.90 
7323,에이치엘비,14-Dec,28300,0.84 
7324,에이치엘비,15-Dec,28300,0.84 
7325,에이치엘비,16-Dec,28300,0.86 
7326,에이치엘비,17-Dec,28300,0.90 
7327,에이치엘비,18-Dec,28300,0.82 
7328,에이치엘비,19-Dec,28300,0.90 
7329,에이치엘비글로벌,11-Dec,3580,0.96 
7330,에이치엘비글로벌,12-Dec,3580,1.03 
7331,에이치엘비글로벌,13-Dec,3580,1.03 
7332,에이치엘비글로벌,14-Dec,3580,0.87 
7333,에이치엘비글로벌,15-Dec,3580,1.00 
7334,에이치엘비글로벌,16-Dec,3580,1.00 
7335,에이치엘비글로벌,17-Dec,3580,1.00 
7336,에이치엘비글로벌,18-Dec,3580,0.82 
7337,에이치엘비글로벌,19-Dec,3580,0.57 
7338,에이치엘비생명과학,11-Dec,67630,1.00 
7339,에이치엘비생명과학,12-Dec,67630,0.94 
7340,에이치엘비생명과학,13-Dec,67630,0.99 
7341,에이치엘비생명과학,14-Dec,67630,0.86 
7342,에이치엘비생명과학,15-Dec,67630,1.16 
7343,에이치엘비생명과학,16-Dec,67630,0.92 
7344,에이치엘비생명과학,17-Dec,67630,0.95 
7345,에이치엘비생명과학,18-Dec,67630,0.95 
7346,에이치엘비생명과학,19-Dec,67630,0.93 
7347,에이치엘비제약,15-Dec,47920,1.00 
7348,에이치엘비제약,16-Dec,47920,1.00 
7349,에이치엘비제약,17-Dec,47920,1.00 
7350,에이치엘비제약,18-Dec,47920,0.78 
7351,에이치엘비제약,19-Dec,47920,0.50 
7352,에이치엘비테라퓨틱스,11-Dec,115450,0.71 
7353,에이치엘비테라퓨틱스,12-Dec,115450,0.83 
7354,에이치엘비테라퓨틱스,13-Dec,115450,0.82 
7355,에이치엘비테라퓨틱스,14-Dec,115450,0.74 
7356,에이치엘비테라퓨틱스,15-Dec,115450,0.81 
7357,에이치엘비테라퓨틱스,16-Dec,115450,0.81 
7358,에이치엘비테라퓨틱스,17-Dec,115450,0.85 
7359,에이치엘비테라퓨틱스,18-Dec,115450,0.87 
7360,에이치엘비테라퓨틱스,19-Dec,115450,0.91 
7361,에이치엠엠,11-Dec,11200,0.99 
7362,에이치엠엠,12-Dec,11200,1.01 
7363,에이치엠엠,13-Dec,11200,0.99 
7364,에이치엠엠,14-Dec,11200,0.98 
7365,에이치엠엠,15-Dec,11200,0.99 
7366,에이치엠엠,16-Dec,11200,1.11 
7367,에이치엠엠,17-Dec,11200,1.02 
7368,에이치엠엠,18-Dec,11200,1.05 
7369,에이치엠엠,19-Dec,11200,1.00 
7370,에이테크솔루션,11-Dec,71670,0.87 
7371,에이테크솔루션,12-Dec,71670,0.94 
7372,에이테크솔루션,13-Dec,71670,0.93 
7373,에이테크솔루션,14-Dec,71670,0.90 
7374,에이테크솔루션,15-Dec,71670,0.93 
7375,에이테크솔루션,16-Dec,71670,0.90 
7376,에이테크솔루션,17-Dec,71670,0.92 
7377,에이테크솔루션,18-Dec,71670,0.91 
7378,에이테크솔루션,19-Dec,71670,0.90 
7379,에이프로젠제약,11-Dec,3060,0.51 
7380,에이프로젠제약,12-Dec,3060,0.69 
7381,에이프로젠제약,13-Dec,3060,0.71 
7382,에이프로젠제약,14-Dec,3060,0.67 
7383,에이프로젠제약,15-Dec,3060,0.63 
7384,에이프로젠제약,16-Dec,3060,0.58 
7385,에이프로젠제약,17-Dec,3060,0.59 
7386,에이프로젠제약,18-Dec,3060,0.59 
7387,에이프로젠제약,19-Dec,3060,0.60 
7388,에이피에스홀딩스,11-Dec,54620,0.79 
7389,에이피에스홀딩스,12-Dec,54620,0.83 
7390,에이피에스홀딩스,13-Dec,54620,0.82 
7391,에이피에스홀딩스,14-Dec,54620,0.85 
7392,에이피에스홀딩스,15-Dec,54620,0.86 
7393,에이피에스홀딩스,16-Dec,54620,0.86 
7394,에이피에스홀딩스,17-Dec,54620,0.80 
7395,에이피에스홀딩스,18-Dec,54620,0.56 
7396,에이피에스홀딩스,19-Dec,54620,0.63 
7397,에코바이오홀딩스,11-Dec,38870,0.71 
7398,에코바이오홀딩스,12-Dec,38870,0.76 
7399,에코바이오홀딩스,13-Dec,38870,0.67 
7400,에코바이오홀딩스,14-Dec,38870,0.30 
7401,에코바이오홀딩스,15-Dec,38870,0.44 
7402,에코바이오홀딩스,16-Dec,38870,0.77 
7403,에코바이오홀딩스,17-Dec,38870,0.81 
7404,에코바이오홀딩스,18-Dec,38870,0.71 
7405,에코바이오홀딩스,19-Dec,38870,0.73 
7406,에코캡,18-Dec,128540,0.83 
7407,에코캡,19-Dec,128540,0.81 
7408,에코플라스틱,11-Dec,38110,0.95 
7409,에코플라스틱,12-Dec,38110,0.96 
7410,에코플라스틱,13-Dec,38110,0.95 
7411,에코플라스틱,14-Dec,38110,0.95 
7412,에코플라스틱,15-Dec,38110,0.95 
7413,에코플라스틱,16-Dec,38110,0.95 
7414,에코플라스틱,17-Dec,38110,0.97 
7415,에코플라스틱,18-Dec,38110,0.96 
7416,에코플라스틱,19-Dec,38110,0.96 
7417,에프엔에스테크,17-Dec,83500,1.00 
7418,에프엔에스테크,18-Dec,83500,1.00 
7419,에프엔에스테크,19-Dec,83500,1.00 
7420,엑스큐어,11-Dec,70300,1.00 
7421,엑스큐어,12-Dec,70300,1.00 
7422,엑스큐어,13-Dec,70300,1.00 
7423,엑스큐어,14-Dec,70300,1.00 
7424,엑스큐어,15-Dec,70300,1.00 
7425,엑스큐어,16-Dec,70300,1.00 
7426,엑스큐어,17-Dec,70300,1.00 
7427,엑스큐어,18-Dec,70300,1.00 
7428,엑스큐어,19-Dec,70300,1.00 
7429,엔브이에이치코리아,13-Dec,67570,0.88 
7430,엔브이에이치코리아,14-Dec,67570,0.90 
7431,엔브이에이치코리아,15-Dec,67570,0.90 
7432,엔브이에이치코리아,16-Dec,67570,0.89 
7433,엔브이에이치코리아,17-Dec,67570,0.90 
7434,엔브이에이치코리아,18-Dec,67570,0.91 
7435,엔브이에이치코리아,19-Dec,67570,0.88 
7436,엔시트론,11-Dec,101400,0.71 
7437,엔시트론,12-Dec,101400,0.75 
7438,엔시트론,13-Dec,101400,0.85 
7439,엔시트론,14-Dec,101400,0.85 
7440,엔시트론,15-Dec,101400,0.86 
7441,엔시트론,16-Dec,101400,0.78 
7442,엔시트론,17-Dec,101400,0.85 
7443,엔시트론,18-Dec,101400,0.99 
7444,엔시트론,19-Dec,101400,0.84 
7445,엔에이치엔,13-Dec,181710,0.80 
7446,엔에이치엔,14-Dec,181710,0.98 
7447,엔에이치엔,15-Dec,181710,1.08 
7448,엔에이치엔,16-Dec,181710,0.97 
7449,엔에이치엔,17-Dec,181710,0.96 
7450,엔에이치엔,18-Dec,181710,0.95 
7451,엔에이치엔,19-Dec,181710,0.94 
7452,엘비세미콘,11-Dec,61970,1.00 
7453,엘비세미콘,12-Dec,61970,1.00 
7454,엘비세미콘,13-Dec,61970,1.00 
7455,엘비세미콘,14-Dec,61970,1.00 
7456,엘비세미콘,15-Dec,61970,1.00 
7457,엘비세미콘,16-Dec,61970,1.00 
7458,엘비세미콘,17-Dec,61970,1.00 
7459,엘비세미콘,18-Dec,61970,0.83 
7460,엘비세미콘,19-Dec,61970,0.81 
7461,엘아이지넥스원,15-Dec,79550,0.88 
7462,엘아이지넥스원,16-Dec,79550,0.89 
7463,엘아이지넥스원,17-Dec,79550,0.92 
7464,엘아이지넥스원,18-Dec,79550,1.00 
7465,엘아이지넥스원,19-Dec,79550,0.91 
7466,엘지디스플레이,11-Dec,34220,0.95 
7467,엘지디스플레이,12-Dec,34220,0.90 
7468,엘지디스플레이,13-Dec,34220,0.87 
7469,엘지디스플레이,14-Dec,34220,0.86 
7470,엘지디스플레이,15-Dec,34220,0.85 
7471,엘지디스플레이,16-Dec,34220,0.86 
7472,엘지디스플레이,17-Dec,34220,0.81 
7473,엘지디스플레이,18-Dec,34220,0.87 
7474,엘지디스플레이,19-Dec,34220,0.92 
7475,엘지전자,11-Dec,66570,0.78 
7476,엘지전자,12-Dec,66570,0.76 
7477,엘지전자,13-Dec,66570,0.77 
7478,엘지전자,14-Dec,66570,0.77 
7479,엘지전자,15-Dec,66570,0.77 
7480,엘지전자,16-Dec,66570,0.75 
7481,엘지전자,17-Dec,66570,0.76 
7482,엘지전자,18-Dec,66570,0.75 
7483,엘지전자,19-Dec,66570,0.75 
7484,엘티씨,13-Dec,170920,1.00 
7485,엘티씨,14-Dec,170920,0.74 
7486,엘티씨,15-Dec,170920,0.70 
7487,엘티씨,16-Dec,170920,0.79 
7488,엘티씨,17-Dec,170920,0.75 
7489,엘티씨,18-Dec,170920,0.78 
7490,엘티씨,19-Dec,170920,0.74 
7491,영신금속공업,11-Dec,7530,1.00 
7492,영신금속공업,12-Dec,7530,1.00 
7493,영신금속공업,13-Dec,7530,0.82 
7494,영신금속공업,14-Dec,7530,0.82 
7495,영신금속공업,15-Dec,7530,0.79 
7496,영신금속공업,16-Dec,7530,0.80 
7497,영신금속공업,17-Dec,7530,0.85 
7498,영신금속공업,18-Dec,7530,0.80 
7499,영신금속공업,19-Dec,7530,0.81 
7500,영진약품,11-Dec,3520,1.00 
7501,영진약품,12-Dec,3520,1.00 
7502,영진약품,13-Dec,3520,1.00 
7503,영진약품,14-Dec,3520,1.00 
7504,영진약품,15-Dec,3520,1.00 
7505,영진약품,16-Dec,3520,1.00 
7506,영진약품,17-Dec,3520,1.00 
7507,영진약품,18-Dec,3520,1.00 
7508,영진약품,19-Dec,3520,1.00 
7509,영풍정밀,11-Dec,36560,1.00 
7510,영풍정밀,12-Dec,36560,1.00 
7511,영풍정밀,13-Dec,36560,1.00 
7512,영풍정밀,14-Dec,36560,1.00 
7513,영풍정밀,15-Dec,36560,1.00 
7514,영풍정밀,16-Dec,36560,1.00 
7515,영풍정밀,17-Dec,36560,1.00 
7516,영풍정밀,18-Dec,36560,1.00 
7517,영풍정밀,19-Dec,36560,1.00 
7518,영풍제지,11-Dec,6740,1.00 
7519,영풍제지,12-Dec,6740,1.00 
7520,영풍제지,13-Dec,6740,1.00 
7521,영풍제지,14-Dec,6740,1.00 
7522,영풍제지,15-Dec,6740,1.00 
7523,영풍제지,16-Dec,6740,1.00 
7524,영풍제지,17-Dec,6740,1.00 
7525,영풍제지,18-Dec,6740,1.00 
7526,영풍제지,19-Dec,6740,0.81 
7527,영화금속,11-Dec,12280,0.90 
7528,영화금속,12-Dec,12280,0.88 
7529,영화금속,13-Dec,12280,0.89 
7530,영화금속,14-Dec,12280,1.00 
7531,영화금속,15-Dec,12280,1.00 
7532,영화금속,16-Dec,12280,1.00 
7533,영화금속,17-Dec,12280,1.00 
7534,영화금속,18-Dec,12280,1.00 
7535,영화금속,19-Dec,12280,1.00 
7536,영화테크,17-Dec,265560,0.77 
7537,영화테크,18-Dec,265560,0.82 
7538,영화테크,19-Dec,265560,0.88 
7539,예스이십사,11-Dec,53280,0.79 
7540,예스이십사,12-Dec,53280,1.00 
7541,예스이십사,13-Dec,53280,1.00 
7542,예스이십사,14-Dec,53280,0.74 
7543,예스이십사,15-Dec,53280,0.74 
7544,예스이십사,16-Dec,53280,0.75 
7545,예스이십사,17-Dec,53280,0.74 
7546,예스이십사,18-Dec,53280,0.80 
7547,예스이십사,19-Dec,53280,0.79 
7548,오상자이엘,11-Dec,53980,0.77 
7549,오상자이엘,12-Dec,53980,0.77 
7550,오상자이엘,13-Dec,53980,0.78 
7551,오상자이엘,14-Dec,53980,0.80 
7552,오상자이엘,15-Dec,53980,0.83 
7553,오상자이엘,16-Dec,53980,0.86 
7554,오상자이엘,17-Dec,53980,0.87 
7555,오상자이엘,18-Dec,53980,0.89 
7556,오상자이엘,19-Dec,53980,0.91 
7557,오성첨단소재,11-Dec,52420,0.85 
7558,오성첨단소재,12-Dec,52420,1.22 
7559,오성첨단소재,13-Dec,52420,1.07 
7560,오성첨단소재,14-Dec,52420,1.09 
7561,오성첨단소재,15-Dec,52420,0.85 
7562,오성첨단소재,16-Dec,52420,0.87 
7563,오성첨단소재,17-Dec,52420,0.82 
7564,오성첨단소재,18-Dec,52420,0.87 
7565,오성첨단소재,19-Dec,52420,0.88 
7566,옴니시스템,11-Dec,57540,0.85 
7567,옴니시스템,12-Dec,57540,0.88 
7568,옴니시스템,13-Dec,57540,0.81 
7569,옴니시스템,14-Dec,57540,0.78 
7570,옴니시스템,15-Dec,57540,0.74 
7571,옴니시스템,16-Dec,57540,0.78 
7572,옴니시스템,17-Dec,57540,0.85 
7573,옴니시스템,18-Dec,57540,0.84 
7574,옴니시스템,19-Dec,57540,0.86 
7575,와이엠씨,12-Dec,155650,1.00 
7576,와이엠씨,13-Dec,155650,0.73 
7577,와이엠씨,14-Dec,155650,0.82 
7578,와이엠씨,15-Dec,155650,0.82 
7579,와이엠씨,16-Dec,155650,0.84 
7580,와이엠씨,17-Dec,155650,0.80 
7581,와이엠씨,18-Dec,155650,0.86 
7582,와이엠씨,19-Dec,155650,0.96 
7583,우리바이오,11-Dec,82850,0.84 
7584,우리바이오,12-Dec,82850,0.93 
7585,우리바이오,13-Dec,82850,0.95 
7586,우리바이오,14-Dec,82850,0.95 
7587,우리바이오,15-Dec,82850,0.94 
7588,우리바이오,16-Dec,82850,0.95 
7589,우리바이오,17-Dec,82850,0.95 
7590,우리바이오,18-Dec,82850,0.96 
7591,우리바이오,19-Dec,82850,0.95 
7592,우리엔터프라이즈,11-Dec,37400,0.82 
7593,우리엔터프라이즈,12-Dec,37400,0.79 
7594,우리엔터프라이즈,13-Dec,37400,0.95 
7595,우리엔터프라이즈,14-Dec,37400,0.95 
7596,우리엔터프라이즈,15-Dec,37400,0.93 
7597,우리엔터프라이즈,16-Dec,37400,0.95 
7598,우리엔터프라이즈,17-Dec,37400,0.95 
7599,우리엔터프라이즈,18-Dec,37400,0.95 
7600,우리엔터프라이즈,19-Dec,37400,0.94 
7601,우리이앤엘,13-Dec,153490,0.98 
7602,우리이앤엘,14-Dec,153490,0.90 
7603,우리이앤엘,15-Dec,153490,0.87 
7604,우리이앤엘,16-Dec,153490,0.83 
7605,우리이앤엘,17-Dec,153490,0.88 
7606,우리이앤엘,18-Dec,153490,0.84 
7607,우리이앤엘,19-Dec,153490,0.86 
7608,우림피티에스,11-Dec,101170,0.78 
7609,우림피티에스,12-Dec,101170,0.79 
7610,우림피티에스,13-Dec,101170,0.83 
7611,우림피티에스,14-Dec,101170,1.00 
7612,우림피티에스,15-Dec,101170,1.00 
7613,우림피티에스,16-Dec,101170,1.00 
7614,우림피티에스,17-Dec,101170,1.00 
7615,우림피티에스,18-Dec,101170,1.00 
7616,우림피티에스,19-Dec,101170,1.00 
7617,우수AMS,11-Dec,66590,0.93 
7618,우수AMS,12-Dec,66590,0.92 
7619,우수AMS,13-Dec,66590,0.92 
7620,우수AMS,14-Dec,66590,0.92 
7621,우수AMS,15-Dec,66590,0.91 
7622,우수AMS,16-Dec,66590,0.91 
7623,우수AMS,17-Dec,66590,0.91 
7624,우수AMS,18-Dec,66590,0.90 
7625,우수AMS,19-Dec,66590,0.90 
7626,우원개발,11-Dec,46940,0.93 
7627,우원개발,12-Dec,46940,0.95 
7628,우원개발,13-Dec,46940,0.97 
7629,우원개발,14-Dec,46940,0.95 
7630,우원개발,15-Dec,46940,0.91 
7631,우원개발,16-Dec,46940,0.95 
7632,우원개발,17-Dec,46940,0.92 
7633,우원개발,18-Dec,46940,0.89 
7634,우원개발,19-Dec,46940,0.88 
7635,우진비앤지,11-Dec,18620,1.00 
7636,우진비앤지,12-Dec,18620,1.00 
7637,우진비앤지,13-Dec,18620,1.00 
7638,우진비앤지,14-Dec,18620,1.00 
7639,우진비앤지,15-Dec,18620,1.00 
7640,우진비앤지,16-Dec,18620,1.00 
7641,우진비앤지,17-Dec,18620,1.00 
7642,우진비앤지,18-Dec,18620,0.94 
7643,우진비앤지,19-Dec,18620,0.72 
7644,원풍물산,11-Dec,8290,1.00 
7645,원풍물산,12-Dec,8290,1.00 
7646,원풍물산,13-Dec,8290,0.38 
7647,원풍물산,14-Dec,8290,0.39 
7648,원풍물산,15-Dec,8290,1.00 
7649,원풍물산,16-Dec,8290,1.00 
7650,원풍물산,17-Dec,8290,1.00 
7651,원풍물산,18-Dec,8290,1.00 
7652,원풍물산,19-Dec,8290,1.00 
7653,웰바이오텍,11-Dec,10600,0.88 
7654,웰바이오텍,12-Dec,10600,0.89 
7655,웰바이오텍,13-Dec,10600,0.90 
7656,웰바이오텍,14-Dec,10600,0.92 
7657,웰바이오텍,15-Dec,10600,0.91 
7658,웰바이오텍,16-Dec,10600,0.91 
7659,웰바이오텍,17-Dec,10600,0.96 
7660,웰바이오텍,18-Dec,10600,0.95 
7661,웰바이오텍,19-Dec,10600,0.89 
7662,위즈코프,11-Dec,38620,0.70 
7663,위즈코프,12-Dec,38620,0.72 
7664,위즈코프,13-Dec,38620,0.67 
7665,위즈코프,14-Dec,38620,0.67 
7666,위즈코프,15-Dec,38620,0.69 
7667,위즈코프,16-Dec,38620,0.73 
7668,위즈코프,17-Dec,38620,0.74 
7669,위즈코프,18-Dec,38620,0.75 
7670,위즈코프,19-Dec,38620,0.75 
7671,유네코,18-Dec,64510,0.81 
7672,유네코,19-Dec,64510,0.70 
7673,유니슨,11-Dec,18000,0.96 
7674,유니슨,12-Dec,18000,0.87 
7675,유니슨,13-Dec,18000,1.27 
7676,유니슨,14-Dec,18000,0.84 
7677,유니슨,15-Dec,18000,0.87 
7678,유니슨,16-Dec,18000,0.86 
7679,유니슨,17-Dec,18000,0.82 
7680,유니슨,18-Dec,18000,0.89 
7681,유니슨,19-Dec,18000,0.96 
7682,유니온머티리얼,11-Dec,47400,0.76 
7683,유니온머티리얼,12-Dec,47400,0.79 
7684,유니온머티리얼,13-Dec,47400,0.79 
7685,유니온머티리얼,14-Dec,47400,0.81 
7686,유니온머티리얼,15-Dec,47400,0.80 
7687,유니온머티리얼,16-Dec,47400,0.79 
7688,유니온머티리얼,17-Dec,47400,0.85 
7689,유니온머티리얼,18-Dec,47400,0.88 
7690,유니온머티리얼,19-Dec,47400,0.84 
7691,유비벨록스,11-Dec,89850,0.67 
7692,유비벨록스,12-Dec,89850,0.70 
7693,유비벨록스,13-Dec,89850,0.75 
7694,유비벨록스,14-Dec,89850,0.78 
7695,유비벨록스,15-Dec,89850,0.83 
7696,유비벨록스,16-Dec,89850,0.76 
7697,유비벨록스,17-Dec,89850,0.77 
7698,유비벨록스,18-Dec,89850,0.78 
7699,유비벨록스,19-Dec,89850,0.71 
7700,유아이엘,11-Dec,49520,0.91 
7701,유아이엘,12-Dec,49520,0.86 
7702,유아이엘,13-Dec,49520,0.87 
7703,유아이엘,14-Dec,49520,0.88 
7704,유아이엘,15-Dec,49520,0.91 
7705,유아이엘,16-Dec,49520,0.92 
7706,유아이엘,17-Dec,49520,0.92 
7707,유아이엘,18-Dec,49520,0.94 
7708,유아이엘,19-Dec,49520,0.94 
7709,유엔젤,11-Dec,72130,0.57 
7710,유엔젤,12-Dec,72130,0.56 
7711,유엔젤,13-Dec,72130,0.53 
7712,유엔젤,14-Dec,72130,0.57 
7713,유엔젤,15-Dec,72130,0.57 
7714,유엔젤,16-Dec,72130,0.60 
7715,유엔젤,17-Dec,72130,0.57 
7716,유엔젤,18-Dec,72130,0.53 
7717,유엔젤,19-Dec,72130,0.59 
7718,유진기업,11-Dec,23410,0.92 
7719,유진기업,12-Dec,23410,0.89 
7720,유진기업,13-Dec,23410,0.86 
7721,유진기업,14-Dec,23410,0.87 
7722,유진기업,15-Dec,23410,0.86 
7723,유진기업,16-Dec,23410,0.83 
7724,유진기업,17-Dec,23410,0.83 
7725,유진기업,18-Dec,23410,0.81 
7726,유진기업,19-Dec,23410,0.81 
7727,이건산업,11-Dec,8250,0.83 
7728,이건산업,12-Dec,8250,0.82 
