,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출원가율,매출원가율_,매출원가감소율
5616,(주)와이솔,122990,16-Dec,435680523,359461259,0.83,0.82,1.204819277
5617,(주)와이솔,122990,17-Dec,446122563,349510359,0.78,0.83,-6.41025641
5618,(주)와이솔,122990,18-Dec,433566057,327849569,0.76,0.78,-2.631578947
5619,(주)와이솔,122990,19-Dec,370317281,286373617,0.77,0.76,1.298701299
5621,(주)와이어블,65530,11-Dec,,,,,
5622,(주)와이어블,65530,12-Dec,,,,,
5623,(주)와이어블,65530,13-Dec,,,,,
5624,(주)와이어블,65530,14-Dec,,,,,
5625,(주)와이어블,65530,15-Dec,,,,,
5626,(주)와이어블,65530,16-Dec,,,,,
5627,(주)와이어블,65530,17-Dec,,,,,
5628,(주)와이어블,65530,18-Dec,,,,,
5629,(주)와이어블,65530,19-Dec,,,,,
5631,(주)와이엔텍,67900,11-Dec,,,,,
5632,(주)와이엔텍,67900,12-Dec,,,,,
5633,(주)와이엔텍,67900,13-Dec,,,,,
5634,(주)와이엔텍,67900,14-Dec,,,,,
5635,(주)와이엔텍,67900,15-Dec,,,,,
5636,(주)와이엔텍,67900,16-Dec,58062572,45353944,0.78,,
5637,(주)와이엔텍,67900,17-Dec,75231069,58745035,0.78,0.78,0
5638,(주)와이엔텍,67900,18-Dec,76070963,58456979,0.77,0.78,-1.298701299
5639,(주)와이엔텍,67900,19-Dec,98620699,69315810,0.7,0.77,-10
5640,(주)와이오엠,66430,10-Jun,61773406,52966303,0.86,,
5641,(주)와이오엠,66430,11-Jun,,,,0.86,
5642,(주)와이오엠,66430,12-Jun,,,,,
5643,(주)와이오엠,66430,13-Jun,,,,,
5644,(주)와이오엠,66430,14-Jun,,,,,
5645,(주)와이오엠,66430,15-Dec,6725465,3307902,0.49,,
5646,(주)와이오엠,66430,16-Dec,14579406,13266708,0.91,0.49,46.15384615
5647,(주)와이오엠,66430,17-Dec,,,,0.91,
5648,(주)와이오엠,66430,18-Dec,,,,,
5649,(주)와이오엠,66430,19-Dec,,,,,
5650,(주)와이제이엠게임즈,193250,14-Dec,39592578,32630982,0.82,,
5651,(주)와이제이엠게임즈,193250,15-Dec,40588242,29629597,0.73,0.82,-12.32876712
5652,(주)와이제이엠게임즈,193250,16-Dec,44038858,32669303,0.74,0.73,1.351351351
5653,(주)와이제이엠게임즈,193250,17-Dec,35070797,29643251,0.85,0.74,12.94117647
5654,(주)와이제이엠게임즈,193250,18-Dec,40575569,33988178,0.84,0.85,-1.19047619
5655,(주)와이제이엠게임즈,193250,19-Dec,40634666,28709071,0.71,0.84,-18.30985915
5656,(주)와이즈버즈,273060,17-Dec,,,,,
5657,(주)와이즈버즈,273060,18-Dec,,,,,
5658,(주)와이즈버즈,273060,19-Dec,,,,,
5660,(주)와이지-원,19210,11-Dec,267124505,174809338,0.65,0.68,-4.615384615
5661,(주)와이지-원,19210,12-Dec,278976862,198093771,0.71,0.65,8.450704225
5662,(주)와이지-원,19210,13-Dec,280560100,210409712,0.75,0.71,5.333333333
5663,(주)와이지-원,19210,14-Dec,297677641,211555260,0.71,0.75,-5.633802817
5664,(주)와이지-원,19210,15-Dec,321918321,225511292,0.7,0.71,-1.428571429
5665,(주)와이지-원,19210,16-Dec,334715216,228587669,0.68,0.7,-2.941176471
5666,(주)와이지-원,19210,17-Dec,386598781,251024853,0.65,0.68,-4.615384615
5667,(주)와이지-원,19210,18-Dec,390942261,259727854,0.66,0.65,1.515151515
5668,(주)와이지-원,19210,19-Dec,427959618,309583976,0.72,0.66,8.333333333
5669,(주)와이지엔터테인먼트,122870,11-Dec,78120542,46984773,0.6,,
5670,(주)와이지엔터테인먼트,122870,12-Dec,106550970,64487257,0.61,0.6,1.639344262
5671,(주)와이지엔터테인먼트,122870,13-Dec,116287586,70619887,0.61,0.61,0
5672,(주)와이지엔터테인먼트,122870,14-Dec,156315909,102701731,0.66,0.61,7.575757576
5673,(주)와이지엔터테인먼트,122870,15-Dec,193112056,126834931,0.66,0.66,0
5674,(주)와이지엔터테인먼트,122870,16-Dec,321839059,226832917,0.7,0.66,5.714285714
5675,(주)와이지엔터테인먼트,122870,17-Dec,349860731,249194281,0.71,0.7,1.408450704
5676,(주)와이지엔터테인먼트,122870,18-Dec,285846341,200808571,0.7,0.71,-1.428571429
5677,(주)와이지엔터테인먼트,122870,19-Dec,264459739,184056612,0.7,0.7,0
5679,(주)와이지플러스,37270,11-Dec,29661659,18740059,0.63,0.72,-14.28571429
5680,(주)와이지플러스,37270,12-Dec,30553590,20021620,0.66,0.63,4.545454545
5681,(주)와이지플러스,37270,13-Dec,23892697,15818213,0.66,0.66,0
5682,(주)와이지플러스,37270,14-Dec,10239575,6704649,0.65,0.66,-1.538461538
5683,(주)와이지플러스,37270,15-Dec,29224379,20952509,0.72,0.65,9.722222222
5684,(주)와이지플러스,37270,16-Dec,70363034,47004352,0.67,0.72,-7.462686567
5685,(주)와이지플러스,37270,17-Dec,72462525,49179817,0.68,0.67,1.470588235
5686,(주)와이지플러스,37270,18-Dec,102350297,70395888,0.69,0.68,1.449275362
5687,(주)와이지플러스,37270,19-Dec,124525579,91567597,0.74,0.69,6.756756757
5689,(주)와이투솔루션,11690,11-Dec,150112681,140867278,0.94,0.9,4.255319149
5690,(주)와이투솔루션,11690,12-Dec,143479949,131079004,0.91,0.94,-3.296703297
5691,(주)와이투솔루션,11690,13-Dec,115749129,107774391,0.93,0.91,2.150537634
5692,(주)와이투솔루션,11690,14-Dec,137134398,125076869,0.91,0.93,-2.197802198
5693,(주)와이투솔루션,11690,15-Dec,127936190,114304197,0.89,0.91,-2.247191011
5694,(주)와이투솔루션,11690,16-Dec,97923870,92762435,0.95,0.89,6.315789474
5695,(주)와이투솔루션,11690,17-Dec,112119451,105538925,0.94,0.95,-1.063829787
5696,(주)와이투솔루션,11690,18-Dec,91081443,95791627,1.05,0.94,10.47619048
5697,(주)와이투솔루션,11690,19-Dec,108289227,101043895,0.93,1.05,-12.90322581
5699,(주)와이티엔,40300,11-Dec,,,,,
5700,(주)와이티엔,40300,12-Dec,,,,,
5701,(주)와이티엔,40300,13-Dec,,,,,
5702,(주)와이티엔,40300,14-Dec,,,,,
5703,(주)와이티엔,40300,15-Dec,117434970,115121001,0.98,,
5704,(주)와이티엔,40300,16-Dec,130755834,119116477,0.91,0.98,-7.692307692
5705,(주)와이티엔,40300,17-Dec,131050999,122034043,0.93,0.91,2.150537634
5706,(주)와이티엔,40300,18-Dec,132360036,124038856,0.94,0.93,1.063829787
5707,(주)와이티엔,40300,19-Dec,130801036,123040665,0.94,0.94,0
5708,(주)용평리조트,70960,16-Dec,210702135,161737462,0.77,,
5709,(주)용평리조트,70960,17-Dec,209677450,162350743,0.77,0.77,0
5710,(주)용평리조트,70960,18-Dec,181388591,139835125,0.77,0.77,0
5711,(주)용평리조트,70960,19-Dec,129431260,116153202,0.9,0.77,14.44444444
5713,(주)우리기술,32820,11-Dec,26005556,15262319,0.59,0.47,20.33898305
5714,(주)우리기술,32820,12-Dec,22252158,17808640,0.8,0.59,26.25
5715,(주)우리기술,32820,13-Dec,19549904,15454287,0.79,0.8,-1.265822785
5716,(주)우리기술,32820,14-Dec,26117807,19924345,0.76,0.79,-3.947368421
5717,(주)우리기술,32820,15-Dec,39739565,29107378,0.73,0.76,-4.109589041
5718,(주)우리기술,32820,16-Dec,31453885,19344910,0.62,0.73,-17.74193548
5719,(주)우리기술,32820,17-Dec,30179282,16967950,0.56,0.62,-10.71428571
5720,(주)우리기술,32820,18-Dec,28192115,22028821,0.78,0.56,28.20512821
5721,(주)우리기술,32820,19-Dec,32592805,28821363,0.88,0.78,11.36363636
5723,(주)우리넷,115440,11-Dec,,,,,
5724,(주)우리넷,115440,12-Dec,,,,,
5725,(주)우리넷,115440,13-Dec,,,,,
5726,(주)우리넷,115440,14-Dec,,,,,
5727,(주)우리넷,115440,15-Dec,,,,,
5728,(주)우리넷,115440,16-Dec,,,,,
5729,(주)우리넷,115440,17-Dec,,,,,
5730,(주)우리넷,115440,18-Dec,,,,,
5731,(주)우리넷,115440,19-Dec,73657576,55148219,0.75,,
5732,(주)우리로,46970,12-Dec,,,,,
5733,(주)우리로,46970,13-Dec,,,,,
5734,(주)우리로,46970,14-Dec,,,,,
5735,(주)우리로,46970,15-Dec,53211125,41892556,0.79,,
5736,(주)우리로,46970,16-Dec,42224403,36259103,0.86,0.79,8.139534884
5737,(주)우리로,46970,17-Dec,41059215,35800774,0.87,0.86,1.149425287
5738,(주)우리로,46970,18-Dec,55853881,46252466,0.83,0.87,-4.819277108
5739,(주)우리로,46970,19-Dec,115364639,107141810,0.93,0.83,10.75268817
5741,(주)우성,6980,11-Dec,381532852,323227604,0.85,0.84,1.176470588
5742,(주)우성,6980,12-Dec,391927516,338264108,0.86,0.85,1.162790698
5743,(주)우성,6980,13-Dec,358431423,308178923,0.86,0.86,0
5744,(주)우성,6980,14-Dec,337654924,283682209,0.84,0.86,-2.380952381
5745,(주)우성,6980,15-Dec,313894292,262632843,0.84,0.84,0
5746,(주)우성,6980,16-Dec,275671865,228346552,0.83,0.84,-1.204819277
5747,(주)우성,6980,17-Dec,275453669,229253075,0.83,0.83,0
5748,(주)우성,6980,18-Dec,289318269,243305946,0.84,0.83,1.19047619
5749,(주)우성,6980,19-Dec,340814646,286699011,0.84,0.84,0
5751,(주)우신시스템,17370,11-Dec,147618981,124275673,0.84,0.82,2.380952381
5752,(주)우신시스템,17370,12-Dec,133022295,112467908,0.85,0.84,1.176470588
5753,(주)우신시스템,17370,13-Dec,170215946,151423840,0.89,0.85,4.494382022
5754,(주)우신시스템,17370,14-Dec,257674533,225200789,0.87,0.89,-2.298850575
5755,(주)우신시스템,17370,15-Dec,262989414,227571294,0.87,0.87,0
5756,(주)우신시스템,17370,16-Dec,264306663,230617191,0.87,0.87,0
5757,(주)우신시스템,17370,17-Dec,243972561,216389024,0.89,0.87,2.247191011
5758,(주)우신시스템,17370,18-Dec,291720275,269257840,0.92,0.89,3.260869565
5759,(주)우신시스템,17370,19-Dec,263651611,236574906,0.9,0.92,-2.222222222
5760,(주)우양,103840,19-Dec,,,,,
5761,(주)우정바이오,215380,15-Dec,,,,,
5762,(주)우정바이오,215380,16-Dec,,,,,
5763,(주)우정바이오,215380,17-Dec,,,,,
5764,(주)우정바이오,215380,18-Dec,,,,,
5765,(주)우정바이오,215380,19-Dec,,,,,
5767,(주)우주일렉트로닉스,65680,11-Dec,157688700,118908459,0.75,0.67,10.66666667
5768,(주)우주일렉트로닉스,65680,12-Dec,189665462,139872014,0.74,0.75,-1.351351351
5769,(주)우주일렉트로닉스,65680,13-Dec,222325863,166776087,0.75,0.74,1.333333333
5770,(주)우주일렉트로닉스,65680,14-Dec,181954600,136766743,0.75,0.75,0
5771,(주)우주일렉트로닉스,65680,15-Dec,183826516,133868138,0.73,0.75,-2.739726027
5772,(주)우주일렉트로닉스,65680,16-Dec,218020720,163720746,0.75,0.73,2.666666667
5773,(주)우주일렉트로닉스,65680,17-Dec,207604485,165648304,0.8,0.75,6.25
5774,(주)우주일렉트로닉스,65680,18-Dec,186608231,156654950,0.84,0.8,4.761904762
5775,(주)우주일렉트로닉스,65680,19-Dec,191008494,145946062,0.76,0.84,-10.52631579
5777,(주)우진,105840,11-Dec,81884415,57529261,0.7,0.69,1.428571429
5778,(주)우진,105840,12-Dec,82856418,64142985,0.77,0.7,9.090909091
5779,(주)우진,105840,13-Dec,77373642,61859670,0.8,0.77,3.75
5780,(주)우진,105840,14-Dec,105136998,84028929,0.8,0.8,0
5781,(주)우진,105840,15-Dec,105956174,83348155,0.79,0.8,-1.265822785
5782,(주)우진,105840,16-Dec,108414003,84615804,0.78,0.79,-1.282051282
5783,(주)우진,105840,17-Dec,98260859,79460117,0.81,0.78,3.703703704
5784,(주)우진,105840,18-Dec,93881393,73808941,0.79,0.81,-2.53164557
5785,(주)우진,105840,19-Dec,88925734,71062166,0.8,0.79,1.25
5786,(주)우진아이엔에스,10400,18-Dec,132971035,109827330,0.83,,
5787,(주)우진아이엔에스,10400,19-Dec,107307026,101040407,0.94,0.83,11.70212766
5789,(주)우진플라임,49800,11-Dec,150382002,114265025,0.76,0.77,-1.315789474
5790,(주)우진플라임,49800,12-Dec,157251947,119579272,0.76,0.76,0
5791,(주)우진플라임,49800,13-Dec,196657513,151675603,0.77,0.76,1.298701299
5792,(주)우진플라임,49800,14-Dec,189800875,158400648,0.83,0.77,7.228915663
5793,(주)우진플라임,49800,15-Dec,183188498,148242542,0.81,0.83,-2.469135802
5794,(주)우진플라임,49800,16-Dec,228313547,166058965,0.73,0.81,-10.95890411
5795,(주)우진플라임,49800,17-Dec,229589677,171913594,0.75,0.73,2.666666667
5796,(주)우진플라임,49800,18-Dec,171898285,137932043,0.8,0.75,6.25
5797,(주)우진플라임,49800,19-Dec,181802338,143151197,0.79,0.8,-1.265822785
5799,(주)웅진,16880,11-Dec,1487434729,1314416420,0.88,0.88,0
5800,(주)웅진,16880,12-Dec,702023023,842646912,1.2,0.88,26.66666667
5801,(주)웅진,16880,13-Dec,421580601,363041630,0.86,1.2,-39.53488372
5802,(주)웅진,16880,14-Dec,456925910,409625658,0.9,0.86,4.444444444
5803,(주)웅진,16880,15-Dec,450574525,371376180,0.82,0.9,-9.756097561
5804,(주)웅진,16880,16-Dec,242973133,211477630,0.87,0.82,5.747126437
5805,(주)웅진,16880,17-Dec,282834110,231111326,0.82,0.87,-6.097560976
5806,(주)웅진,16880,18-Dec,290411590,260842014,0.9,0.82,8.888888889
5807,(주)웅진,16880,19-Dec,819916676,444958242,0.54,0.9,-66.66666667
5809,(주)웅진씽크빅,95720,11-Dec,867744116,361692345,0.42,0.39,7.142857143
5810,(주)웅진씽크빅,95720,12-Dec,729364397,319881782,0.44,0.42,4.545454545
5811,(주)웅진씽크빅,95720,13-Dec,648839787,306884813,0.47,0.44,6.382978723
5812,(주)웅진씽크빅,95720,14-Dec,642939536,325504133,0.51,0.47,7.843137255
5813,(주)웅진씽크빅,95720,15-Dec,650492559,330230956,0.51,0.51,0
5814,(주)웅진씽크빅,95720,16-Dec,624013875,289927160,0.46,0.51,-10.86956522
5815,(주)웅진씽크빅,95720,17-Dec,624308471,275534205,0.44,0.46,-4.545454545
5816,(주)웅진씽크빅,95720,18-Dec,642932703,276431333,0.43,0.44,-2.325581395
5817,(주)웅진씽크빅,95720,19-Dec,652236816,280064807,0.43,0.43,0
5819,(주)원림,5820,11-Dec,,,,,
5820,(주)원림,5820,12-Dec,,,,,
5821,(주)원림,5820,13-Dec,85313471,66887106,0.78,,
5822,(주)원림,5820,14-Dec,82643983,64434448,0.78,0.78,0
5823,(주)원림,5820,15-Dec,79995474,60937808,0.76,0.78,-2.631578947
5824,(주)원림,5820,16-Dec,85356169,59012903,0.69,0.76,-10.14492754
5825,(주)원림,5820,17-Dec,74081964,57012921,0.77,0.69,10.38961039
5826,(주)원림,5820,18-Dec,78944698,65282325,0.83,0.77,7.228915663
5827,(주)원림,5820,19-Dec,79052711,62853200,0.8,0.83,-3.75
5828,(주)원바이오젠,307280,18-Dec,,,,,
5829,(주)원바이오젠,307280,19-Dec,,,,,
5831,(주)원익,32940,11-Dec,56837500,43245798,0.76,0.74,2.631578947
5832,(주)원익,32940,12-Dec,64800893,49881906,0.77,0.76,1.298701299
5833,(주)원익,32940,13-Dec,57256555,45034129,0.79,0.77,2.53164557
5834,(주)원익,32940,14-Dec,56838756,43727850,0.77,0.79,-2.597402597
5835,(주)원익,32940,15-Dec,59528499,44512672,0.75,0.77,-2.666666667
5836,(주)원익,32940,16-Dec,64804004,39445940,0.61,0.75,-22.95081967
5837,(주)원익,32940,17-Dec,67244202,37710225,0.56,0.61,-8.928571429
5838,(주)원익,32940,18-Dec,80295123,40926698,0.51,0.56,-9.803921569
5839,(주)원익,32940,19-Dec,90386053,44579735,0.49,0.51,-4.081632653
5840,(주)원익머트리얼즈,104830,11-Dec,,,,,
5841,(주)원익머트리얼즈,104830,12-Dec,,,,,
5842,(주)원익머트리얼즈,104830,13-Dec,130023304,91487470,0.7,,
5843,(주)원익머트리얼즈,104830,14-Dec,145151603,100770821,0.69,0.7,-1.449275362
5844,(주)원익머트리얼즈,104830,15-Dec,192468674,134833539,0.7,0.69,1.428571429
5845,(주)원익머트리얼즈,104830,16-Dec,175041473,126643878,0.72,0.7,2.777777778
5846,(주)원익머트리얼즈,104830,17-Dec,203032359,134252485,0.66,0.72,-9.090909091
5847,(주)원익머트리얼즈,104830,18-Dec,233464558,151041347,0.65,0.66,-1.538461538
5848,(주)원익머트리얼즈,104830,19-Dec,220839808,147917523,0.67,0.65,2.985074627
5849,(주)원익아이피에스,240810,16-Dec,244089918,151046273,0.62,,
5850,(주)원익아이피에스,240810,17-Dec,630860973,379634687,0.6,0.62,-3.333333333
5851,(주)원익아이피에스,240810,18-Dec,649312685,391437030,0.6,0.6,0
5852,(주)원익아이피에스,240810,19-Dec,669241557,390174790,0.58,0.6,-3.448275862
5854,(주)원익큐브,14190,11-Dec,,,,,
5855,(주)원익큐브,14190,12-Dec,,,,,
5856,(주)원익큐브,14190,13-Dec,177713378,159344228,0.9,,
5857,(주)원익큐브,14190,14-Dec,165876590,143830817,0.87,0.9,-3.448275862
5858,(주)원익큐브,14190,15-Dec,176630737,160881032,0.91,0.87,4.395604396
5859,(주)원익큐브,14190,16-Dec,207706652,188024992,0.91,0.91,0
5860,(주)원익큐브,14190,17-Dec,240166460,217344359,0.9,0.91,-1.111111111
5861,(주)원익큐브,14190,18-Dec,231806852,213179829,0.92,0.9,2.173913043
5862,(주)원익큐브,14190,19-Dec,203876378,186841584,0.92,0.92,0
5864,(주)원익큐엔씨,74600,11-Dec,150156299,107436722,0.72,0.78,-8.333333333
5865,(주)원익큐엔씨,74600,12-Dec,120069621,88240043,0.73,0.72,1.369863014
5866,(주)원익큐엔씨,74600,13-Dec,122670536,90138987,0.73,0.73,0
5867,(주)원익큐엔씨,74600,14-Dec,120772220,85022688,0.7,0.73,-4.285714286
5868,(주)원익큐엔씨,74600,15-Dec,140194106,97916050,0.7,0.7,0
5869,(주)원익큐엔씨,74600,16-Dec,138956393,98805845,0.71,0.7,1.408450704
5870,(주)원익큐엔씨,74600,17-Dec,197261196,140388303,0.71,0.71,0
5871,(주)원익큐엔씨,74600,18-Dec,266463980,192993699,0.72,0.71,1.388888889
5872,(주)원익큐엔씨,74600,19-Dec,263059923,200514441,0.76,0.72,5.263157895
5873,(주)원익피앤이,131390,11-Dec,,,,,
5874,(주)원익피앤이,131390,12-Dec,,,,,
5875,(주)원익피앤이,131390,13-Dec,,,,,
5876,(주)원익피앤이,131390,14-Dec,32376756,25449202,0.79,,
5877,(주)원익피앤이,131390,15-Dec,44214958,34044267,0.77,0.79,-2.597402597
5878,(주)원익피앤이,131390,16-Dec,46821029,35998147,0.77,0.77,0
5879,(주)원익피앤이,131390,17-Dec,73627902,53528433,0.73,0.77,-5.479452055
5880,(주)원익피앤이,131390,18-Dec,102753495,74971002,0.73,0.73,0
5881,(주)원익피앤이,131390,19-Dec,147158084,114622810,0.78,0.73,6.41025641
5883,(주)원익홀딩스,30530,11-Dec,340383692,237181434,0.7,0.68,2.857142857
5884,(주)원익홀딩스,30530,12-Dec,348738459,238894812,0.69,0.7,-1.449275362
5885,(주)원익홀딩스,30530,13-Dec,423025269,284571651,0.67,0.69,-2.985074627
5886,(주)원익홀딩스,30530,14-Dec,557208915,360452639,0.65,0.67,-3.076923077
5887,(주)원익홀딩스,30530,15-Dec,647382729,428237498,0.66,0.65,1.515151515
5888,(주)원익홀딩스,30530,16-Dec,294905605,209135216,0.71,0.66,7.042253521
5889,(주)원익홀딩스,30530,17-Dec,481986655,342142586,0.71,0.71,0
5890,(주)원익홀딩스,30530,18-Dec,500162429,350418925,0.7,0.71,-1.428571429
5891,(주)원익홀딩스,30530,19-Dec,450752790,313872350,0.7,0.7,0
5893,(주)원일특강,12620,11-Dec,233577023,212937007,0.91,0.9,1.098901099
5894,(주)원일특강,12620,12-Dec,224044598,205032935,0.92,0.91,1.086956522
5895,(주)원일특강,12620,13-Dec,221668813,201168746,0.91,0.92,-1.098901099
5896,(주)원일특강,12620,14-Dec,233531212,212048240,0.91,0.91,0
5897,(주)원일특강,12620,15-Dec,235251862,217736514,0.93,0.91,2.150537634
5898,(주)원일특강,12620,16-Dec,206402010,186569605,0.9,0.93,-3.333333333
5899,(주)원일특강,12620,17-Dec,233964615,213082580,0.91,0.9,1.098901099
5900,(주)원일특강,12620,18-Dec,255861298,233794795,0.91,0.91,0
5901,(주)원일특강,12620,19-Dec,255805707,235712759,0.92,0.91,1.086956522
5903,(주)원풍,8370,11-Dec,106667892,93473772,0.88,0.88,0
5904,(주)원풍,8370,12-Dec,104432417,90482156,0.87,0.88,-1.149425287
5905,(주)원풍,8370,13-Dec,89384753,77565958,0.87,0.87,0
5906,(주)원풍,8370,14-Dec,82926350,70817765,0.85,0.87,-2.352941176
5907,(주)원풍,8370,15-Dec,82559433,66331507,0.8,0.85,-6.25
5908,(주)원풍,8370,16-Dec,75029146,62661059,0.84,0.8,4.761904762
5909,(주)원풍,8370,17-Dec,71268328,62992481,0.88,0.84,4.545454545
5910,(주)원풍,8370,18-Dec,68294682,62462522,0.91,0.88,3.296703297
5911,(주)원풍,8370,19-Dec,72852529,64560934,0.89,0.91,-2.247191011
5913,(주)월덱스,101160,11-Dec,91483082,65553690,0.72,0.68,5.555555556
5914,(주)월덱스,101160,12-Dec,74207890,61453001,0.83,0.72,13.25301205
5915,(주)월덱스,101160,13-Dec,68328754,57883068,0.85,0.83,2.352941176
5916,(주)월덱스,101160,14-Dec,64525762,47773234,0.74,0.85,-14.86486486
5917,(주)월덱스,101160,15-Dec,67628331,51507767,0.76,0.74,2.631578947
5918,(주)월덱스,101160,16-Dec,69470429,51959047,0.75,0.76,-1.333333333
5919,(주)월덱스,101160,17-Dec,88763719,64042371,0.72,0.75,-4.166666667
5920,(주)월덱스,101160,18-Dec,105542800,70187005,0.67,0.72,-7.462686567
5921,(주)월덱스,101160,19-Dec,117442639,79345893,0.68,0.67,1.470588235
5922,(주)웨이버스,336060,19-Dec,,,,,
5924,(주)웨이브일렉트로닉스,95270,11-Dec,38587546,28105705,0.73,0.65,10.95890411
5925,(주)웨이브일렉트로닉스,95270,12-Dec,26409244,14650705,0.55,0.73,-32.72727273
5926,(주)웨이브일렉트로닉스,95270,13-Dec,39266738,25915742,0.66,0.55,16.66666667
5927,(주)웨이브일렉트로닉스,95270,14-Dec,40288078,28044563,0.7,0.66,5.714285714
5928,(주)웨이브일렉트로닉스,95270,15-Dec,30577019,22991371,0.75,0.7,6.666666667
5929,(주)웨이브일렉트로닉스,95270,16-Dec,44710151,34601549,0.77,0.75,2.597402597
5930,(주)웨이브일렉트로닉스,95270,17-Dec,55318246,35363862,0.64,0.77,-20.3125
5931,(주)웨이브일렉트로닉스,95270,18-Dec,48067633,33029612,0.69,0.64,7.246376812
5932,(주)웨이브일렉트로닉스,95270,19-Dec,37284783,27466970,0.74,0.69,6.756756757
5934,(주)웰크론,65950,11-Dec,161245078,113417228,0.7,0.71,-1.428571429
5935,(주)웰크론,65950,12-Dec,263923003,203739363,0.77,0.7,9.090909091
5936,(주)웰크론,65950,13-Dec,230138016,179572405,0.78,0.77,1.282051282
