,회사명,회계년도,거래소코드_x,매출원가율,매출원가감소율,산업중간값,산업중간값여부,감소율여부,매출원가감소율여부
8148,피에스텍,19-Dec,2230,0.88,6.818181818,89.98,0,0,0
8149,피에이치씨,11-Dec,57880,0.81,3.703703704,78.63,0,0,0
8150,피에이치씨,12-Dec,57880,0.93,12.90322581,79.75,0,0,0
8151,피에이치씨,13-Dec,57880,0.72,-29.16666667,81.65,0,1,0
8152,피에이치씨,14-Dec,57880,1.78,59.5505618,81.58,0,0,0
8153,피에이치씨,15-Dec,57880,0.98,-81.63265306,81.36,0,1,0
8154,피에이치씨,16-Dec,57880,0.73,-34.24657534,82.3,0,1,0
8155,피에이치씨,17-Dec,57880,1.02,28.43137255,81.2,0,0,0
8156,피에이치씨,18-Dec,57880,0.8,-27.5,81.97,0,1,0
8157,피에이치씨,19-Dec,57880,0.85,5.882352941,81.8,0,0,0
8158,피엔티,12-Dec,137400,0.8,0,75.13,0,0,0
8159,피엔티,13-Dec,137400,0.88,9.090909091,74.77,0,0,0
8160,피엔티,14-Dec,137400,0.83,-6.024096386,76.93,0,0,0
8161,피엔티,15-Dec,137400,0.89,6.741573034,77.48,0,0,0
8162,피엔티,16-Dec,137400,0.79,-12.65822785,78.73,0,0,0
8163,피엔티,17-Dec,137400,0.84,5.952380952,80.02,0,0,0
8164,피엔티,18-Dec,137400,0.93,9.677419355,81.15,0,0,0
8165,피엔티,19-Dec,137400,0.9,-3.333333333,80.98,0,0,0
8166,피엔풍년,11-Dec,24940,1,0,82.3,0,0,0
8167,피엔풍년,12-Dec,24940,1,0,81.985,0,0,0
8168,피엔풍년,13-Dec,24940,1,0,81.55,0,0,0
8169,피엔풍년,14-Dec,24940,1,0,81.985,0,0,0
8170,피엔풍년,15-Dec,24940,1,0,83.13,0,0,0
8171,피엔풍년,16-Dec,24940,1,0,82.425,0,0,0
8172,피엔풍년,17-Dec,24940,1,0,84.185,0,0,0
8173,피엔풍년,18-Dec,24940,1,0,84.755,0,0,0
8174,피엔풍년,19-Dec,24940,1,0,85.49,0,0,0
8175,픽셀플러스,15-Dec,87600,0.73,0,81.36,0,0,0
8176,픽셀플러스,16-Dec,87600,1,0,82.3,0,0,0
8177,픽셀플러스,17-Dec,87600,1,0,81.2,0,0,0
8178,픽셀플러스,18-Dec,87600,1,0,81.97,0,0,0
8179,픽셀플러스,19-Dec,87600,1,0,81.8,0,0,0
8180,필옵틱스,17-Dec,161580,0.86,0,80.02,0,0,0
8181,필옵틱스,18-Dec,161580,1.07,19.62616822,81.15,0,0,0
8182,필옵틱스,19-Dec,161580,0.9,-18.88888889,80.98,0,0,0
8183,하나마이크론,11-Dec,67310,0.9,6.666666667,78.63,0,0,0
8184,하나마이크론,12-Dec,67310,0.95,5.263157895,79.75,0,0,0
8185,하나마이크론,13-Dec,67310,0.92,-3.260869565,81.65,0,0,0
8186,하나마이크론,14-Dec,67310,0.84,-9.523809524,81.58,0,0,0
8187,하나마이크론,15-Dec,67310,0.85,1.176470588,81.36,0,0,0
8188,하나마이크론,16-Dec,67310,0.9,5.555555556,82.3,0,0,0
8189,하나마이크론,17-Dec,67310,0.86,-4.651162791,81.2,0,0,0
8190,하나마이크론,18-Dec,67310,0.81,-6.172839506,81.97,0,0,0
8191,하나마이크론,19-Dec,67310,0.82,1.219512195,81.8,0,0,0
8192,하나투어,11-Dec,39130,0.91,0,0.0,1,0,0
8193,하나투어,12-Dec,39130,0.87,0,16.675,0,0,0
8194,하나투어,13-Dec,39130,0.89,0,24.03,0,0,0
8195,하나투어,14-Dec,39130,0.9,0,3.835,0,0,0
8196,하나투어,15-Dec,39130,0.9,0,3.72,0,0,0
8197,하나투어,16-Dec,39130,0.96,0,1.06,0,0,0
8198,하나투어,17-Dec,39130,1.12,0,0.0,1,0,0
8199,하나투어,18-Dec,39130,0.97,0,1.985,0,0,0
8200,하나투어,19-Dec,39130,0.99,0,2.785,0,0,0
8201,하림,11-Dec,136480,1,0,72.41,0,0,0
8202,하림,12-Dec,136480,1,0,73.05,0,0,0
8203,하림,13-Dec,136480,1,0,72.785,0,0,0
8204,하림,14-Dec,136480,0.85,0,72.72,0,0,0
8205,하림,15-Dec,136480,0.83,-2.409638554,72.09,0,0,0
8206,하림,16-Dec,136480,0.81,-2.469135802,71.455,0,0,0
8207,하림,17-Dec,136480,0.82,1.219512195,72.655,0,0,0
8208,하림,18-Dec,136480,0.84,2.380952381,74.955,0,0,0
8209,하림,19-Dec,136480,0.89,5.617977528,79.39,0,0,0
8210,하이로닉,14-Dec,149980,1,0,50.39,0,0,0
8211,하이로닉,15-Dec,149980,0.33,0,49.29,0,0,0
8212,하이로닉,16-Dec,149980,0.36,8.333333333,56.81,0,0,0
8213,하이로닉,17-Dec,149980,0.35,-2.857142857,64.32,0,0,0
8214,하이로닉,18-Dec,149980,0.41,14.63414634,63.41,0,0,0
8215,하이로닉,19-Dec,149980,0.4,-2.5,64.46,0,0,0
8216,하이소닉,11-Dec,106080,0.91,0,78.63,0,0,0
8217,하이소닉,12-Dec,106080,0.77,-18.18181818,79.75,0,0,0
8218,하이소닉,13-Dec,106080,0.99,22.22222222,81.65,0,0,0
8219,하이소닉,14-Dec,106080,1.02,2.941176471,81.58,0,0,0
8220,하이소닉,15-Dec,106080,0.89,-14.60674157,81.36,0,0,0
8221,하이소닉,16-Dec,106080,1,11,82.3,0,0,0
8222,하이소닉,17-Dec,106080,0.92,-8.695652174,81.2,0,0,0
8223,하이소닉,18-Dec,106080,1.07,14.01869159,81.97,0,0,0
8224,하이소닉,19-Dec,106080,1.21,11.57024793,81.8,0,0,0
8225,하이스틸,11-Dec,71090,1,0,90.89,0,0,0
8226,하이스틸,12-Dec,71090,1,0,91.46,0,0,0
8227,하이스틸,13-Dec,71090,1,0,91.98,0,0,0
8228,하이스틸,14-Dec,71090,1,0,91.175,0,0,0
8229,하이스틸,15-Dec,71090,1,0,90.055,0,0,0
8230,하이스틸,16-Dec,71090,1,0,89.125,0,0,0
8231,하이스틸,17-Dec,71090,0.87,0,90.23,0,0,0
8232,하이스틸,18-Dec,71090,0.97,10.30927835,91.965,0,0,0
8233,하이스틸,19-Dec,71090,0.94,-3.191489362,92.405,0,0,0
8234,하이즈항공,15-Dec,221840,1,0,88.85,0,0,0
8235,하이즈항공,16-Dec,221840,1,0,87.545,0,0,0
8236,하이즈항공,17-Dec,221840,0.88,0,88.54,0,0,0
8237,하이즈항공,18-Dec,221840,0.88,0,91.865,0,0,0
8238,하이즈항공,19-Dec,221840,0.86,-2.325581395,90.035,0,0,0
8239,하이텍팜,11-Dec,106190,1,0,41.73,0,0,0
8240,하이텍팜,12-Dec,106190,1,0,41.84,0,0,0
8241,하이텍팜,13-Dec,106190,1,0,43.25,0,0,0
8242,하이텍팜,14-Dec,106190,1,0,44.93,0,0,0
8243,하이텍팜,15-Dec,106190,1,0,48.21,0,0,0
8244,하이텍팜,16-Dec,106190,1,0,52.51,0,0,0
8245,하이텍팜,17-Dec,106190,1,0,52.32,0,0,0
8246,하이텍팜,18-Dec,106190,1,0,54.69,0,0,0
8247,하이텍팜,19-Dec,106190,1,0,57.6,0,0,0
8248,하츠,11-Dec,66130,1,0,79.665,0,0,0
8249,하츠,12-Dec,66130,1,0,81.545,0,0,0
8250,하츠,13-Dec,66130,1,0,81.135,0,0,0
8251,하츠,14-Dec,66130,1,0,81.835,0,0,0
8252,하츠,15-Dec,66130,1,0,82.075,0,0,0
8253,하츠,16-Dec,66130,1,0,81.51,0,0,0
8254,하츠,17-Dec,66130,1,0,83.595,0,0,0
8255,하츠,18-Dec,66130,1,0,84.085,0,0,0
8256,하츠,19-Dec,66130,1,0,86.18,0,0,0
8257,한국강,11-Dec,25890,1,0,73.85,0,0,0
8258,한국강,12-Dec,25890,1,0,75.13,0,0,0
8259,한국강,13-Dec,25890,1,0,74.77,0,0,0
8260,한국강,14-Dec,25890,1,0,76.93,0,0,0
8261,한국강,15-Dec,25890,1,0,77.48,0,0,0
8262,한국강,16-Dec,25890,1,0,78.73,0,0,0
8263,한국강,17-Dec,25890,1,0,80.02,0,0,0
8264,한국강,18-Dec,25890,1,0,81.15,0,0,0
8265,한국강,19-Dec,25890,1,0,80.98,0,0,0
8266,한국수출포장공업,11-Dec,2200,0.87,0,87.015,0,0,0
8267,한국수출포장공업,12-Dec,2200,0.77,-12.98701299,83.365,0,0,0
8268,한국수출포장공업,13-Dec,2200,0.84,8.333333333,84.915,0,0,0
8269,한국수출포장공업,14-Dec,2200,0.83,-1.204819277,85.41,0,0,0
8270,한국수출포장공업,15-Dec,2200,0.87,4.597701149,85.895,0,0,0
8271,한국수출포장공업,16-Dec,2200,0.87,0,85.305,0,0,0
8272,한국수출포장공업,17-Dec,2200,0.93,6.451612903,88.34,0,0,0
8273,한국수출포장공업,18-Dec,2200,0.82,-13.41463415,84.105,0,0,0
8274,한국수출포장공업,19-Dec,2200,0.83,1.204819277,84.59,0,0,0
8275,한국앤컴퍼니,11-Dec,240,0.74,5.405405405,82.36,0,0,0
8276,한국앤컴퍼니,12-Dec,240,1,0,81.89,0,0,0
8277,한국앤컴퍼니,13-Dec,240,1,0,80.455,0,0,0
8278,한국앤컴퍼니,14-Dec,240,1,0,81.39,0,0,0
8279,한국앤컴퍼니,15-Dec,240,1,0,80.885,0,0,0
8280,한국앤컴퍼니,16-Dec,240,0.5,0,79.14,0,0,0
8281,한국앤컴퍼니,17-Dec,240,0.64,21.875,82.615,0,0,0
8282,한국앤컴퍼니,18-Dec,240,0.66,3.03030303,83.27,0,0,0
8283,한국앤컴퍼니,19-Dec,240,0.69,4.347826087,81.665,0,0,0
8284,한국전력공사,11-Dec,15760,0.99,7.070707071,91.06,0,0,0
8285,한국전력공사,12-Dec,15760,0.98,-1.020408163,91.5,0,0,0
8286,한국전력공사,13-Dec,15760,0.94,-4.255319149,92.2,0,0,0
8287,한국전력공사,14-Dec,15760,0.87,-8.045977011,91.89,0,0,0
8288,한국전력공사,15-Dec,15760,0.77,-12.98701299,89.76,0,0,0
8289,한국전력공사,16-Dec,15760,0.76,-1.315789474,87.27,0,0,0
8290,한국전력공사,17-Dec,15760,0.87,12.64367816,87.11,0,0,0
8291,한국전력공사,18-Dec,15760,0.96,9.375,87.65,0,0,0
8292,한국전력공사,19-Dec,15760,0.98,2.040816327,86.35,0,0,0
8293,한국전자홀딩스,11-Dec,6200,0.9,-1.111111111,0.0,1,0,0
8294,한국전자홀딩스,12-Dec,6200,0.96,6.25,0.0,1,0,0
8295,한국전자홀딩스,13-Dec,6200,0.9,-6.666666667,0.0,1,0,0
8296,한국전자홀딩스,14-Dec,6200,0.89,-1.123595506,0.0,1,0,0
8297,한국전자홀딩스,15-Dec,6200,0.89,0,0.0,1,0,0
8298,한국전자홀딩스,16-Dec,6200,0.89,0,0.0,1,0,0
8299,한국전자홀딩스,17-Dec,6200,0.82,-8.536585366,0.0,1,0,0
8300,한국전자홀딩스,18-Dec,6200,0.81,-1.234567901,0.0,1,0,0
8301,한국전자홀딩스,19-Dec,6200,0.86,5.813953488,0.0,1,0,0
8302,한국정밀기계,11-Dec,101680,1,0,73.85,0,0,0
8303,한국정밀기계,12-Dec,101680,1,0,75.13,0,0,0
8304,한국정밀기계,13-Dec,101680,1,0,74.77,0,0,0
8305,한국정밀기계,14-Dec,101680,1,0,76.93,0,0,0
8306,한국정밀기계,15-Dec,101680,1,0,77.48,0,0,0
8307,한국정밀기계,16-Dec,101680,1,0,78.73,0,0,0
8308,한국정밀기계,17-Dec,101680,1,0,80.02,0,0,0
8309,한국정밀기계,18-Dec,101680,1,0,81.15,0,0,0
8310,한국정밀기계,19-Dec,101680,1,0,80.98,0,0,0
8311,한국정보공학,11-Dec,39740,0.93,2.150537634,80.81,0,0,0
8312,한국정보공학,12-Dec,39740,0.9,-3.333333333,81.77,0,0,0
8313,한국정보공학,13-Dec,39740,0.89,-1.123595506,80.31,0,0,0
8314,한국정보공학,14-Dec,39740,0.89,0,80.28,0,0,0
8315,한국정보공학,15-Dec,39740,0.9,1.111111111,81.66,0,0,0
8316,한국정보공학,16-Dec,39740,0.93,3.225806452,82.9,0,0,0
8317,한국정보공학,17-Dec,39740,0.91,-2.197802198,82.45,0,0,0
8318,한국정보공학,18-Dec,39740,0.93,2.150537634,83.32,0,0,0
8319,한국정보공학,19-Dec,39740,0.92,-1.086956522,83.47,0,0,0
8320,한국조선해양,11-Dec,9540,0.87,8.045977011,82.98,0,0,0
8321,한국조선해양,12-Dec,9540,0.92,5.434782609,82.985,0,0,0
8322,한국조선해양,13-Dec,9540,0.94,2.127659574,88.0,0,0,0
8323,한국조선해양,14-Dec,9540,1.01,6.930693069,91.475,0,0,0
8324,한국조선해양,15-Dec,9540,0.97,-4.12371134,88.85,0,0,0
8325,한국조선해양,16-Dec,9540,0.89,-8.988764045,87.545,0,0,0
8326,한국조선해양,17-Dec,9540,0.93,4.301075269,88.54,0,0,0
8327,한국조선해양,18-Dec,9540,0.97,4.12371134,91.865,0,0,0
8328,한국조선해양,19-Dec,9540,0.93,-4.301075269,90.035,0,0,0
8329,한국종합기술,11-Dec,23350,1,0,85.355,0,0,0
8330,한국종합기술,12-Dec,23350,1,0,84.965,0,0,0
8331,한국종합기술,13-Dec,23350,1,0,83.825,0,0,0
8332,한국종합기술,14-Dec,23350,1,0,85.75,0,0,0
8333,한국종합기술,15-Dec,23350,1,0,83.845,0,0,0
8334,한국종합기술,16-Dec,23350,1,0,86.755,0,0,0
8335,한국종합기술,17-Dec,23350,1,0,83.805,0,0,0
8336,한국종합기술,18-Dec,23350,1,0,83.645,0,0,0
8337,한국종합기술,19-Dec,23350,1,0,73.735,0,0,0
8338,한국지역난방공사,11-Dec,71320,0.94,6.382978723,91.06,0,0,0
8339,한국지역난방공사,12-Dec,71320,0.89,-5.617977528,91.5,0,0,0
8340,한국지역난방공사,13-Dec,71320,0.89,0,92.2,0,0,0
8341,한국지역난방공사,14-Dec,71320,1,0,91.89,0,0,0
8342,한국지역난방공사,15-Dec,71320,1,0,89.76,0,0,0
8343,한국지역난방공사,16-Dec,71320,1,0,87.27,0,0,0
8344,한국지역난방공사,17-Dec,71320,1,0,87.11,0,0,0
8345,한국지역난방공사,18-Dec,71320,0.95,0,87.65,0,0,0
8346,한국지역난방공사,19-Dec,71320,0.94,-1.063829787,86.35,0,0,0
8347,한국철강,11-Dec,104700,1,0,90.89,0,0,0
8348,한국철강,12-Dec,104700,1,0,91.46,0,0,0
8349,한국철강,13-Dec,104700,1,0,91.98,0,0,0
8350,한국철강,14-Dec,104700,1,0,91.175,0,0,0
8351,한국철강,15-Dec,104700,1,0,90.055,0,0,0
8352,한국철강,16-Dec,104700,1,0,89.125,0,0,0
8353,한국철강,17-Dec,104700,1,0,90.23,0,0,0
8354,한국철강,18-Dec,104700,1,0,91.965,0,0,0
8355,한국철강,19-Dec,104700,1,0,92.405,0,0,0
8356,한국컴퓨터,11-Dec,54040,0.95,1.052631579,78.63,0,0,0
8357,한국컴퓨터,12-Dec,54040,0.97,2.06185567,79.75,0,0,0
8358,한국컴퓨터,13-Dec,54040,0.94,-3.191489362,81.65,0,0,0
8359,한국컴퓨터,14-Dec,54040,0.96,2.083333333,81.58,0,0,0
8360,한국컴퓨터,15-Dec,54040,0.96,0,81.36,0,0,0
8361,한국컴퓨터,16-Dec,54040,0.95,-1.052631579,82.3,0,0,0
8362,한국컴퓨터,17-Dec,54040,0.95,0,81.2,0,0,0
8363,한국컴퓨터,18-Dec,54040,0.99,4.04040404,81.97,0,0,0
8364,한국컴퓨터,19-Dec,54040,0.89,-11.23595506,81.8,0,0,0
8365,한국코퍼레이션,11-Dec,50540,0.85,-5.882352941,0.0,1,0,0
8366,한국코퍼레이션,12-Dec,50540,1,0,16.675,0,0,0
8367,한국코퍼레이션,13-Dec,50540,0.89,0,24.03,0,0,0
8368,한국코퍼레이션,14-Dec,50540,0.9,1.111111111,3.835,0,0,0
8369,한국코퍼레이션,15-Dec,50540,0.92,2.173913043,3.72,0,0,0
8370,한국코퍼레이션,16-Dec,50540,0.9,-2.222222222,1.06,0,0,0
8371,한국코퍼레이션,17-Dec,50540,0.92,2.173913043,0.0,1,0,0
8372,한국코퍼레이션,18-Dec,50540,0.94,2.127659574,1.985,0,0,0
8373,한국코퍼레이션,19-Dec,50540,0.94,0,2.785,0,0,0
8374,한국테크놀로지,11-Dec,53590,0.73,13.69863014,80.81,0,0,0
8375,한국테크놀로지,12-Dec,53590,1,0,81.77,0,0,0
8376,한국테크놀로지,13-Dec,53590,1,0,80.31,0,0,0
8377,한국테크놀로지,14-Dec,53590,1,0,80.28,0,0,0
8378,한국테크놀로지,15-Dec,53590,1,0,81.66,0,0,0
8379,한국테크놀로지,16-Dec,53590,1,0,82.9,0,0,0
8380,한국테크놀로지,17-Dec,53590,1,0,82.45,0,0,0
8381,한국테크놀로지,18-Dec,53590,1,0,83.32,0,0,0
8382,한국테크놀로지,19-Dec,53590,0.92,0,83.47,0,0,0
8383,한국특강,11-Dec,7280,1,0,90.89,0,0,0
8384,한국특강,12-Dec,7280,1,0,91.46,0,0,0
8385,한국특강,13-Dec,7280,1,0,91.98,0,0,0
8386,한국특강,14-Dec,7280,1,0,91.175,0,0,0
8387,한국특강,15-Dec,7280,1,0,90.055,0,0,0
8388,한국특강,16-Dec,7280,1,0,89.125,0,0,0
8389,한국특강,17-Dec,7280,1,0,90.23,0,0,0
8390,한국특강,18-Dec,7280,1,0,91.965,0,0,0
8391,한국특강,19-Dec,7280,1,0,92.405,0,0,0
8392,한국팩키지,11-Dec,37230,1,0,87.015,0,0,0
8393,한국팩키지,12-Dec,37230,1,0,83.365,0,0,0
8394,한국팩키지,13-Dec,37230,1,0,84.915,0,0,0
8395,한국팩키지,14-Dec,37230,1,0,85.41,0,0,0
8396,한국팩키지,15-Dec,37230,1,0,85.895,0,0,0
8397,한국팩키지,16-Dec,37230,1,0,85.305,0,0,0
8398,한국팩키지,17-Dec,37230,1,0,88.34,0,0,0
8399,한국팩키지,18-Dec,37230,1,0,84.105,0,0,0
8400,한국팩키지,19-Dec,37230,1,0,84.59,0,0,0
8401,한국프랜지공업,11-Dec,10100,0.94,2.127659574,86.155,0,0,0
8402,한국프랜지공업,12-Dec,10100,0.92,-2.173913043,87.3,0,0,0
8403,한국프랜지공업,13-Dec,10100,0.92,0,87.315,0,0,0
8404,한국프랜지공업,14-Dec,10100,0.94,2.127659574,87.805,0,0,0
8405,한국프랜지공업,15-Dec,10100,0.94,0,86.72,0,0,0
8406,한국프랜지공업,16-Dec,10100,0.95,1.052631579,87.335,0,0,0
8407,한국프랜지공업,17-Dec,10100,0.97,2.06185567,88.505,0,0,0
8408,한국프랜지공업,18-Dec,10100,0.94,-3.191489362,89.65,0,0,0
8409,한국프랜지공업,19-Dec,10100,0.93,-1.075268817,89.98,0,0,0
8410,한국항공우산업,11-Dec,47810,0.86,0,82.98,0,0,0
8411,한국항공우산업,12-Dec,47810,0.85,-1.176470588,82.985,0,0,0
8412,한국항공우산업,13-Dec,47810,0.88,3.409090909,88.0,0,0,0
8413,한국항공우산업,14-Dec,47810,0.86,-2.325581395,91.475,0,0,0
8414,한국항공우산업,15-Dec,47810,0.83,-3.614457831,88.85,0,0,0
8415,한국항공우산업,16-Dec,47810,0.85,2.352941176,87.545,0,0,0
8416,한국항공우산업,17-Dec,47810,1.01,15.84158416,88.54,0,0,0
8417,한국항공우산업,18-Dec,47810,0.87,-16.09195402,91.865,0,0,0
8418,한국항공우산업,19-Dec,47810,0.85,-2.352941176,90.035,0,0,0
8419,한국화장품,11-Dec,123690,0.36,-13.88888889,80.81,0,0,0
8420,한국화장품,12-Dec,123690,0.41,12.19512195,81.77,0,0,0
8421,한국화장품,13-Dec,123690,0.42,2.380952381,80.31,0,0,0
8422,한국화장품,14-Dec,123690,0.43,2.325581395,80.28,0,0,0
8423,한국화장품,15-Dec,123690,0.41,-4.87804878,81.66,0,0,0
8424,한국화장품,16-Dec,123690,0.45,8.888888889,82.9,0,0,0
8425,한국화장품,17-Dec,123690,0.44,-2.272727273,82.45,0,0,0
8426,한국화장품,18-Dec,123690,0.46,4.347826087,83.32,0,0,0
8427,한국화장품,19-Dec,123690,0.45,-2.222222222,83.47,0,0,0
8428,한국화장품제조,11-Dec,3350,1,0,77.91,0,0,0
8429,한국화장품제조,12-Dec,3350,1,0,80.41,0,0,0
8430,한국화장품제조,13-Dec,3350,1,0,80.36,0,0,0
8431,한국화장품제조,14-Dec,3350,1,0,79.71,0,0,0
8432,한국화장품제조,15-Dec,3350,1,0,77.5,0,0,0
8433,한국화장품제조,16-Dec,3350,1,0,77.25,0,0,0
8434,한국화장품제조,17-Dec,3350,1,0,78.45,0,0,0
8435,한국화장품제조,18-Dec,3350,1,0,81.48,0,0,0
8436,한국화장품제조,19-Dec,3350,1,0,79.49,0,0,0
8437,한독,11-Dec,2390,0.63,3.174603175,41.73,0,0,0
8438,한독,12-Dec,2390,0.68,7.352941176,41.84,0,0,0
8439,한독,13-Dec,2390,0.7,2.857142857,43.25,0,0,0
8440,한독,14-Dec,2390,1,0,44.93,0,0,0
8441,한독,15-Dec,2390,0.66,0,48.21,0,0,0
8442,한독,16-Dec,2390,0.68,2.941176471,52.51,0,0,0
8443,한독,17-Dec,2390,0.68,0,52.32,0,0,0
8444,한독,18-Dec,2390,0.65,-4.615384615,54.69,0,0,0
8445,한독,19-Dec,2390,0.65,0,57.6,0,0,0
8446,한라,11-Dec,14790,0.9,2.222222222,90.885,0,0,0
8447,한라,12-Dec,14790,0.93,3.225806452,91.785,0,0,0
8448,한라,13-Dec,14790,0.96,3.125,93.005,0,0,0
8449,한라,14-Dec,14790,0.89,-7.865168539,92.97,0,0,0
8450,한라,15-Dec,14790,0.88,-1.136363636,91.755,0,0,0
8451,한라,16-Dec,14790,0.86,-2.325581395,90.575,0,0,0
8452,한라,17-Dec,14790,0.85,-1.176470588,90.275,0,0,0
8453,한라,18-Dec,14790,0.87,2.298850575,89.78,0,0,0
8454,한라,19-Dec,14790,0.87,0,90.355,0,0,0
8455,한라아이엠에스,11-Dec,92460,0.69,13.04347826,82.98,0,0,0
8456,한라아이엠에스,12-Dec,92460,0.75,8,82.985,0,0,0
8457,한라아이엠에스,13-Dec,92460,0.77,2.597402597,88.0,0,0,0
8458,한라아이엠에스,14-Dec,92460,0.71,-8.450704225,91.475,0,0,0
8459,한라아이엠에스,15-Dec,92460,0.69,-2.898550725,88.85,0,0,0
8460,한라아이엠에스,16-Dec,92460,0.69,0,87.545,0,0,0
8461,한라아이엠에스,17-Dec,92460,0.72,4.166666667,88.54,0,0,0
8462,한라아이엠에스,18-Dec,92460,0.67,-7.462686567,91.865,0,0,0
8463,한라아이엠에스,19-Dec,92460,0.71,5.633802817,90.035,0,0,0
8464,한빛소프트,11-Dec,47080,0.61,3.278688525,5.55,0,0,0
8465,한빛소프트,12-Dec,47080,0.57,-7.01754386,9.16,0,0,0
8466,한빛소프트,13-Dec,47080,0.54,-5.555555556,9.26,0,0,0
8467,한빛소프트,14-Dec,47080,0.56,3.571428571,9.49,0,0,0
8468,한빛소프트,15-Dec,47080,0.6,6.666666667,26.25,0,0,0
8469,한빛소프트,16-Dec,47080,0.75,20,32.73,0,0,0
8470,한빛소프트,17-Dec,47080,0.7,-7.142857143,35.91,0,0,0
8471,한빛소프트,18-Dec,47080,0.68,-2.941176471,40.29,0,0,0
8472,한빛소프트,19-Dec,47080,0.73,6.849315068,47.1,0,0,0
8473,한성기업,11-Dec,3680,0.82,1.219512195,72.41,0,0,0
8474,한성기업,12-Dec,3680,0.82,0,73.05,0,0,0
8475,한성기업,13-Dec,3680,0.83,1.204819277,72.785,0,0,0
8476,한성기업,14-Dec,3680,0.83,0,72.72,0,0,0
8477,한성기업,15-Dec,3680,1,0,72.09,0,0,0
8478,한성기업,16-Dec,3680,1,0,71.455,0,0,0
8479,한성기업,17-Dec,3680,1,0,72.655,0,0,0
8480,한성기업,18-Dec,3680,1,0,74.955,0,0,0
8481,한성기업,19-Dec,3680,0.85,0,79.39,0,0,0
8482,한세엠케이,11-Dec,69640,0.38,0,40.48,0,0,0
8483,한세엠케이,12-Dec,69640,0.4,5,42.2,0,0,0
8484,한세엠케이,13-Dec,69640,0.41,2.43902439,41.28,0,0,0
8485,한세엠케이,14-Dec,69640,0.43,4.651162791,44.43,0,0,0
8486,한세엠케이,15-Dec,69640,0.42,-2.380952381,44.29,0,0,0
8487,한세엠케이,16-Dec,69640,0.4,-5,43.36,0,0,0
8488,한세엠케이,17-Dec,69640,0.41,2.43902439,45.09,0,0,0
8489,한세엠케이,18-Dec,69640,0.41,0,44.83,0,0,0
8490,한세엠케이,19-Dec,69640,0.47,12.76595745,43.36,0,0,0
8491,한솔아이원스,13-Dec,114810,1,0,74.77,0,0,0
8492,한솔아이원스,14-Dec,114810,1,0,76.93,0,0,0
8493,한솔아이원스,15-Dec,114810,1,0,77.48,0,0,0
8494,한솔아이원스,16-Dec,114810,1,0,78.73,0,0,0
8495,한솔아이원스,17-Dec,114810,1,0,80.02,0,0,0
8496,한솔아이원스,18-Dec,114810,1,0,81.15,0,0,0
8497,한솔아이원스,19-Dec,114810,0.8,0,80.98,0,0,0
8498,한솔인티큐브,11-Dec,70590,0.68,-4.411764706,76.05,0,0,0
8499,한솔인티큐브,12-Dec,70590,0.7,2.857142857,72.2,0,0,0
8500,한솔인티큐브,13-Dec,70590,0.69,-1.449275362,75.75,0,0,0
8501,한솔인티큐브,14-Dec,70590,1,0,79.68,0,0,0
8502,한솔인티큐브,15-Dec,70590,1,0,81.79,0,0,0
8503,한솔인티큐브,16-Dec,70590,1,0,82.04,0,0,0
8504,한솔인티큐브,17-Dec,70590,1,0,83.55,0,0,0
8505,한솔인티큐브,18-Dec,70590,1,0,84.35,0,0,0
8506,한솔인티큐브,19-Dec,70590,1,0,82.22,0,0,0
8507,한솔제지,15-Dec,213500,0.8,0,85.895,0,0,0
8508,한솔제지,16-Dec,213500,0.78,-2.564102564,85.305,0,0,0
8509,한솔제지,17-Dec,213500,0.83,6.024096386,88.34,0,0,0
8510,한솔제지,18-Dec,213500,0.82,-1.219512195,84.105,0,0,0
8511,한솔제지,19-Dec,213500,0.82,0,84.59,0,0,0
8512,한솔피엔에스,11-Dec,10420,1,0,9.49,0,0,0
8513,한솔피엔에스,12-Dec,10420,1,0,39.415,0,0,0
8514,한솔피엔에스,13-Dec,10420,1,0,36.13,0,0,0
8515,한솔피엔에스,14-Dec,10420,1,0,32.89,0,0,0
8516,한솔피엔에스,15-Dec,10420,1,0,8.75,0,0,0
8517,한솔피엔에스,16-Dec,10420,1,0,8.05,0,0,0
8518,한솔피엔에스,17-Dec,10420,1,0,7.08,0,0,0
8519,한솔피엔에스,18-Dec,10420,1,0,0.0,1,0,0
8520,한솔피엔에스,19-Dec,10420,1,0,0.0,1,0,0
8521,한솔홀딩스,11-Dec,4150,0.83,1.204819277,87.015,0,0,0
8522,한솔홀딩스,12-Dec,4150,0.82,-1.219512195,83.365,0,0,0
8523,한솔홀딩스,13-Dec,4150,0.82,0,84.915,0,0,0
8524,한솔홀딩스,14-Dec,4150,0.85,3.529411765,85.41,0,0,0
8525,한솔홀딩스,15-Dec,4150,0.85,0,85.895,0,0,0
8526,한솔홀딩스,16-Dec,4150,0.83,-2.409638554,85.305,0,0,0
8527,한솔홀딩스,17-Dec,4150,0.92,9.782608696,88.34,0,0,0
8528,한솔홀딩스,18-Dec,4150,0.86,-6.976744186,84.105,0,0,0
8529,한솔홀딩스,19-Dec,4150,0.89,3.370786517,84.59,0,0,0
8530,한솔홈데코,11-Dec,25750,0.88,4.545454545,87.61,0,0,0
8531,한솔홈데코,12-Dec,25750,0.86,-2.325581395,88.94,0,0,0
