회사명,회계년도,거래소코드,매출액(수익)(*)(IFRS연결)(천원)
동방선기,15-Dec,99410,45092509
동방선기,16-Dec,99410,29202617
동방선기,17-Dec,99410,19302291
동방선기,18-Dec,99410,17058634
동방선기,19-Dec,99410,23630293
동성케미컬,11-Dec,102260,582112775
동성케미컬,12-Dec,102260,654021296
동성케미컬,13-Dec,102260,823409697
동성케미컬,14-Dec,102260,905441155
동성케미컬,15-Dec,102260,871224899
동성케미컬,16-Dec,102260,852912858
동성케미컬,17-Dec,102260,827336387
동성케미컬,18-Dec,102260,813073125
동성케미컬,19-Dec,102260,849786144
동성화인텍,11-Dec,33500,177618063
동성화인텍,12-Dec,33500,239381785
동성화인텍,13-Dec,33500,409450161
동성화인텍,14-Dec,33500,420798887
동성화인텍,15-Dec,33500,347135317
동성화인텍,16-Dec,33500,335005289
동성화인텍,17-Dec,33500,230970494
동성화인텍,18-Dec,33500,188129063
동성화인텍,19-Dec,33500,253271782
동양,11-Dec,1520,1491867213
동양,12-Dec,1520,1709382603
동양,13-Dec,1520,567649867
동양,14-Dec,1520,381219825
동양,15-Dec,1520,392665079
동양,16-Dec,1520,439901519
동양,17-Dec,1520,483087800
동양,18-Dec,1520,529745193
동양,19-Dec,1520,539085144
동양고속,11-Dec,84670,203129076
동양고속,12-Dec,84670,115450487
동양고속,13-Dec,84670,127101782
동양고속,14-Dec,84670,136283088
동양고속,15-Dec,84670,135760744
동양고속,16-Dec,84670,155526430
동양고속,17-Dec,84670,141870839
동양고속,18-Dec,84670,132272993
동양고속,19-Dec,84670,140473417
동양에스텍,11-Dec,60380,216818796
동양에스텍,12-Dec,60380,205473230
동양에스텍,13-Dec,60380,224278761
동양에스텍,14-Dec,60380,174225548
동양에스텍,15-Dec,60380,133784506
동양에스텍,16-Dec,60380,151970509
동양에스텍,17-Dec,60380,186236108
동양에스텍,18-Dec,60380,189075199
동양에스텍,19-Dec,60380,212129297
동우팜투테이블,11-Dec,88910,218666059
동우팜투테이블,12-Dec,88910,214253245
동우팜투테이블,13-Dec,88910,251708531
동우팜투테이블,14-Dec,88910,219796482
동우팜투테이블,15-Dec,88910,239667925
동우팜투테이블,16-Dec,88910,235752895
동우팜투테이블,17-Dec,88910,230843688
동우팜투테이블,18-Dec,88910,250159235
동우팜투테이블,19-Dec,88910,270567996
동운아나텍,15-Dec,94170,56872562
동운아나텍,16-Dec,94170,54673627
동운아나텍,17-Dec,94170,54989112
동운아나텍,18-Dec,94170,46698555
동운아나텍,19-Dec,94170,54763967
동일기연,11-Dec,32960,45546692
동일기연,12-Dec,32960,35460962
동일기연,13-Dec,32960,32037652
동일기연,14-Dec,32960,33098686
동일기연,15-Dec,32960,28501761
동일기연,16-Dec,32960,28280102
동일기연,17-Dec,32960,34429354
동일기연,18-Dec,32960,26930368
동일기연,19-Dec,32960,28951585
두산,11-Dec,150,4033312612
두산,12-Dec,150,3833824003
두산,13-Dec,150,21936534160
두산,14-Dec,150,20468238468
두산,15-Dec,150,18960372476
두산,16-Dec,150,16410692546
두산,17-Dec,150,17585204592
두산,18-Dec,150,18172166697
두산,19-Dec,150,18535738102
두산테스나,13-Dec,131970,67808309
두산테스나,14-Dec,131970,47834146
두산테스나,15-Dec,131970,33822200
두산테스나,16-Dec,131970,30280048
두산테스나,17-Dec,131970,47188713
두산테스나,18-Dec,131970,65267823
두산테스나,19-Dec,131970,96831033
듀오백,11-Dec,73190,43295809
듀오백,12-Dec,73190,38673329
듀오백,13-Dec,73190,40419100
듀오백,14-Dec,73190,41712497
듀오백,15-Dec,73190,34845024
듀오백,16-Dec,73190,32483515
듀오백,17-Dec,73190,38859471
듀오백,18-Dec,73190,32678107
듀오백,19-Dec,73190,31808599
드래곤플라이,11-Dec,30350,36773818
드래곤플라이,12-Dec,30350,34046437
드래곤플라이,13-Dec,30350,23034689
드래곤플라이,14-Dec,30350,19613337
드래곤플라이,15-Dec,30350,16519574
드래곤플라이,16-Dec,30350,10939185
드래곤플라이,17-Dec,30350,7565737
드래곤플라이,18-Dec,30350,6373655
드래곤플라이,19-Dec,30350,6081313
드림어스컴퍼니,11-Dec,60570,148471368
드림어스컴퍼니,12-Dec,60570,96863412
드림어스컴퍼니,13-Dec,60570,69412593
드림어스컴퍼니,14-Dec,60570,53191621
드림어스컴퍼니,15-Dec,60570,55637376
드림어스컴퍼니,16-Dec,60570,52327953
드림어스컴퍼니,17-Dec,60570,69451993
드림어스컴퍼니,18-Dec,60570,137849260
드림어스컴퍼니,19-Dec,60570,196961163
디비아이엔씨,11-Dec,12030,511077050
디비아이엔씨,12-Dec,12030,544542768
디비아이엔씨,13-Dec,12030,525450781
디비아이엔씨,14-Dec,12030,283311322
디비아이엔씨,15-Dec,12030,203671200
디비아이엔씨,16-Dec,12030,204809968
디비아이엔씨,17-Dec,12030,199529519
디비아이엔씨,18-Dec,12030,237112636
디비아이엔씨,19-Dec,12030,238505593
디아이,11-Dec,3160,87027369
디아이,12-Dec,3160,93937495
디아이,13-Dec,3160,106942673
디아이,14-Dec,3160,133969332
디아이,15-Dec,3160,105480560
디아이,16-Dec,3160,109725349
디아이,17-Dec,3160,152165620
디아이,18-Dec,3160,195994250
디아이,19-Dec,3160,109539465
디아이씨,11-Dec,92200,519145524
디아이씨,12-Dec,92200,504880496
디아이씨,13-Dec,92200,503605129
디아이씨,14-Dec,92200,502040264
디아이씨,15-Dec,92200,519409720
디아이씨,16-Dec,92200,557499791
디아이씨,17-Dec,92200,632994705
디아이씨,18-Dec,92200,588210775
디아이씨,19-Dec,92200,537765529
디아크,11-Dec,78590,36339241
디아크,12-Dec,78590,33487579
디아크,13-Dec,78590,31284457
디아크,14-Dec,78590,36718175
디아크,15-Dec,78590,39626376
디아크,16-Dec,78590,39105093
디아크,17-Dec,78590,40019060
디아크,18-Dec,78590,43385870
디아크,19-Dec,78590,64599738
디에스앤엘,13-Dec,141020,16492480
디에스앤엘,14-Dec,141020,12123550
디에스앤엘,15-Dec,141020,53708366
디에스앤엘,16-Dec,141020,50063640
디에스앤엘,17-Dec,141020,46442299
디에스앤엘,18-Dec,141020,25153821
디에스앤엘,19-Dec,141020,38570359
디에스케이,11-Dec,109740,37945005
디에스케이,12-Dec,109740,19550609
디에스케이,13-Dec,109740,32036754
디에스케이,14-Dec,109740,35009890
디에스케이,15-Dec,109740,56461731
디에스케이,16-Dec,109740,59535940
디에스케이,17-Dec,109740,103291567
디에스케이,18-Dec,109740,117907273
디에스케이,19-Dec,109740,76480134
디에이테크놀로지,14-Dec,196490,40333039
디에이테크놀로지,15-Dec,196490,60452386
디에이테크놀로지,16-Dec,196490,74923371
디에이테크놀로지,17-Dec,196490,101348011
디에이테크놀로지,18-Dec,196490,92133286
디에이테크놀로지,19-Dec,196490,108845736
디에이피,11-Dec,66900,212427333
디에이피,12-Dec,66900,309642334
디에이피,13-Dec,66900,304367858
디에이피,14-Dec,66900,216686457
디에이피,15-Dec,66900,256089914
디에이피,16-Dec,66900,247819536
디에이피,17-Dec,66900,297905538
디에이피,18-Dec,66900,304108132
디에이피,19-Dec,66900,270484203
디엔에이링크,11-Dec,127120,9150508
디엔에이링크,12-Dec,127120,10037535
디엔에이링크,13-Dec,127120,6666124
디엔에이링크,14-Dec,127120,8732714
디엔에이링크,15-Dec,127120,9419934
디엔에이링크,16-Dec,127120,11483885
디엔에이링크,17-Dec,127120,14480118
디엔에이링크,18-Dec,127120,14876023
디엔에이링크,19-Dec,127120,15572845
디엔에프,11-Dec,92070,25329505
디엔에프,12-Dec,92070,27174584
디엔에프,13-Dec,92070,20605828
디엔에프,14-Dec,92070,61629776
디엔에프,15-Dec,92070,71488720
디엔에프,16-Dec,92070,58221631
디엔에프,17-Dec,92070,74380663
디엔에프,18-Dec,92070,74242592
디엔에프,19-Dec,92070,58814557
디엠에스,11-Dec,68790,230196160
디엠에스,12-Dec,68790,91469485
디엠에스,13-Dec,68790,109258841
디엠에스,14-Dec,68790,104435241
디엠에스,15-Dec,68790,180943915
디엠에스,16-Dec,68790,248848765
디엠에스,17-Dec,68790,268731601
디엠에스,18-Dec,68790,298717912
디엠에스,19-Dec,68790,196206589
디오,11-Dec,39840,51256033
디오,12-Dec,39840,47870234
디오,13-Dec,39840,62794873
디오,14-Dec,39840,61576256
디오,15-Dec,39840,71939173
디오,16-Dec,39840,88019748
디오,17-Dec,39840,94538598
디오,18-Dec,39840,91043124
디오,19-Dec,39840,127165199
디이엔티,11-Dec,79810,45089545
디이엔티,12-Dec,79810,30360810
디이엔티,13-Dec,79810,40762816
디이엔티,14-Dec,79810,25084836
디이엔티,15-Dec,79810,47963195
디이엔티,16-Dec,79810,45512487
디이엔티,17-Dec,79810,180427567
디이엔티,18-Dec,79810,74958203
디이엔티,19-Dec,79810,29668977
디지아이,11-Dec,43360,26955616
디지아이,12-Dec,43360,30811536
디지아이,13-Dec,43360,24543546
디지아이,14-Dec,43360,25893556
디지아이,15-Dec,43360,22052199
디지아이,16-Dec,43360,18979552
디지아이,17-Dec,43360,24750765
디지아이,18-Dec,43360,21067104
디지아이,19-Dec,43360,15369640
디티앤씨,14-Dec,187220,27474396
디티앤씨,15-Dec,187220,31787850
디티앤씨,16-Dec,187220,40391906
디티앤씨,17-Dec,187220,49819705
디티앤씨,18-Dec,187220,59585468
디티앤씨,19-Dec,187220,73787518
라온테크,15-Dec,232680,14070196045
라온테크,16-Dec,232680,18794487194
라온테크,17-Dec,232680,18794487194
라온테크,18-Dec,232680,24340758
라온테크,19-Dec,232680,12632424
라이트론,11-Dec,69540,37556589
라이트론,12-Dec,69540,44020565
라이트론,13-Dec,69540,43728305
라이트론,14-Dec,69540,51695398
라이트론,15-Dec,69540,29687771
라이트론,16-Dec,69540,41502263
라이트론,17-Dec,69540,82344246
라이트론,18-Dec,69540,37937437
라이트론,19-Dec,69540,112769838
랩지노믹스,14-Dec,84650,23201044
랩지노믹스,15-Dec,84650,23589634
랩지노믹스,16-Dec,84650,24057330
랩지노믹스,17-Dec,84650,24806150
랩지노믹스,18-Dec,84650,27538727
랩지노믹스,19-Dec,84650,33175359
레고켐바이오사이언스,13-Dec,141080,839825
레고켐바이오사이언스,14-Dec,141080,870054
레고켐바이오사이언스,15-Dec,141080,1788475
레고켐바이오사이언스,16-Dec,141080,16655492
레고켐바이오사이언스,17-Dec,141080,22056558
레고켐바이오사이언스,18-Dec,141080,25240302
레고켐바이오사이언스,19-Dec,141080,57500139
레드로버,11-Dec,60300,31267795
레드로버,12-Dec,60300,17653673
레드로버,13-Dec,60300,33133113
레드로버,14-Dec,60300,55507516
레드로버,15-Dec,60300,38580776
레드로버,16-Dec,60300,41898015
레드로버,17-Dec,60300,35653276
레드로버,18-Dec,60300,12275976
레드로버,19-Dec,60300,12084598
로보스타,11-Dec,90360,96836013
로보스타,12-Dec,90360,71634123
로보스타,13-Dec,90360,103380119
로보스타,14-Dec,90360,97019458
로보스타,15-Dec,90360,135790834
로보스타,16-Dec,90360,151727888
로보스타,17-Dec,90360,206521699
로보스타,18-Dec,90360,193174244
로보스타,19-Dec,90360,177224395
루멘스,11-Dec,38060,344858086
루멘스,12-Dec,38060,494993284
루멘스,13-Dec,38060,614155062
루멘스,14-Dec,38060,524481150
루멘스,15-Dec,38060,425616476
루멘스,16-Dec,38060,402840610
루멘스,17-Dec,38060,361567289
루멘스,18-Dec,38060,325834561
루멘스,19-Dec,38060,323587779
루트로닉,11-Dec,85370,41972163
루트로닉,12-Dec,85370,46126812
루트로닉,13-Dec,85370,52199655
루트로닉,14-Dec,85370,65077842
루트로닉,15-Dec,85370,72091947
루트로닉,16-Dec,85370,84496686
루트로닉,17-Dec,85370,85772314
루트로닉,18-Dec,85370,92141601
루트로닉,19-Dec,85370,115684801
룽투코리아,11-Dec,60240,21050152
룽투코리아,12-Dec,60240,24727729
룽투코리아,13-Dec,60240,18467429
룽투코리아,14-Dec,60240,12942824
룽투코리아,15-Dec,60240,15367184
룽투코리아,16-Dec,60240,71454495
룽투코리아,17-Dec,60240,52432864
룽투코리아,18-Dec,60240,57526531
룽투코리아,19-Dec,60240,30101838
리노스,11-Dec,39980,72102757
리노스,12-Dec,39980,103885376
리노스,13-Dec,39980,81149579
리노스,14-Dec,39980,104952315
리노스,15-Dec,39980,93896431
리노스,16-Dec,39980,100299628
리노스,17-Dec,39980,101491526
리노스,18-Dec,39980,71640318
리노스,19-Dec,39980,81286180
리더스코스메틱,11-Dec,16100,45125421
리더스코스메틱,12-Dec,16100,53980976
리더스코스메틱,13-Dec,16100,73092610
리더스코스메틱,14-Dec,16100,120038942
리더스코스메틱,15-Dec,16100,172780393
리더스코스메틱,16-Dec,16100,181307216
리더스코스메틱,17-Dec,16100,139934810
리더스코스메틱,18-Dec,16100,139186289
리더스코스메틱,19-Dec,16100,95635456
리드,15-Dec,197210,42616506
리드,16-Dec,197210,35384906
리드,17-Dec,197210,37357618
리드,18-Dec,197210,32781295
리드,19-Dec,197210,18396311
마니커,11-Dec,27740,370785440
마니커,12-Dec,27740,360006903
마니커,13-Dec,27740,351803102
마니커,14-Dec,27740,339887726
마니커,15-Dec,27740,274546428
마니커,16-Dec,27740,229830938
마니커,17-Dec,27740,254619690
마니커,18-Dec,27740,269057963
마니커,19-Dec,27740,241679713
마이크로컨텍솔루션,11-Dec,98120,27052583
마이크로컨텍솔루션,12-Dec,98120,28127306
마이크로컨텍솔루션,13-Dec,98120,31206298
마이크로컨텍솔루션,14-Dec,98120,45732510
마이크로컨텍솔루션,15-Dec,98120,35793920
마이크로컨텍솔루션,16-Dec,98120,27223309
마이크로컨텍솔루션,17-Dec,98120,27006640
마이크로컨텍솔루션,18-Dec,98120,25683997
마이크로컨텍솔루션,19-Dec,98120,34428727
마이크로프랜드,16-Dec,147760,44775162
마이크로프랜드,17-Dec,147760,50189558
마이크로프랜드,18-Dec,147760,40562200
마이크로프랜드,19-Dec,147760,36672298
마크로젠,11-Dec,38290,32381716
마크로젠,12-Dec,38290,44129398
마크로젠,13-Dec,38290,48078047
마크로젠,14-Dec,38290,54129741
마크로젠,15-Dec,38290,79533908
마크로젠,16-Dec,38290,91113058
마크로젠,17-Dec,38290,101792522
마크로젠,18-Dec,38290,110298578
마크로젠,19-Dec,38290,122252823
매직마이크로,15-Dec,127160,65348347
매직마이크로,16-Dec,127160,64824128
매직마이크로,17-Dec,127160,77652131
매직마이크로,18-Dec,127160,80032261
매직마이크로,19-Dec,127160,73799745
메디프론디비티,11-Dec,65650,13231774
메디프론디비티,12-Dec,65650,8833483
메디프론디비티,13-Dec,65650,11326202
메디프론디비티,14-Dec,65650,5407343
메디프론디비티,15-Dec,65650,8215260
메디프론디비티,16-Dec,65650,13096877
메디프론디비티,17-Dec,65650,20910434
메디프론디비티,18-Dec,65650,19889604
메디프론디비티,19-Dec,65650,17412906
메지온,12-Dec,140410,8592283
메지온,13-Dec,140410,4402241
메지온,14-Dec,140410,4454555
메지온,15-Dec,140410,14926336
메지온,16-Dec,140410,8751241
메지온,17-Dec,140410,5585880
메지온,18-Dec,140410,19087500
메지온,19-Dec,140410,18930988
메타랩스,11-Dec,90370,151702805
메타랩스,12-Dec,90370,145623074
메타랩스,13-Dec,90370,141412155
메타랩스,14-Dec,90370,127864762
메타랩스,15-Dec,90370,115996783
메타랩스,16-Dec,90370,92066962
메타랩스,17-Dec,90370,26832432
메타랩스,18-Dec,90370,47375134
메타랩스,19-Dec,90370,86896351
메타바이오메드,11-Dec,59210,27091760
메타바이오메드,12-Dec,59210,44785136
메타바이오메드,13-Dec,59210,63518395
메타바이오메드,14-Dec,59210,61364820
메타바이오메드,15-Dec,59210,68592246
메타바이오메드,16-Dec,59210,65783883
메타바이오메드,17-Dec,59210,65341014
메타바이오메드,18-Dec,59210,63813054
메타바이오메드,19-Dec,59210,59391345
멕아이씨에스,15-Dec,58110,9002910
멕아이씨에스,16-Dec,58110,7920354
멕아이씨에스,17-Dec,58110,8602502
멕아이씨에스,18-Dec,58110,8727657
멕아이씨에스,19-Dec,58110,12863659
멜파스,11-Dec,96640,256242465
멜파스,12-Dec,96640,383271287
멜파스,13-Dec,96640,794289409
멜파스,14-Dec,96640,271876244
멜파스,15-Dec,96640,143845288
멜파스,16-Dec,96640,83326596
멜파스,17-Dec,96640,55841452
멜파스,18-Dec,96640,50785936
멜파스,19-Dec,96640,75991828
모나리자,11-Dec,12690,121931365
모나리자,12-Dec,12690,132796075
모나리자,13-Dec,12690,129863285
모나리자,14-Dec,12690,124816021
모나리자,15-Dec,12690,124972520
모나리자,16-Dec,12690,121396391
모나리자,17-Dec,12690,117359513
모나리자,18-Dec,12690,113031339
모나리자,19-Dec,12690,117954230
모나미,11-Dec,5360,281896616
모나미,12-Dec,5360,262500183
모나미,13-Dec,5360,167554404
모나미,14-Dec,5360,150068816
모나미,15-Dec,5360,142929412
모나미,16-Dec,5360,140171469
모나미,17-Dec,5360,137658031
모나미,18-Dec,5360,135191757
모나미,19-Dec,5360,132038884
모두투어네트워크,11-Dec,80160,124989354
모두투어네트워크,12-Dec,80160,137890131
모두투어네트워크,13-Dec,80160,146960026
모두투어네트워크,14-Dec,80160,164687554
모두투어네트워크,15-Dec,80160,204324822
모두투어네트워크,16-Dec,80160,237084495
모두투어네트워크,17-Dec,80160,290948152
모두투어네트워크,18-Dec,80160,364973001
모두투어네트워크,19-Dec,80160,297168691
모바일리더,11-Dec,100030,10024146
모바일리더,12-Dec,100030,10058128
모바일리더,13-Dec,100030,16648053
모바일리더,14-Dec,100030,13644173
모바일리더,15-Dec,100030,14304760
모바일리더,16-Dec,100030,13419242
모바일리더,17-Dec,100030,13343523
모바일리더,18-Dec,100030,15345180
모바일리더,19-Dec,100030,23558937
모베이스전자,11-Dec,12860,520053457
모베이스전자,12-Dec,12860,574511202
모베이스전자,13-Dec,12860,675644681
모베이스전자,14-Dec,12860,704960522
모베이스전자,15-Dec,12860,718024012
모베이스전자,16-Dec,12860,731169856
모베이스전자,17-Dec,12860,710241532
모베이스전자,18-Dec,12860,717990836
모베이스전자,19-Dec,12860,771679604
모아텍,11-Dec,33200,176287650
모아텍,12-Dec,33200,147624355
모아텍,13-Dec,33200,137249866
모아텍,14-Dec,33200,80650185
모아텍,15-Dec,33200,63821318
모아텍,16-Dec,33200,56642560
무학,11-Dec,33920,202496016
무학,12-Dec,33920,218128966
무학,13-Dec,33920,240065261
무학,14-Dec,33920,290146381
무학,15-Dec,33920,295760850
무학,16-Dec,33920,270169022
무학,17-Dec,33920,250503049
무학,18-Dec,33920,193717859
무학,19-Dec,33920,166377918
미래아이앤지,11-Dec,7120,25733558
미래아이앤지,12-Dec,7120,35018015
미래아이앤지,13-Dec,7120,26771535
미래아이앤지,14-Dec,7120,18787582
미래아이앤지,15-Dec,7120,9161388
미래아이앤지,16-Dec,7120,9828639
미래아이앤지,17-Dec,7120,7707135
미래아이앤지,18-Dec,7120,6445366
미래아이앤지,19-Dec,7120,7476808
미래컴퍼니,11-Dec,49950,107942542
미래컴퍼니,12-Dec,49950,96358872
미래컴퍼니,13-Dec,49950,63723303
미래컴퍼니,14-Dec,49950,44756184
미래컴퍼니,15-Dec,49950,62403918
미래컴퍼니,16-Dec,49950,80414537
미래컴퍼니,17-Dec,49950,181450622
미래컴퍼니,18-Dec,49950,213396156
미래컴퍼니,19-Dec,49950,97432267
미코,11-Dec,59090,124257358
미코,12-Dec,59090,130434043
미코,13-Dec,59090,123649349
미코,14-Dec,59090,135982035
미코,15-Dec,59090,121532809
미코,16-Dec,59090,140956669
미코,17-Dec,59090,183916090
미코,18-Dec,59090,227421583
미코,19-Dec,59090,236170142
