회사명,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
(주)드림시큐리티,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,73.15671798,70.35661239,72.95353212
(주)드림어스컴퍼니,85.24171572,93.25880731,82.54876878,76.70398943,64.51882525,60.88500471,72.58463177,77.98918168,76.29116979,84.4344791
(주)드림텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86.28286838
(주)디딤,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,47.7383299,47.23117532,51.1997916
(주)디모아,#DIV/0!,#DIV/0!,84.03233531,80.86444412,80.97084503,82.37386138,88.27842738,88.67172984,21.11343052,7.113346361
(주)디바이스이엔지,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)디비아이엔씨,89.68843696,89.77350128,88.77251988,88.92176183,88.42100105,88.70314851,86.45054571,87.60772685,85.21937861,76.47454246
(주)디스플레이테크,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)디아이,71.85653295,78.42114588,74.46035792,71.31704198,73.36017993,72.28940385,66.37505979,67.93791397,69.23431274,70.01123202
(주)디아이씨,83.95188031,86.44274876,88.74349842,87.9671025,88.0259602,85.52595165,86.29374661,87.5635015,88.55305192,97.56007176
(주)디아크,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,78.85069494,80.97385937
(주)디알비동일,77.06032821,80.04465982,78.12070544,78.44936173,75.04738319,76.28653589,70.94083323,75.94006211,78.03129812,78.20574219
(주)디알젬,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,71.40790279,71.03861257
(주)디알텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,52.3853536,58.95416847,55.29935287,54.16878827
(주)디앤씨미디어,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0
(주)디에스앤엘,#DIV/0!,#DIV/0!,#DIV/0!,83.17292487,88.47934805,93.64077656,89.20695539,86.43982935,80.60921639,89.42629754
(주)디에스케이,86.00858341,80.98591633,93.08349423,85.64524671,84.41755173,76.62572726,70.65754232,80.112846,74.17331754,74.75172572
(주)디에이테크놀로지,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80.77049686,88.56551832,88.71248198,88.52500223,86.23525595,86.3053193
(주)디에이피,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)디엔에이링크,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,123.652809,96.3667609,56.92028891,73.94368105,81.03226482
(주)디엔에프,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)디엔오토모티브,83.48383431,83.08045527,85.44888987,84.60461316,86.00466997,83.15386136,82.61029878,85.09575037,85.44733641,84.53457334
(주)디엠에스,77.01731032,77.40550842,81.19364944,77.86603649,77.60191217,74.68728971,73.02998229,77.22337017,74.56874899,66.71870841
(주)디오,57.05474596,41.3939682,37.5580533,51.0624904,46.62602091,42.73905401,33.76958316,31.39508162,31.22758288,24.77111997
(주)디와이디,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,66.0665988
(주)디이엔티,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,96.63263894,82.80011788,98.27369355,92.04683229,103.1568473,99.41957217
(주)디지아이,75.24000706,#DIV/0!,#DIV/0!,#DIV/0!,70.99228086,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)디지캡,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,70.91663889
(주)디지털대성,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,51.89031188,50.88034354,50.11900584,49.74345756,51.91561943
(주)디지틀조선일보,78.25625076,75.16413122,71.84661971,74.33334395,74.59551107,74.99735774,74.46745253,72.48942235,68.14725832,74.4879117
(주)디케이앤디,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79.27092794,81.70695417
(주)디케이티,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,94.2350251,94.21196424
(주)디티앤씨,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.73014218,60.67943909,57.85943935,57.83019276,68.33340566
(주)딜리,#DIV/0!,64.41242711,66.47615037,66.9598347,66.97358802,62.93477318,64.8347009,71.54095783,73.12160024,70.99381875
(주)라닉스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)라온테크,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)라이온켐텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)라이트론,78.34903427,82.32910609,83.79929244,87.74427227,87.9682675,93.27297088,81.89524027,86.70189536,80.67514155,62.65651902
(주)라파스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,54.59093551
(주)락앤락,48.23706296,50.59456332,53.43374768,54.78353443,56.07135702,53.41640082,51.9212824,51.87371313,55.33318341,56.09845186
(주)랩지노믹스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)러셀,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)레고켐바이오사이언스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.63185116,74.83189929,69.53227698,76.59125077,39.45912896
(주)레드로버,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86.80333957,77.14229182,97.65999904,184.6055173,113.0697852
(주)레드캡투어,62.93966161,58.11960173,64.66745652,66.32468118,66.42750288,69.70468279,73.4060972,0,16.63253303,17.97672406
(주)레이,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,52.71353655
(주)레이언스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.03469497,61.94435667,61.0463426,59.65602418
(주)레이크머티리얼즈,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)로보로보,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.48019968,55.38097527,58.62221604
(주)로보스타,#DIV/0!,81.89862691,87.05623576,84.9771947,82.81553789,79.87771914,82.47896194,85.484304,88.921403,92.13637208
(주)로보티즈,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,55.29129166,47.83832545
(주)로지시스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)루멘스,81.72839501,83.77176199,80.42782152,78.84815627,82.82057401,85.44610759,83.18945302,86.14113043,91.23598187,96.45670302
(주)루트로닉,44.54950513,54.66123106,53.36721515,54.27801007,52.67159596,48.36202718,44.47325307,48.09770085,50.58524325,49.45198549
(주)룽투코리아,18.11220604,15.33229784,13.65002423,15.52543129,18.19537993,24.30116019,25.37110926,39.19758036,35.09125381,34.66386338
(주)리노스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,56.03437714,#DIV/0!,57.28863022,58.92748031,54.87640074,64.38321865
(주)리더스코스메틱,#DIV/0!,#DIV/0!,#DIV/0!,75.65428571,62.81219556,56.69615475,62.84057497,68.95814773,64.8040627,71.24741581
(주)리드,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87.12826434,85.87675208,101.9448831,70.77430285,100.439262
(주)리드코프,59.70156682,60.46425446,57.51898787,54.30780927,57.54398621,51.377044,53.33459221,51.18787249,53.0001083,76.75118174
(주)리메드,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)링네트,84.18334863,85.29981576,86.02817049,86.02323067,86.96025556,86.81040607,89.35848556,90.05962474,89.94196737,85.97780812
(주)링크제니시스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,63.92353976,69.66385472
(주)마니커,89.85910675,90.6091202,95.80833732,90.63062014,93.25601655,94.83881174,92.28210825,88.47806075,91.49182476,97.26726008
(주)마니커에프앤지,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)마이크로디지탈,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)마이크로컨텍솔루션,#DIV/0!,#DIV/0!,67.17758181,69.75090092,66.98520156,77.56715386,88.51081623,91.78575343,96.58688249,85.35974914
(주)마이크로프랜드,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)마크로젠,55.5825327,53.19942896,57.78065905,55.76479427,60.03463419,67.06372834,67.22916379,66.9278201,67.2748111,68.18951575
(주)만도,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86.38679512,85.82557061,85.32346828,88.1696363,87.21319157,86.05588086
(주)매직마이크로,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,88.45581358,99.7129032,96.43073929,85.99043828,88.68266686
(주)매커스,76.16861471,76.4292521,78.23571327,80.26430532,76.89907491,80.18566814,81.84707444,77.32039579,74.35087294,76.75657443
(주)머큐리,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)멀티캠퍼스,#DIV/0!,#DIV/0!,68.77654082,66.79102911,63.81729601,62.7614378,63.49130304,70.59675128,71.06006941,73.39197359
(주)메드팩토,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)메디아나,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,62.33891808,62.21707906,63.90636747,66.12796307,68.68188005,64.02760595
(주)메디콕스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83.9945616
(주)메디톡스,#DIV/0!,#DIV/0!,#DIV/0!,12.39757104,9.042302416,16.00937786,18.07089546,19.08624664,26.4002858,33.7687391
(주)메디프론디비티,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)메지온,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,43.27894752,83.91263328,83.03587688,83.6474409
(주)메카로,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,47.26813889,58.22178301
(주)메타랩스,37.30435713,36.0558811,38.33139177,35.77608162,34.6861624,51.6899085,63.51650661,68.99867295,59.80029312,66.52268172
(주)메타바이오메드,50.0674411,51.93410838,64.45831715,70.1618358,72.15352216,62.37956984,63.87880752,68.31183703,71.59508147,55.99390955
(주)멕아이씨에스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,57.45507082,58.62136388,61.07981787,56.98733929
(주)멜파스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83.84518793
(주)모나리자,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)모나미,81.72817351,80.08887485,80.4420483,71.97037208,64.99147764,62.71841726,62.53104046,61.97574263,64.17459683,65.42791289
(주)모다이노칩,67.83235679,59.82290574,55.68976808,63.02995197,62.1104918,70.81521364,40.99956368,36.09587986,36.59639355,42.22895314
(주)모두투어네트워크,0,0,0.846117841,1.040936805,2.345658738,4.012845292,4.707661714,3.751869508,23.83168584,17.87874215
(주)모바일리더,#DIV/0!,#DIV/0!,66.74474614,60.84716934,67.22648562,73.69439264,65.48849779,61.32842129,49.06799399,62.17595896
(주)모베이스,87.44248483,85.83183457,83.41796749,82.26439685,84.89724003,86.08278089,78.73178998,83.73174349,86.0466973,87.74344814
(주)모베이스전자,88.5171077,87.45229185,90.13935015,87.22239893,86.55848703,88.55165181,90.53574605,94.98064061,92.32923399,91.61409921
(주)모비스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,73.18619644,49.53909355
(주)모아텍,85.28443047,90.649788,90.75739772,94.3725242,90.73698839,87.61558168,83.41476445,#DIV/0!,82.95725212,83.22674695
(주)모토닉,83.48514763,84.93418616,83.07820256,85.2983941,85.66814639,88.0685239,91.2230121,87.00877075,87.86333608,87.63727102
(주)모헨즈,89.88414621,91.48902513,90.14336497,89.58978114,90.42387463,91.07857026,91.36421584,92.8359089,93.30678472,92.94346053
(주)무학,56.86410281,55.12301091,56.02167527,53.72265294,52.27486915,53.57090534,52.33315313,54.60075618,60.27231129,62.84738038
(주)미래생명자원,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85.13013126,82.28920255,87.35532436
(주)미래아이앤지,70.21663209,67.53606711,74.40350345,71.55264351,74.18296298,64.43035706,70.02040669,69.23619477,76.27751473,72.1165904
(주)미래컴퍼니,80.07772891,72.57307781,62.43833988,69.88743192,80.46885767,70.61230675,72.39275904,65.03441416,74.74686517,71.78767071
(주)미코,59.55266023,65.27221994,60.8014328,72.42244357,64.60604814,57.31067156,55.09152887,54.40244353,53.50098763,53.70211743
(주)미투온,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.49491485,44.51091184,29.3585385,30.10428642
(주)바른손,#DIV/0!,61.81078917,62.6261366,65.54079792,60.66313192,66.5005622,57.27237956,51.31901909,76.84863349,36.54505528
(주)바른손이앤에이,0,0,0,0,0,0,0,0,0,0
(주)바른전자,89.28378151,91.0368497,88.00509907,90.96847056,#DIV/0!,91.37966763,92.66795246,104.2875652,109.8016937,113.7375518
(주)바이넥스,#DIV/0!,46.11610947,53.23564757,67.37931247,#DIV/0!,#DIV/0!,63.12184074,63.60045538,53.62507145,54.67934057
(주)바이오니아,48.9367595,49.64380259,44.07650795,39.10326098,41.5801683,39.27181014,46.82848917,41.48204799,46.28022895,47.22618625
(주)바이오로그디바이스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,74.38318082,76.88219552,78.49289343,77.0375877,78.20979629
(주)바이오솔루션,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)바이오스마트,66.59606612,67.49649473,63.09808268,71.77764331,72.35163429,73.66275057,78.05386551,73.20022735,63.5728241,64.62660104
(주)바이오톡스텍,68.27180477,60.16190932,74.83676731,80.79149059,88.6282038,81.71649752,66.86772679,64.31995373,62.98905693,79.23130357
(주)바텍,63.83944247,65.82505453,63.93785038,56.72831202,55.35696523,54.25278302,52.37043824,52.03420259,52.32304299,53.00461891
(주)방림,89.5941579,89.72041103,98.71912132,91.52753582,89.99506308,88.02361056,86.71064349,86.65665381,87.36755459,85.00144469
(주)배럴,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.2729083,37.50004004
(주)백금티앤에이,70.06269287,78.23279387,75.18310345,73.39461719,70.33614934,73.47808871,78.28887754,76.46322442,76.27850999,73.48632801
(주)백산,86.01390126,83.47445517,79.8111648,83.87889131,83.92843928,79.78760859,77.42700299,78.94212822,81.3090288,80.33252016
(주)버킷스튜디오,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)베노홀딩스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0
(주)베셀,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,67.99873369,77.07872947,71.63382141,74.59845298,85.55356954
(주)베스파,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0
(주)벽산,81.49323161,81.09948762,81.65922287,80.24221616,78.74252512,77.21192287,77.97767241,79.87868139,82.62196435,85.51579557
(주)보광산업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)보라티알,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,56.98479286,61.72932064,67.81286911
(주)보락,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)보령,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,60.30070653,59.03276502,57.46557886
(주)본느,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.56142055,61.59683471
(주)부-스타,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)부방,72.58735517,70.06240989,68.217125,65.87703205,65.30906896,71.99664704,69.28134801,67.06662669,69.54253728,72.71050245
(주)뷰웍스,52.19680999,52.37524292,49.37314848,53.28766082,50.72047287,54.65460301,48.66136866,49.71461144,50.14328271,47.11623531
(주)브리지텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)브이원텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,49.81508564,60.28674984,64.10492934
(주)브이티지엠피,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80.04565895,62.83469592,63.5524936
(주)블루베리엔에프티,92.80805514,99.29544728,86.35783588,84.91585673,91.44832956,93.64052794,91.21722218,90.00465675,87.59119518,69.33549376
(주)블루콤,#DIV/0!,83.50533228,76.41006883,73.01805578,75.46604749,77.62945673,76.27316644,76.32293609,79.64691888,97.06026741
(주)비덴트,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,67.0271594,65.91973512,71.03947158,72.54297375,63.45559995,65.67242683
(주)비보존헬스케어,89.59549017,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,92.66096157
(주)비비안,43.94559299,44.02617407,45.54157609,44.49813784,47.6636441,46.42037915,42.89120684,41.56795043,42.25527553,42.91193742
(주)비상교육,55.78235058,51.49623045,48.79774518,51.47772148,56.0809496,52.38720642,46.13533037,48.1583938,52.55004134,48.14394783
(주)비씨월드제약,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,51.72623276,60.15902283,65.42889393
(주)비아트론,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,70.0468274,70.66162678,71.32772398,76.00510989
(주)비에이치,85.97180742,84.0060042,83.12768944,86.13731989,87.00413566,90.77052095,99.90554224,84.03820012,80.02786064,86.49487249
(주)비엔지티,92.59472764,93.32898233,95.68702684,91.12910227,87.89099231,90.98461371,91.6755578,92.29498464,95.39631167,90.5484063
(주)비엘,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,88.21146179,65.86944463,66.56165349
(주)비엘팜텍,67.2887038,55.70527287,60.84060813,60.97221144,56.52081797,65.21884009,65.60660421,66.75078013,60.56524646,61.91461121
(주)비엠티,70.78548924,74.82043655,73.95242524,70.6326527,72.322286,74.32539602,75.69064507,70.36461176,70.39013154,73.53994982
(주)비올,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)비와이씨,63.82287778,59.92560619,62.79165698,59.71568292,58.12737955,60.98486592,68.13255023,64.5750817,62.68995616,59.30596345
(주)비즈니스온커뮤니케이션,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)비지에프,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,76.27074479,79.23328439,80.12732567,36.46159889,45.5637288,45.72268367
(주)비지에프리테일,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,81.97582092,82.34655577,82.23183921
(주)비츠로셀,#DIV/0!,#DIV/0!,#DIV/0!,72.77341236,74.98271162,72.57380988,68.84250342,73.00809759,74.8160195,73.10226287
(주)비츠로시스,#DIV/0!,81.83365221,83.76397417,84.6266716,82.67127899,97.62047092,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)비츠로테크,#DIV/0!,85.12742697,86.6189802,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80.3992208,82.6661944,78.6926201
(주)비케이홀딩스,89.31778332,91.27003734,86.65434918,85.47858753,82.56146132,#DIV/0!,#DIV/0!,#DIV/0!,99.20129662,84.57476276
(주)비투엔,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)비트컴퓨터,78.99832145,78.15026982,81.45155923,82.8991105,76.42212264,73.09863384,76.09025472,72.56467803,89.2347145,70.39315283
(주)비피도,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.04492847
(주)빅솔론,69.34534007,70.21374378,69.78358226,65.02522873,66.79938529,64.02976006,64.79283275,65.47584428,66.68333201,68.49771086
(주)빅텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)빙그레,67.82662086,70.01479851,68.17617389,71.1884314,71.40416619,72.01946871,69.74327387,71.36705341,74.21485071,73.67532686
(주)사람인에이치알,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,48.89200606,#DIV/0!,38.13851647,35.33799411,0,0
(주)사조대림,78.0298722,81.29104486,81.30348939,80.16179097,80.61188847,82.17982934,82.52316663,80.7646988,83.55695768,85.60973
(주)사조오양,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼기,#DIV/0!,#DIV/0!,84.15137831,85.9699604,85.1908869,83.74833825,85.06341636,86.04913026,89.10798113,88.90760687
(주)삼보판지,86.28863675,86.66115536,81.13453294,83.13914185,81.04522755,82.96226016,82.11376459,86.52194218,74.8135477,76.0964912
(주)삼성출판사,47.97507527,47.68604239,49.01202619,52.04383435,51.1718624,53.48482616,51.50858313,49.38554382,50.18379578,47.17838755
(주)삼양사,#DIV/0!,91.2146294,86.84778584,86.54302748,85.33306751,82.67611087,79.85802035,82.55402887,81.95640505,81.69548841
(주)삼양옵틱스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,49.98304657,55.29116903,54.60773637
(주)삼양패키징,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼양홀딩스,86.01566417,86.78879339,87.16502997,86.98263049,84.2281504,81.32503683,80.46456925,82.41555973,81.19327029,81.37757548
(주)삼에스코리아,#DIV/0!,71.33238593,74.20279964,77.56425134,91.55791752,92.95573968,83.49156628,92.02656484,89.54159253,85.13725647
(주)삼원강재,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼익악기,74.78368364,74.70352466,70.32503769,69.69902261,69.13787484,69.45396812,64.53550522,69.24135367,70.40617462,69.89405815
(주)삼일,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일기업공사,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일씨엔에스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼진,82.89553128,91.55643204,88.16648219,85.78530184,84.33541118,85.44834044,84.3775294,84.37733025,87.59379965,83.25576721
(주)삼진엘앤디,83.04478668,84.80099609,87.26805609,86.62991012,86.65318759,84.03397218,87.09970522,90.08029335,86.16976249,87.37623445
(주)삼천리,91.42238834,92.14719781,92.53687784,92.46940089,93.0841171,91.07412334,90.33075981,90.33346288,89.92716434,89.52382852
(주)삼표시멘트,87.13667086,92.18797489,83.27013869,84.5000089,81.2060703,82.51649536,78.27831082,78.63012159,89.63826277,83.11385627
(주)삼화네트웍스,85.45338649,75.38625036,89.76437703,88.98719835,93.10858081,98.762477,73.76943126,90.9139473,113.9210129,95.88943342
