,회사명,거래소코드,회계년도,영업이익(개별),영업이익(연결)
556,(주)네오펙트,290660,2018,-2052684,-5238860
557,(주)네오펙트,290660,2019,-5148945,-13648971
558,(주)네온테크,306620,2018,0,0
559,(주)네온테크,306620,2019,0,0
560,(주)네이블커뮤니케이션즈,153460,2012,5101595,0
561,(주)네이블커뮤니케이션즈,153460,2013,38630,0
562,(주)네이블커뮤니케이션즈,153460,2014,554440,132220
563,(주)네이블커뮤니케이션즈,153460,2015,254293,0
564,(주)네이블커뮤니케이션즈,153460,2016,194621,0
565,(주)네이블커뮤니케이션즈,153460,2017,-6481007,0
566,(주)네이블커뮤니케이션즈,153460,2018,-2389050,0
567,(주)네이블커뮤니케이션즈,153460,2019,-484726,0
568,(주)네이처셀,7390,2011,-859208,0
569,(주)네이처셀,7390,2012,-457256,0
570,(주)네이처셀,7390,2013,1138944,0
571,(주)네이처셀,7390,2014,-1304263,0
572,(주)네이처셀,7390,2015,-1163640,0
573,(주)네이처셀,7390,2016,-3629988,0
574,(주)네이처셀,7390,2017,-525611,0
575,(주)네이처셀,7390,2018,1227180,0
576,(주)네이처셀,7390,2019,1760569,0
577,(주)네패스,33640,2011,22141041,19031712
578,(주)네패스,33640,2012,35756719,41458626
579,(주)네패스,33640,2013,17527839,-920159
580,(주)네패스,33640,2014,6129928,6851010
581,(주)네패스,33640,2015,21327558,3876809
582,(주)네패스,33640,2016,13604990,8242290
583,(주)네패스,33640,2017,24167855,19305347
584,(주)네패스,33640,2018,22900497,22028888
585,(주)네패스,33640,2019,42721595,61591419
586,(주)넥센,5720,2011,13098286,15934948
587,(주)넥센,5720,2012,15436714,24640937
588,(주)넥센,5720,2013,23238144,84320910
589,(주)넥센,5720,2014,24285494,88240249
590,(주)넥센,5720,2015,24278632,85770458
591,(주)넥센,5720,2016,26529563,109069008
592,(주)넥센,5720,2017,20061912,73407303
593,(주)넥센,5720,2018,19010232,143585322
594,(주)넥센,5720,2019,17660496,225120255
595,(주)넥스턴바이오사이언스,89140,2011,4029768,0
596,(주)넥스턴바이오사이언스,89140,2012,3358160,0
597,(주)넥스턴바이오사이언스,89140,2013,3465175,0
598,(주)넥스턴바이오사이언스,89140,2014,4053989,0
599,(주)넥스턴바이오사이언스,89140,2015,1606617,0
600,(주)넥스턴바이오사이언스,89140,2016,19292470,0
601,(주)넥스턴바이오사이언스,89140,2017,10076522,0
602,(주)넥스턴바이오사이언스,89140,2018,4102995,0
603,(주)넥스턴바이오사이언스,89140,2019,2997382,0
604,(주)넥스트아이,137940,2011,5082560,0
605,(주)넥스트아이,137940,2012,7106313,6881417
606,(주)넥스트아이,137940,2013,5299518,5310652
607,(주)넥스트아이,137940,2014,3954680,3774181
608,(주)넥스트아이,137940,2015,1909488,2741035
609,(주)넥스트아이,137940,2016,660358,3696038
610,(주)넥스트아이,137940,2017,-1018815,1290427
611,(주)넥스트아이,137940,2018,1787402,8381537
612,(주)넥스트아이,137940,2019,-4134866,3690399
613,(주)넥스트엔터테인먼트월드,160550,2014,5526384,6063351
614,(주)넥스트엔터테인먼트월드,160550,2015,-617585,-2526524
615,(주)넥스트엔터테인먼트월드,160550,2016,7857686,6642150
616,(주)넥스트엔터테인먼트월드,160550,2017,-5300959,-5157021
617,(주)넥스트엔터테인먼트월드,160550,2018,-8928790,-10606138
618,(주)넥스트엔터테인먼트월드,160550,2019,-2310155,-8149288
619,(주)넥슨게임즈,225570,2015,0,0
620,(주)넥슨게임즈,225570,2016,0,0
621,(주)넥슨게임즈,225570,2017,-3731660,0
622,(주)넥슨게임즈,225570,2018,-10770463,0
623,(주)넥슨게임즈,225570,2019,-17109995,0
624,(주)넵튠,217270,2015,0,0
625,(주)넵튠,217270,2016,-1041649,-3118452
626,(주)넵튠,217270,2017,-1928487,-8615886
627,(주)넵튠,217270,2018,-4538944,-18370835
628,(주)넵튠,217270,2019,1179688,-10119370
629,(주)노랑풍선,104620,2019,-1815708,-2058522
630,(주)노루페인트,90350,2011,13011839,14821354
631,(주)노루페인트,90350,2012,14499704,17351744
632,(주)노루페인트,90350,2013,17074685,21002598
633,(주)노루페인트,90350,2014,22300400,26986413
634,(주)노루페인트,90350,2015,24798414,30678401
635,(주)노루페인트,90350,2016,23318834,31193285
636,(주)노루페인트,90350,2017,23356917,27753419
637,(주)노루페인트,90350,2018,17757071,22666974
638,(주)노루페인트,90350,2019,23797424,29162610
639,(주)노루홀딩스,320,2011,7933687,15269331
640,(주)노루홀딩스,320,2012,7558736,17078759
641,(주)노루홀딩스,320,2013,22490958,22821706
642,(주)노루홀딩스,320,2014,17612002,33741697
643,(주)노루홀딩스,320,2015,12483584,27230574
644,(주)노루홀딩스,320,2016,65786841,22703393
645,(주)노루홀딩스,320,2017,26234833,17260449
646,(주)노루홀딩스,320,2018,16669026,10236607
647,(주)노루홀딩스,320,2019,14623548,25013197
648,(주)노바렉스,194700,2018,12406850,11334721
649,(주)노바렉스,194700,2019,17190631,16305801
650,(주)노바텍,285490,2018,6648162,6672041
651,(주)노바텍,285490,2019,4407343,5524953
652,(주)노블엠앤비,106520,2012,12239759,10884359
653,(주)노블엠앤비,106520,2013,22658976,22475678
654,(주)노블엠앤비,106520,2014,1904475,2005394
655,(주)노블엠앤비,106520,2015,-12578232,-13208370
656,(주)노블엠앤비,106520,2016,-16273999,-22834860
657,(주)노블엠앤비,106520,2017,-13467464,-16187768
658,(주)노블엠앤비,106520,2018,-12729650,-17705185
659,(주)노블엠앤비,106520,2019,4923948,-1591637
660,(주)노터스,278650,2019,5672003,6732641
661,(주)녹십자,6280,2011,82232270,88336682
662,(주)녹십자,6280,2012,66269051,74355682
663,(주)녹십자,6280,2013,70623235,78808461
664,(주)녹십자,6280,2014,86810095,96965896
665,(주)녹십자,6280,2015,84905265,91680271
666,(주)녹십자,6280,2016,69391798,78451577
667,(주)녹십자,6280,2017,78818223,90297778
668,(주)녹십자,6280,2018,46310812,50150708
669,(주)녹십자,6280,2019,41861116,40254540
670,(주)녹십자엠에스,142280,2014,4449466,0
671,(주)녹십자엠에스,142280,2015,1627463,1411213
672,(주)녹십자엠에스,142280,2016,-945341,-1938985
673,(주)녹십자엠에스,142280,2017,543209,133529
674,(주)녹십자엠에스,142280,2018,-4871936,-5918852
675,(주)녹십자엠에스,142280,2019,-4100733,-4443105
676,(주)녹십자웰빙,234690,2019,7624195,0
677,(주)녹십자홀딩스,5250,2011,14023511,99800853
678,(주)녹십자홀딩스,5250,2012,16738221,88978262
679,(주)녹십자홀딩스,5250,2013,16808172,94901863
680,(주)녹십자홀딩스,5250,2014,18181150,115192883
681,(주)녹십자홀딩스,5250,2015,19051295,107609076
682,(주)녹십자홀딩스,5250,2016,30781807,99255537
683,(주)녹십자홀딩스,5250,2017,30964356,111971957
684,(주)녹십자홀딩스,5250,2018,35422080,49332045
685,(주)녹십자홀딩스,5250,2019,27494439,30379583
686,(주)녹원씨엔아이,65560,2011,1001300,1426236
687,(주)녹원씨엔아이,65560,2012,-4427965,-1640686
688,(주)녹원씨엔아이,65560,2013,-3168905,-3576057
689,(주)녹원씨엔아이,65560,2014,-3342419,-4468416
690,(주)녹원씨엔아이,65560,2015,798852,455438
691,(주)녹원씨엔아이,65560,2016,-2315575,-2345735
692,(주)녹원씨엔아이,65560,2017,-2862132,7589053
693,(주)녹원씨엔아이,65560,2018,11558461,16597964
694,(주)녹원씨엔아이,65560,2019,8335754,8699313
695,(주)농심,4370,2011,110123857,115843798
696,(주)농심,4370,2012,101754495,96891950
697,(주)농심,4370,2013,92102849,92602717
698,(주)농심,4370,2014,70932796,73543113
699,(주)농심,4370,2015,105300063,118287933
700,(주)농심,4370,2016,69096840,89702884
701,(주)농심,4370,2017,76061852,96383976
702,(주)농심,4370,2018,66943481,88559996
703,(주)농심,4370,2019,49347259,78816049
704,(주)농심홀딩스,72710,2011,16326271,51759938
705,(주)농심홀딩스,72710,2012,16648302,18607688
706,(주)농심홀딩스,72710,2013,16425872,52689304
707,(주)농심홀딩스,72710,2014,16286805,31698775
708,(주)농심홀딩스,72710,2015,13018750,55682329
709,(주)농심홀딩스,72710,2016,14983971,86852708
710,(주)농심홀딩스,72710,2017,14461228,47059612
711,(주)농심홀딩스,72710,2018,13829065,41106517
712,(주)농심홀딩스,72710,2019,13756873,41256827
713,(주)누리플랜,69140,2011,4246136,3759735
714,(주)누리플랜,69140,2012,-1701147,-1799507
715,(주)누리플랜,69140,2013,-3799158,-3799158
716,(주)누리플랜,69140,2014,-7435493,0
717,(주)누리플랜,69140,2015,1227663,0
718,(주)누리플랜,69140,2016,725987,0
719,(주)누리플랜,69140,2017,482504,482432
720,(주)누리플랜,69140,2018,-2161215,-2318449
721,(주)누리플랜,69140,2019,-1809542,-2268368
722,(주)누리플렉스,40160,2011,306530,1231600
723,(주)누리플렉스,40160,2012,-4370574,-3097686
724,(주)누리플렉스,40160,2013,2299615,2090744
725,(주)누리플렉스,40160,2014,3050775,1266110
726,(주)누리플렉스,40160,2015,10402842,8767965
727,(주)누리플렉스,40160,2016,8834738,7862133
728,(주)누리플렉스,40160,2017,3095623,2076427
729,(주)누리플렉스,40160,2018,17061920,17333068
730,(주)누리플렉스,40160,2019,11634023,11613034
731,(주)누보,332290,2019,0,0
732,(주)뉴로스,126870,2012,6221643,5525442
733,(주)뉴로스,126870,2013,4160115,4797347
734,(주)뉴로스,126870,2014,-948267,-55367
735,(주)뉴로스,126870,2015,1177783,543551
736,(주)뉴로스,126870,2016,2492597,1641486
737,(주)뉴로스,126870,2017,2175724,2272883
738,(주)뉴로스,126870,2018,-435182,878736
739,(주)뉴로스,126870,2019,-4598081,-4788021
740,(주)뉴보텍,60260,2011,-2542485,0
741,(주)뉴보텍,60260,2012,509613,0
742,(주)뉴보텍,60260,2013,401941,0
743,(주)뉴보텍,60260,2014,-215510,0
744,(주)뉴보텍,60260,2015,1494618,0
745,(주)뉴보텍,60260,2016,1249331,0
746,(주)뉴보텍,60260,2017,-1061019,0
747,(주)뉴보텍,60260,2018,214133,0
748,(주)뉴보텍,60260,2019,1102452,0
749,(주)뉴인텍,12340,2011,1708494,1618962
750,(주)뉴인텍,12340,2012,-3159446,-5878916
751,(주)뉴인텍,12340,2013,-1801654,-1795969
752,(주)뉴인텍,12340,2014,-3009737,-4401129
753,(주)뉴인텍,12340,2015,718019,-804023
754,(주)뉴인텍,12340,2016,-3160115,-9271971
755,(주)뉴인텍,12340,2017,-1509935,-1621778
756,(주)뉴인텍,12340,2018,-1954203,-2987869
757,(주)뉴인텍,12340,2019,1032559,272960
758,(주)뉴트리,270870,2018,10164540,9893473
759,(주)뉴트리,270870,2019,13158809,11951750
760,(주)뉴파워프라즈마,144960,2016,12769068,12554727
761,(주)뉴파워프라즈마,144960,2017,22726017,22765945
762,(주)뉴파워프라즈마,144960,2018,12511396,11806532
763,(주)뉴파워프라즈마,144960,2019,4619659,3652654
764,(주)뉴프렉스,85670,2011,1745382,1060358
765,(주)뉴프렉스,85670,2012,5139443,4140607
766,(주)뉴프렉스,85670,2013,1399518,1391335
767,(주)뉴프렉스,85670,2014,3361442,3819170
768,(주)뉴프렉스,85670,2015,-1818019,-1198001
769,(주)뉴프렉스,85670,2016,956795,891381
770,(주)뉴프렉스,85670,2017,6367211,7066663
771,(주)뉴프렉스,85670,2018,10536677,10551258
772,(주)뉴프렉스,85670,2019,-8868173,-9956858
773,(주)다나와,119860,2011,3832986,3688181
774,(주)다나와,119860,2012,5676485,5181949
775,(주)다나와,119860,2013,6070382,5464241
776,(주)다나와,119860,2014,6157260,5185894
777,(주)다나와,119860,2015,5612300,5713587
778,(주)다나와,119860,2016,8135615,8534449
779,(주)다나와,119860,2017,14472662,15244767
780,(주)다나와,119860,2018,21664886,20166523
781,(주)다나와,119860,2019,26066426,28520423
782,(주)다날,64260,2011,7512663,-1829977
783,(주)다날,64260,2012,8365916,-2069506
784,(주)다날,64260,2013,10058290,4545416
785,(주)다날,64260,2014,8809510,4089071
786,(주)다날,64260,2015,9573456,888330
787,(주)다날,64260,2016,16421052,5228036
788,(주)다날,64260,2017,23834961,17262767
789,(주)다날,64260,2018,21847128,8799572
790,(주)다날,64260,2019,24536564,10888164
791,(주)다보링크,340360,2019,0,0
792,(주)다산네트웍스,39560,2011,1235208,-2843155
793,(주)다산네트웍스,39560,2012,7074439,3711295
794,(주)다산네트웍스,39560,2013,5950335,5741802
795,(주)다산네트웍스,39560,2014,2390376,2374152
796,(주)다산네트웍스,39560,2015,179417,397019
797,(주)다산네트웍스,39560,2016,-410855,-13332213
798,(주)다산네트웍스,39560,2017,595513,30815
799,(주)다산네트웍스,39560,2018,1465893,10205189
800,(주)다산네트웍스,39560,2019,6576046,-194076
801,(주)다우기술,23590,2011,36029701,178736236
802,(주)다우기술,23590,2012,21568896,102751561
803,(주)다우기술,23590,2013,21362927,81203508
804,(주)다우기술,23590,2014,20457537,120242100
805,(주)다우기술,23590,2015,19172485,260528899
806,(주)다우기술,23590,2016,22006452,253412926
807,(주)다우기술,23590,2017,20671804,331503633
808,(주)다우기술,23590,2018,33274549,323946012
809,(주)다우기술,23590,2019,40013006,507538853
810,(주)다우데이타,32190,2011,3839872,179927955
811,(주)다우데이타,32190,2012,1659490,101144647
812,(주)다우데이타,32190,2013,3891937,96602962
813,(주)다우데이타,32190,2014,9500055,137404693
814,(주)다우데이타,32190,2015,8144691,274338679
815,(주)다우데이타,32190,2016,2178314,264165612
816,(주)다우데이타,32190,2017,6083164,353592373
817,(주)다우데이타,32190,2018,9039406,361633241
818,(주)다우데이타,32190,2019,9763993,558977520
819,(주)다원시스,68240,2011,5272376,0
820,(주)다원시스,68240,2012,7174769,0
821,(주)다원시스,68240,2013,7214801,0
822,(주)다원시스,68240,2014,6790337,7000008
823,(주)다원시스,68240,2015,8274042,7939117
824,(주)다원시스,68240,2016,9718641,9238031
825,(주)다원시스,68240,2017,13320052,8829227
826,(주)다원시스,68240,2018,13710305,8692099
827,(주)다원시스,68240,2019,13749752,8255509
828,(주)다이나믹디자인,145210,2015,14207733,12100998
829,(주)다이나믹디자인,145210,2016,7412180,5480570
830,(주)다이나믹디자인,145210,2017,-531485,-4220826
831,(주)다이나믹디자인,145210,2018,-11996371,-27003102
832,(주)다이나믹디자인,145210,2019,-3455636,-10507464
833,(주)대교,19680,2011,79347515,68878674
834,(주)대교,19680,2012,40273418,31654977
835,(주)대교,19680,2013,43117656,31706545
836,(주)대교,19680,2014,38210941,30685187
837,(주)대교,19680,2015,46011201,43044537
838,(주)대교,19680,2016,45531200,42846851
839,(주)대교,19680,2017,47096527,45484919
840,(주)대교,19680,2018,26215073,25606557
841,(주)대교,19680,2019,29083275,29395530
842,(주)대구백화점,6370,2011,31300282,0
843,(주)대구백화점,6370,2012,19129590,0
844,(주)대구백화점,6370,2013,6951509,0
845,(주)대구백화점,6370,2014,4139223,4350970
846,(주)대구백화점,6370,2015,101777,1283843
847,(주)대구백화점,6370,2016,-1199532,652883
848,(주)대구백화점,6370,2017,-8605850,-8427823
849,(주)대구백화점,6370,2018,-14496883,-18417446
850,(주)대구백화점,6370,2019,-15782976,-14239578
851,(주)대덕,8060,2011,53974615,56845727
852,(주)대덕,8060,2012,58583438,56362234
853,(주)대덕,8060,2013,1617176,1000231
854,(주)대덕,8060,2014,24224475,0
855,(주)대덕,8060,2015,26807441,0
856,(주)대덕,8060,2016,28761952,0
857,(주)대덕,8060,2017,30578170,0
858,(주)대덕,8060,2018,34916645,34804636
859,(주)대덕,8060,2019,51828246,46436524
860,(주)대동,490,2011,8261448,14613218
861,(주)대동,490,2012,2177745,652028
862,(주)대동,490,2013,3771866,5935336
863,(주)대동,490,2014,6243087,6463561
864,(주)대동,490,2015,-948425,5433244
865,(주)대동,490,2016,-19726431,-12977718
866,(주)대동,490,2017,7907623,17177383
867,(주)대동,490,2018,-750144,5219510
868,(주)대동,490,2019,17928942,24519413
869,(주)대동스틸,48470,2011,4904505,0
870,(주)대동스틸,48470,2012,-1808517,0
871,(주)대동스틸,48470,2013,2219269,0
872,(주)대동스틸,48470,2014,862035,0
873,(주)대동스틸,48470,2015,-1645512,0
874,(주)대동스틸,48470,2016,4363762,0
875,(주)대동스틸,48470,2017,5542428,0
876,(주)대동스틸,48470,2018,-419269,0
877,(주)대동스틸,48470,2019,-520333,0
878,(주)대륙제관,4780,2011,7340232,0
879,(주)대륙제관,4780,2012,6728455,0
880,(주)대륙제관,4780,2013,9032894,0
881,(주)대륙제관,4780,2014,9796519,0
882,(주)대륙제관,4780,2015,16752673,0
883,(주)대륙제관,4780,2016,18966296,0
884,(주)대륙제관,4780,2017,12996724,0
885,(주)대륙제관,4780,2018,5624436,0
886,(주)대륙제관,4780,2019,8360578,0
887,(주)대림제지,17650,2011,3705741,0
888,(주)대림제지,17650,2012,13609319,0
889,(주)대림제지,17650,2013,3149699,0
890,(주)대림제지,17650,2014,4020383,0
891,(주)대림제지,17650,2015,-1647591,0
892,(주)대림제지,17650,2016,7191287,0
893,(주)대림제지,17650,2017,4504267,4980325
894,(주)대림제지,17650,2018,8680809,13359354
895,(주)대림제지,17650,2019,5938945,0
896,(주)대명소노시즌,7720,2011,-13484879,-11157600
897,(주)대명소노시즌,7720,2012,-4481757,-5663846
898,(주)대명소노시즌,7720,2013,-1297954,5704562
899,(주)대명소노시즌,7720,2014,1035546,7060549
900,(주)대명소노시즌,7720,2015,162033,-4603828
901,(주)대명소노시즌,7720,2016,3799957,254471
902,(주)대명소노시즌,7720,2017,7151400,7808218
903,(주)대명소노시즌,7720,2018,6553336,9104713
904,(주)대명소노시즌,7720,2019,6335682,3886672
905,(주)대성미생물연구소,36480,2011,-508934,0
906,(주)대성미생물연구소,36480,2012,271278,0
907,(주)대성미생물연구소,36480,2013,1286415,0
908,(주)대성미생물연구소,36480,2014,2376812,0
