,회사명,거래소코드,회계년도,R & D 투자효율,통계청 한국표준산업분류 10차(소분류)
1945,(주)시큐브,131090,15-Dec,24.82,  소프트웨어 개발 및 공급업
1946,(주)시큐브,131090,16-Dec,20.1,  소프트웨어 개발 및 공급업
1947,(주)시큐브,131090,17-Dec,18.13,  소프트웨어 개발 및 공급업
1948,(주)시큐브,131090,18-Dec,11.72,  소프트웨어 개발 및 공급업
1949,(주)시큐브,131090,19-Dec,13.52,  소프트웨어 개발 및 공급업
1950,(주)시티랩스,139050,11-Dec,5.28,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1951,(주)시티랩스,139050,12-Dec,2.41,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1952,(주)시티랩스,139050,13-Dec,1.34,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1953,(주)시티랩스,139050,14-Dec,0.91,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1954,(주)시티랩스,139050,15-Dec,2.02,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1955,(주)시티랩스,139050,16-Dec,0.62,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1956,(주)시티랩스,139050,17-Dec,0.09,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1957,(주)시티랩스,139050,18-Dec,0.35,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1958,(주)시티랩스,139050,19-Dec,0.11,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1959,(주)신성이엔지,11930,11-Dec,0.09,  반도체 제조업
1960,(주)신성이엔지,11930,12-Dec,1,  반도체 제조업
1961,(주)신성이엔지,11930,13-Dec,0.86,  반도체 제조업
1962,(주)신성이엔지,11930,14-Dec,0.6,  반도체 제조업
1963,(주)신성이엔지,11930,15-Dec,0.77,  반도체 제조업
1964,(주)신성이엔지,11930,16-Dec,0.92,  반도체 제조업
1965,(주)신성이엔지,11930,17-Dec,0.58,  반도체 제조업
1966,(주)신성이엔지,11930,18-Dec,1.27,  반도체 제조업
1967,(주)신성이엔지,11930,19-Dec,1.46,  반도체 제조업
1968,(주)신원,9270,11-Dec,0.03,  봉제의복 제조업
1969,(주)신원,9270,12-Dec,0.02,  봉제의복 제조업
1970,(주)신원,9270,13-Dec,0.01,  봉제의복 제조업
1971,(주)신원,9270,14-Dec,0.02,  봉제의복 제조업
1972,(주)신원,9270,15-Dec,0.01,  봉제의복 제조업
1973,(주)신원,9270,16-Dec,0.02,  봉제의복 제조업
1974,(주)신원,9270,17-Dec,0.04,  봉제의복 제조업
1975,(주)신원,9270,18-Dec,0.05,  봉제의복 제조업
1976,(주)신원,9270,19-Dec,0.05,  봉제의복 제조업
1977,(주)신화다이나믹스,1770,11-Dec,0,  1차 철강 제조업
1978,(주)신화다이나믹스,1770,12-Dec,0,  1차 철강 제조업
1979,(주)신화다이나믹스,1770,13-Dec,0,  1차 철강 제조업
1980,(주)신화다이나믹스,1770,14-Dec,0,  1차 철강 제조업
1981,(주)신화다이나믹스,1770,15-Dec,0,  1차 철강 제조업
1982,(주)신화다이나믹스,1770,16-Dec,0,  1차 철강 제조업
1983,(주)신화다이나믹스,1770,17-Dec,0,  1차 철강 제조업
1984,(주)신화다이나믹스,1770,18-Dec,0,  1차 철강 제조업
1985,(주)신화다이나믹스,1770,19-Dec,0,  1차 철강 제조업
1986,(주)신화콘텍,187270,14-Dec,1.33,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
1987,(주)신화콘텍,187270,15-Dec,2.99,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
1988,(주)신화콘텍,187270,16-Dec,3.21,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
1989,(주)신화콘텍,187270,17-Dec,2.03,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
1990,(주)신화콘텍,187270,18-Dec,3.57,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
1991,(주)신화콘텍,187270,19-Dec,2.84,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
1992,(주)신흥,4080,11-Dec,0.41,  기계장비 및 관련 물품 도매업
1993,(주)신흥,4080,12-Dec,0.5,  기계장비 및 관련 물품 도매업
1994,(주)신흥,4080,13-Dec,0.57,  기계장비 및 관련 물품 도매업
1995,(주)신흥,4080,14-Dec,0.58,  기계장비 및 관련 물품 도매업
1996,(주)신흥,4080,15-Dec,0.53,  기계장비 및 관련 물품 도매업
1997,(주)신흥,4080,16-Dec,0.49,  기계장비 및 관련 물품 도매업
1998,(주)신흥,4080,17-Dec,0.54,  기계장비 및 관련 물품 도매업
1999,(주)신흥,4080,18-Dec,0.57,  기계장비 및 관련 물품 도매업
2000,(주)신흥,4080,19-Dec,0.66,  기계장비 및 관련 물품 도매업
2001,(주)심텍,222800,15-Dec,,  전자부품 제조업
2002,(주)심텍,222800,16-Dec,0.41,  전자부품 제조업
2003,(주)심텍,222800,17-Dec,0.4,  전자부품 제조업
2004,(주)심텍,222800,18-Dec,0.71,  전자부품 제조업
2005,(주)심텍,222800,19-Dec,0.32,  전자부품 제조업
2006,(주)심텍홀딩스,36710,11-Dec,0.65,  통신 및 방송 장비 제조업
2007,(주)심텍홀딩스,36710,12-Dec,0.34,  통신 및 방송 장비 제조업
2008,(주)심텍홀딩스,36710,13-Dec,0.35,  통신 및 방송 장비 제조업
2009,(주)심텍홀딩스,36710,14-Dec,0.41,  통신 및 방송 장비 제조업
2010,(주)심텍홀딩스,36710,15-Dec,0,  통신 및 방송 장비 제조업
2011,(주)심텍홀딩스,36710,16-Dec,0,  통신 및 방송 장비 제조업
2012,(주)심텍홀딩스,36710,17-Dec,0,  통신 및 방송 장비 제조업
2013,(주)심텍홀딩스,36710,18-Dec,0,  통신 및 방송 장비 제조업
2014,(주)심텍홀딩스,36710,19-Dec,0,  통신 및 방송 장비 제조업
2015,(주)싸이토젠,217330,18-Dec,14.74,  자연과학 및 공학 연구개발업
2016,(주)싸이토젠,217330,19-Dec,153.84,  자연과학 및 공학 연구개발업
2017,(주)쌍방울,102280,11-Dec,0.1,  봉제의복 제조업
2018,(주)쌍방울,102280,12-Dec,0.16,  봉제의복 제조업
2019,(주)쌍방울,102280,13-Dec,0.14,  봉제의복 제조업
2020,(주)쌍방울,102280,14-Dec,0.15,  봉제의복 제조업
2021,(주)쌍방울,102280,15-Dec,0.34,  봉제의복 제조업
2022,(주)쌍방울,102280,16-Dec,0.3,  봉제의복 제조업
2023,(주)쌍방울,102280,17-Dec,0.16,  봉제의복 제조업
2024,(주)쌍방울,102280,18-Dec,0.09,  봉제의복 제조업
2025,(주)쌍방울,102280,19-Dec,0.12,  봉제의복 제조업
2026,(주)쎄니트,37760,11-Dec,0,  1차 철강 제조업
2027,(주)쎄니트,37760,12-Dec,0,  1차 철강 제조업
2028,(주)쎄니트,37760,13-Dec,0,  1차 철강 제조업
2029,(주)쎄니트,37760,14-Dec,0,  1차 철강 제조업
2030,(주)쎄니트,37760,15-Dec,0,  1차 철강 제조업
2031,(주)쎄니트,37760,16-Dec,0,  1차 철강 제조업
2032,(주)쎄니트,37760,17-Dec,0,  1차 철강 제조업
2033,(주)쎄니트,37760,18-Dec,0,  1차 철강 제조업
2034,(주)쎄니트,37760,19-Dec,0,  1차 철강 제조업
2035,(주)쎌마테라퓨틱스,15540,11-Dec,6.37,  기타 사업지원 서비스업
2036,(주)쎌마테라퓨틱스,15540,12-Dec,5.94,  기타 사업지원 서비스업
2037,(주)쎌마테라퓨틱스,15540,13-Dec,0,  기타 사업지원 서비스업
2038,(주)쎌마테라퓨틱스,15540,14-Dec,0,  기타 사업지원 서비스업
2039,(주)쎌마테라퓨틱스,15540,15-Dec,0,  기타 사업지원 서비스업
2040,(주)쎌마테라퓨틱스,15540,16-Dec,0,  기타 사업지원 서비스업
2041,(주)쎌마테라퓨틱스,15540,17-Dec,0,  기타 사업지원 서비스업
2042,(주)쎌마테라퓨틱스,15540,18-Dec,10.84,  기타 사업지원 서비스업
2043,(주)쎌마테라퓨틱스,15540,19-Dec,3.81,  기타 사업지원 서비스업
2044,(주)쏠리드,50890,11-Dec,0,  통신 및 방송 장비 제조업
2045,(주)쏠리드,50890,12-Dec,5.9,  통신 및 방송 장비 제조업
2046,(주)쏠리드,50890,13-Dec,4.72,  통신 및 방송 장비 제조업
2047,(주)쏠리드,50890,14-Dec,5.63,  통신 및 방송 장비 제조업
2048,(주)쏠리드,50890,15-Dec,5.62,  통신 및 방송 장비 제조업
2049,(주)쏠리드,50890,16-Dec,5.62,  통신 및 방송 장비 제조업
2050,(주)쏠리드,50890,17-Dec,8.4,  통신 및 방송 장비 제조업
2051,(주)쏠리드,50890,18-Dec,7.92,  통신 및 방송 장비 제조업
2052,(주)쏠리드,50890,19-Dec,9.51,  통신 및 방송 장비 제조업
2053,(주)씨씨에스충북방송,66790,11-Dec,0,  텔레비전 방송업
2054,(주)씨씨에스충북방송,66790,12-Dec,0,  텔레비전 방송업
2055,(주)씨씨에스충북방송,66790,13-Dec,0,  텔레비전 방송업
2056,(주)씨씨에스충북방송,66790,14-Dec,0,  텔레비전 방송업
2057,(주)씨씨에스충북방송,66790,15-Dec,0,  텔레비전 방송업
2058,(주)씨씨에스충북방송,66790,16-Dec,0,  텔레비전 방송업
2059,(주)씨씨에스충북방송,66790,17-Dec,0,  텔레비전 방송업
2060,(주)씨씨에스충북방송,66790,18-Dec,0,  텔레비전 방송업
2061,(주)씨씨에스충북방송,66790,19-Dec,0,  텔레비전 방송업
2062,(주)씨아이테크,4920,11-Dec,0.04,  그 외 기타 제품 제조업
2063,(주)씨아이테크,4920,12-Dec,0.04,  그 외 기타 제품 제조업
2064,(주)씨아이테크,4920,13-Dec,0.01,  그 외 기타 제품 제조업
2065,(주)씨아이테크,4920,14-Dec,0.01,  그 외 기타 제품 제조업
2066,(주)씨아이테크,4920,15-Dec,0.98,  그 외 기타 제품 제조업
2067,(주)씨아이테크,4920,16-Dec,2.88,  그 외 기타 제품 제조업
2068,(주)씨아이테크,4920,17-Dec,4.14,  그 외 기타 제품 제조업
2069,(주)씨아이테크,4920,18-Dec,2.49,  그 외 기타 제품 제조업
2070,(주)씨아이테크,4920,19-Dec,3.97,  그 외 기타 제품 제조업
2071,(주)씨에스,65770,11-Dec,15.88,  통신 및 방송 장비 제조업
2072,(주)씨에스,65770,12-Dec,12.75,  통신 및 방송 장비 제조업
2073,(주)씨에스,65770,13-Dec,10.61,  통신 및 방송 장비 제조업
2074,(주)씨에스,65770,14-Dec,3.31,  통신 및 방송 장비 제조업
2075,(주)씨에스,65770,15-Dec,3.44,  통신 및 방송 장비 제조업
2076,(주)씨에스,65770,16-Dec,4.39,  통신 및 방송 장비 제조업
2077,(주)씨에스,65770,17-Dec,3.95,  통신 및 방송 장비 제조업
2078,(주)씨에스,65770,18-Dec,2.76,  통신 및 방송 장비 제조업
2079,(주)씨에스,65770,19-Dec,5.12,  통신 및 방송 장비 제조업
2080,(주)씨에스에이코스믹,83660,11-Dec,4.48,  기타 화학제품 제조업
2081,(주)씨에스에이코스믹,83660,12-Dec,2.82,  기타 화학제품 제조업
2082,(주)씨에스에이코스믹,83660,13-Dec,1.13,  기타 화학제품 제조업
2083,(주)씨에스에이코스믹,83660,14-Dec,1.46,  기타 화학제품 제조업
2084,(주)씨에스에이코스믹,83660,15-Dec,1.52,  기타 화학제품 제조업
2085,(주)씨에스에이코스믹,83660,16-Dec,1.22,  기타 화학제품 제조업
2086,(주)씨에스에이코스믹,83660,17-Dec,1.47,  기타 화학제품 제조업
2087,(주)씨에스에이코스믹,83660,18-Dec,1.21,  기타 화학제품 제조업
2088,(주)씨에스에이코스믹,83660,19-Dec,0.76,  기타 화학제품 제조업
2089,(주)씨엔플러스,115530,11-Dec,3.29,  전자부품 제조업
2090,(주)씨엔플러스,115530,12-Dec,2.97,  전자부품 제조업
2091,(주)씨엔플러스,115530,13-Dec,3.76,  전자부품 제조업
2092,(주)씨엔플러스,115530,14-Dec,11,  전자부품 제조업
2093,(주)씨엔플러스,115530,15-Dec,8.82,  전자부품 제조업
2094,(주)씨엔플러스,115530,16-Dec,5.51,  전자부품 제조업
2095,(주)씨엔플러스,115530,17-Dec,3.27,  전자부품 제조업
2096,(주)씨엔플러스,115530,18-Dec,2.88,  전자부품 제조업
2097,(주)씨엔플러스,115530,19-Dec,1.44,  전자부품 제조업
2098,(주)씨유메디칼시스템,115480,11-Dec,2.59,  의료용 기기 제조업
2099,(주)씨유메디칼시스템,115480,12-Dec,4.08,  의료용 기기 제조업
2100,(주)씨유메디칼시스템,115480,13-Dec,6.29,  의료용 기기 제조업
2101,(주)씨유메디칼시스템,115480,14-Dec,3.8,  의료용 기기 제조업
2102,(주)씨유메디칼시스템,115480,15-Dec,3.68,  의료용 기기 제조업
2103,(주)씨유메디칼시스템,115480,16-Dec,2.15,  의료용 기기 제조업
2104,(주)씨유메디칼시스템,115480,17-Dec,2.33,  의료용 기기 제조업
2105,(주)씨유메디칼시스템,115480,18-Dec,2.06,  의료용 기기 제조업
2106,(주)씨유메디칼시스템,115480,19-Dec,1.87,  의료용 기기 제조업
2107,(주)씨티씨바이오,60590,11-Dec,6.53,  의약품 제조업
2108,(주)씨티씨바이오,60590,12-Dec,4.6,  의약품 제조업
2109,(주)씨티씨바이오,60590,13-Dec,4.4,  의약품 제조업
2110,(주)씨티씨바이오,60590,14-Dec,6.3,  의약품 제조업
2111,(주)씨티씨바이오,60590,15-Dec,5.22,  의약품 제조업
2112,(주)씨티씨바이오,60590,16-Dec,7.87,  의약품 제조업
2113,(주)씨티씨바이오,60590,17-Dec,6.32,  의약품 제조업
2114,(주)씨티씨바이오,60590,18-Dec,4.52,  의약품 제조업
2115,(주)씨티씨바이오,60590,19-Dec,1.55,  의약품 제조업
2116,(주)아가방앤컴퍼니,13990,11-Dec,0.05,  생활용품 도매업
2117,(주)아가방앤컴퍼니,13990,12-Dec,0.03,  생활용품 도매업
2118,(주)아가방앤컴퍼니,13990,13-Dec,0.04,  생활용품 도매업
2119,(주)아가방앤컴퍼니,13990,14-Dec,0.05,  생활용품 도매업
2120,(주)아가방앤컴퍼니,13990,15-Dec,0.03,  생활용품 도매업
2121,(주)아가방앤컴퍼니,13990,16-Dec,0.04,  생활용품 도매업
2122,(주)아가방앤컴퍼니,13990,17-Dec,0.05,  생활용품 도매업
2123,(주)아가방앤컴퍼니,13990,18-Dec,0.06,  생활용품 도매업
2124,(주)아가방앤컴퍼니,13990,19-Dec,0.04,  생활용품 도매업
2125,(주)아나패스,123860,11-Dec,12.5,  반도체 제조업
2126,(주)아나패스,123860,12-Dec,18.25,  반도체 제조업
2127,(주)아나패스,123860,13-Dec,21.39,  반도체 제조업
2128,(주)아나패스,123860,14-Dec,19.72,  반도체 제조업
2129,(주)아나패스,123860,15-Dec,23.65,  반도체 제조업
2130,(주)아나패스,123860,16-Dec,21.4,  반도체 제조업
2131,(주)아나패스,123860,17-Dec,23.79,  반도체 제조업
2132,(주)아나패스,123860,18-Dec,35.55,  반도체 제조업
2133,(주)아나패스,123860,19-Dec,50.07,  반도체 제조업
2134,(주)아난티,25980,11-Dec,0,  일반 및 생활 숙박시설 운영업
2135,(주)아난티,25980,12-Dec,0,  일반 및 생활 숙박시설 운영업
2136,(주)아난티,25980,13-Dec,0,  일반 및 생활 숙박시설 운영업
2137,(주)아난티,25980,14-Dec,0,  일반 및 생활 숙박시설 운영업
2138,(주)아난티,25980,15-Dec,0,  일반 및 생활 숙박시설 운영업
2139,(주)아난티,25980,16-Dec,0,  일반 및 생활 숙박시설 운영업
2140,(주)아난티,25980,17-Dec,0,  일반 및 생활 숙박시설 운영업
2141,(주)아난티,25980,18-Dec,0,  일반 및 생활 숙박시설 운영업
2142,(주)아난티,25980,19-Dec,0,  일반 및 생활 숙박시설 운영업
2143,(주)아리온테크놀로지,58220,11-Dec,5.59,  통신 및 방송 장비 제조업
2144,(주)아리온테크놀로지,58220,12-Dec,3.99,  통신 및 방송 장비 제조업
2145,(주)아리온테크놀로지,58220,13-Dec,3.72,  통신 및 방송 장비 제조업
2146,(주)아리온테크놀로지,58220,14-Dec,4.68,  통신 및 방송 장비 제조업
2147,(주)아리온테크놀로지,58220,15-Dec,4.6,  통신 및 방송 장비 제조업
2148,(주)아리온테크놀로지,58220,16-Dec,1.14,  통신 및 방송 장비 제조업
2149,(주)아리온테크놀로지,58220,17-Dec,1.66,  통신 및 방송 장비 제조업
2150,(주)아리온테크놀로지,58220,18-Dec,1.15,  통신 및 방송 장비 제조업
2151,(주)아리온테크놀로지,58220,19-Dec,0.45,  통신 및 방송 장비 제조업
2152,(주)아모텍,52710,11-Dec,6.15,  전자부품 제조업
2153,(주)아모텍,52710,12-Dec,4.73,  전자부품 제조업
2154,(주)아모텍,52710,13-Dec,4.84,  전자부품 제조업
2155,(주)아모텍,52710,14-Dec,6.26,  전자부품 제조업
2156,(주)아모텍,52710,15-Dec,4.58,  전자부품 제조업
2157,(주)아모텍,52710,16-Dec,3.9,  전자부품 제조업
2158,(주)아모텍,52710,17-Dec,4.51,  전자부품 제조업
2159,(주)아모텍,52710,18-Dec,5.67,  전자부품 제조업
2160,(주)아모텍,52710,19-Dec,4.7,  전자부품 제조업
2161,(주)아미노로직스,74430,11-Dec,1.53,  기타 전문 도매업
2162,(주)아미노로직스,74430,12-Dec,3.79,  기타 전문 도매업
2163,(주)아미노로직스,74430,13-Dec,1.32,  기타 전문 도매업
2164,(주)아미노로직스,74430,14-Dec,4.74,  기타 전문 도매업
2165,(주)아미노로직스,74430,15-Dec,0.7,  기타 전문 도매업
2166,(주)아미노로직스,74430,16-Dec,0.94,  기타 전문 도매업
2167,(주)아미노로직스,74430,17-Dec,1.34,  기타 전문 도매업
2168,(주)아미노로직스,74430,18-Dec,0.87,  기타 전문 도매업
2169,(주)아미노로직스,74430,19-Dec,1.19,  기타 전문 도매업
2170,(주)아바코,83930,11-Dec,0,  특수 목적용 기계 제조업
2171,(주)아바코,83930,12-Dec,3.28,  특수 목적용 기계 제조업
2172,(주)아바코,83930,13-Dec,2.65,  특수 목적용 기계 제조업
2173,(주)아바코,83930,14-Dec,2.65,  특수 목적용 기계 제조업
2174,(주)아바코,83930,15-Dec,3.18,  특수 목적용 기계 제조업
2175,(주)아바코,83930,16-Dec,2.26,  특수 목적용 기계 제조업
2176,(주)아바코,83930,17-Dec,2.33,  특수 목적용 기계 제조업
2177,(주)아바코,83930,18-Dec,1.53,  특수 목적용 기계 제조업
2178,(주)아바코,83930,19-Dec,4.6,  특수 목적용 기계 제조업
2179,(주)아센디오,12170,11-Dec,0.09,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
2180,(주)아센디오,12170,12-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
2181,(주)아센디오,12170,13-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
2182,(주)아센디오,12170,14-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
2183,(주)아센디오,12170,15-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
