,Unnamed: 0,회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),영업활동,투자활동,재무활동,영업활동(연결),투자활동(연결),재무활동(연결),기업수명,기업수명(연결)
10088,10088,대한약품공업(주),23910,14-Dec,9483451,-11858312,1722698,,,,+,-,+,8,8,8,성장기,성장기
10089,10089,대한약품공업(주),23910,15-Dec,19054191,-4926988,-8731468,,,,+,-,-,8,8,8,성숙기,성숙기
10090,10090,대한약품공업(주),23910,16-Dec,27924477,-23717644,-4597064,,,,+,-,-,8,8,8,성숙기,성숙기
10091,10091,대한약품공업(주),23910,17-Dec,20454551,-20766649,4690000,,,,+,-,+,8,8,8,성장기,성장기
10092,10092,대한약품공업(주),23910,18-Dec,44943541,-35620954,17987646,,,,+,-,+,8,8,8,성장기,성장기
10093,10093,대한약품공업(주),23910,19-Dec,35263603,-20777337,-10277670,,,,+,-,-,8,8,8,성숙기,성숙기
10094,10094,대한유화(주),6650,11-Dec,25702821,-26934553,39786771,30220897,-26905703,35176771,+,-,+,+,-,+,성장기,성장기
10095,10095,대한유화(주),6650,12-Dec,9271926,-53137015,21626086,10091831,-53137015,20626086,+,-,+,+,-,+,성장기,성장기
10096,10096,대한유화(주),6650,13-Dec,73806558,-85573182,-14394311,74693198,-85536068,-15394311,+,-,-,+,-,-,성숙기,성숙기
10097,10097,대한유화(주),6650,14-Dec,76861580,-172780309,80378910,77473943,-172461927,79378910,+,-,+,+,-,+,성장기,성장기
10098,10098,대한유화(주),6650,15-Dec,322046045,-113614825,-135391412,323715431,-113841169,-135891412,+,-,-,+,-,-,성숙기,성숙기
10099,10099,대한유화(주),6650,16-Dec,319043677,-277491979,-89920082,322565913,-278010729,-91920082,+,-,-,+,-,-,성숙기,성숙기
10100,10100,대한유화(주),6650,17-Dec,226687982,-315120403,12295600,227866073,-306349833,1134731,+,-,+,+,-,+,성장기,성장기
10101,10101,대한유화(주),6650,18-Dec,342884653,-107621574,-204705400,350888486,-116646654,-190205400,+,-,-,+,-,-,성숙기,성숙기
10102,10102,대한유화(주),6650,19-Dec,225521968,-114158118,-54726344,230340536,-156585525,-29254773,+,-,-,+,-,-,성숙기,성숙기
10103,10103,대한전선(주),1440,11-Dec,191622,-33988051,3293788,-11964700,159279230,-180037578,+,-,+,-,+,-,성장기,쇠퇴기
10104,10104,대한전선(주),1440,12-Dec,-62864363,49493342,24022447,-55441102,75873233,-37579322,-,+,+,-,+,-,쇠퇴기,쇠퇴기
10105,10105,대한전선(주),1440,13-Dec,38858199,-21782889,-30326376,28306105,-34544543,-2456996,+,-,-,+,-,-,성숙기,성숙기
10106,10106,대한전선(주),1440,14-Dec,-66881154,-11290529,76909118,-105888623,32169593,68549173,-,-,+,-,+,+,도입기,쇠퇴기
10107,10107,대한전선(주),1440,15-Dec,-123602390,-153234071,287109307,-120770868,-111975210,282089962,-,-,+,-,-,+,도입기,도입기
10108,10108,대한전선(주),1440,16-Dec,-24883844,118888101,5352292,-5635442,119141367,-25928782,-,+,+,-,+,-,쇠퇴기,쇠퇴기
10109,10109,대한전선(주),1440,17-Dec,31703641,-38223963,-40382478,31862603,-40163946,-37018912,+,-,-,+,-,-,성숙기,성숙기
10110,10110,대한전선(주),1440,18-Dec,15195483,13597655,-20773716,14354540,58222160,-69858507,+,+,-,+,+,-,쇄신기,쇄신기
10111,10111,대한전선(주),1440,19-Dec,82164274,-14419572,17846742,79182422,-12146301,16744684,+,-,+,+,-,+,성장기,성장기
10112,10112,대한제강(주),84010,11-Dec,871845,-99802883,41179944,-4034854,-93870860,40236120,+,-,+,-,-,+,성장기,도입기
10113,10113,대한제강(주),84010,12-Dec,1977397,26566497,-14064252,3636415,21936637,-10567110,+,+,-,+,+,-,쇄신기,쇄신기
10114,10114,대한제강(주),84010,13-Dec,822937,-20082875,11560160,-4230436,-15516671,15281608,+,-,+,-,-,+,성장기,도입기
10115,10115,대한제강(주),84010,14-Dec,51513154,-43809817,-14452101,55735204,-42505271,-9159590,+,-,-,+,-,-,성숙기,성숙기
10116,10116,대한제강(주),84010,15-Dec,113272663,72049111,-133817248,111794404,74717647,-142740423,+,+,-,+,+,-,쇄신기,쇄신기
10117,10117,대한제강(주),84010,16-Dec,36613814,-11865054,-24250279,40920609,-12867990,-20838605,+,-,-,+,-,-,성숙기,성숙기
10118,10118,대한제강(주),84010,17-Dec,98088603,-43895187,-17526468,93295896,-43964820,-15261373,+,-,-,+,-,-,성숙기,성숙기
10119,10119,대한제강(주),84010,18-Dec,-13657705,-27030446,-814321,-16641282,-13823112,-10898246,-,-,-,-,-,-,쇄신기,쇄신기
10120,10120,대한제강(주),84010,19-Dec,14649629,-37830897,1828681,28714751,-32443519,-16240409,+,-,+,+,-,-,성장기,성숙기
10121,10121,대한제당(주),1790,11-Dec,-21263131,-5887546,40678588,2617464,-11411487,34203198,-,-,+,+,-,+,도입기,성장기
10122,10122,대한제당(주),1790,12-Dec,11435533,-17897565,-24752294,-27344396,-21300272,16759839,+,-,-,-,-,+,성숙기,도입기
10123,10123,대한제당(주),1790,13-Dec,26478264,-16051304,-8621349,105713482,-29549493,-69997986,+,-,-,+,-,-,성숙기,성숙기
10124,10124,대한제당(주),1790,14-Dec,-44806943,-20191383,47945907,-12338169,-29592930,22796618,-,-,+,-,-,+,도입기,도입기
10125,10125,대한제당(주),1790,15-Dec,28804313,-10796667,-3522154,-7328788,-9436025,9457388,+,-,-,-,-,+,성숙기,도입기
10126,10126,대한제당(주),1790,16-Dec,30318632,59360676,-42975361,86912335,61318309,-80222185,+,+,-,+,+,-,쇄신기,쇄신기
10127,10127,대한제당(주),1790,17-Dec,2409098,-18072914,-11239401,10536903,-13242353,-24566401,+,-,-,+,-,-,성숙기,성숙기
10128,10128,대한제당(주),1790,18-Dec,12204702,-19286713,-17223618,12613990,-18005279,-22994918,+,-,-,+,-,-,성숙기,성숙기
10129,10129,대한제당(주),1790,19-Dec,-2798762,15444533,-295910,8509710,18197983,-7639154,-,+,-,+,+,-,쇠퇴기,쇄신기
10130,10130,대한제분(주),1130,11-Dec,9563824,4427874,1245005,7712144,-11515069,18062062,+,+,+,+,-,+,쇄신기,성장기
10131,10131,대한제분(주),1130,12-Dec,21922516,-37205000,5203052,20664453,-41507037,-3791216,+,-,+,+,-,-,성장기,성숙기
10132,10132,대한제분(주),1130,13-Dec,22061147,-63877,14701517,60212350,-10036626,-6957744,+,-,+,+,-,-,성장기,성숙기
10133,10133,대한제분(주),1130,14-Dec,39374607,-48189884,7668510,71566460,-60960643,-23901607,+,-,+,+,-,-,성장기,성숙기
10134,10134,대한제분(주),1130,15-Dec,34197330,-32070486,-20777094,53616382,-46744851,-31269733,+,-,-,+,-,-,성숙기,성숙기
10135,10135,대한제분(주),1130,16-Dec,43126693,-18146107,-45619840,86171246,-29755982,-45278684,+,-,-,+,-,-,성숙기,성숙기
10136,10136,대한제분(주),1130,17-Dec,16764830,-13730586,-21491923,43364428,-35156245,-49851331,+,-,-,+,-,-,성숙기,성숙기
10137,10137,대한제분(주),1130,18-Dec,30096136,19656453,-15004087,12634599,18895322,7716495,+,+,-,+,+,+,쇄신기,쇄신기
10138,10138,대한제분(주),1130,19-Dec,-9302813,25788433,-16814642,3331984,-25397927,20347836,-,+,-,+,-,+,쇠퇴기,성장기
10139,10139,대한해운(주),5880,11-Dec,-16637497,116830081,-308031233,-45290834,119524624,-312511575,-,+,-,-,+,-,쇠퇴기,쇠퇴기
10140,10140,대한해운(주),5880,12-Dec,-27706295,31087478,-88837760,,,,-,+,-,8,8,8,쇠퇴기,쇠퇴기
10141,10141,대한해운(주),5880,13-Dec,210544964,-2561648,-177295658,,,,+,-,-,8,8,8,성숙기,성숙기
10142,10142,대한해운(주),5880,14-Dec,173584811,-108080199,-89073970,175045278,-106838618,-89362660,+,-,-,+,-,-,성숙기,성숙기
10143,10143,대한해운(주),5880,15-Dec,139895708,-253985672,114112747,138252777,-251293656,113800096,+,-,+,+,-,+,성장기,성장기
10144,10144,대한해운(주),5880,16-Dec,126255973,-403557820,267460285,120676334,-374327193,277288732,+,-,+,+,-,+,성장기,성장기
10145,10145,대한해운(주),5880,17-Dec,149885057,-332678711,183778961,227310975,-776669707,523099037,+,-,+,+,-,+,성장기,성장기
10146,10146,대한해운(주),5880,18-Dec,199447888,-191244762,20082461,258496571,-306594133,79125782,+,-,+,+,-,+,성장기,성장기
10147,10147,대한해운(주),5880,19-Dec,247514544,-423079303,171293459,351042098,-472903553,136299288,+,-,+,+,-,+,성장기,성장기
10148,10148,대한화섬(주),3830,11-Dec,2144206,-47029206,44593574,,,,+,-,+,8,8,8,성장기,성장기
10149,10149,대한화섬(주),3830,12-Dec,19151297,3102360,-23145572,,,,+,+,-,8,8,8,쇄신기,쇄신기
10150,10150,대한화섬(주),3830,13-Dec,-20743204,4067023,16766209,,,,-,+,+,8,8,8,쇠퇴기,쇠퇴기
10151,10151,대한화섬(주),3830,14-Dec,4756026,5434536,-10270598,,,,+,+,-,8,8,8,쇄신기,쇄신기
10152,10152,대한화섬(주),3830,15-Dec,-4987873,-149314,5274558,,,,-,-,+,8,8,8,도입기,도입기
10153,10153,대한화섬(주),3830,16-Dec,15724476,3301447,-17788652,,,,+,+,-,8,8,8,쇄신기,쇄신기
10154,10154,대한화섬(주),3830,17-Dec,5519970,3491666,-9383757,,,,+,+,-,8,8,8,쇄신기,쇄신기
10155,10155,대한화섬(주),3830,18-Dec,3688515,6168716,-9046741,,,,+,+,-,8,8,8,쇄신기,쇄신기
10156,10156,대한화섬(주),3830,19-Dec,9180375,6028922,-15534745,,,,+,+,-,8,8,8,쇄신기,쇄신기
10157,10157,대화제약(주),67080,11-Dec,6986521,-11893564,4643568,3430151,-11299116,9550864,+,-,+,+,-,+,성장기,성장기
10158,10158,대화제약(주),67080,12-Dec,8498933,-606771,-7993132,5769903,-1238423,-6159160,+,-,-,+,-,-,성숙기,성숙기
10159,10159,대화제약(주),67080,13-Dec,13031203,-2529145,-8622364,13571513,-2698535,-9073816,+,-,-,+,-,-,성숙기,성숙기
10160,10160,대화제약(주),67080,14-Dec,6716978,-5037405,-1876935,6179524,-5158482,-583185,+,-,-,+,-,-,성숙기,성숙기
10161,10161,대화제약(주),67080,15-Dec,5362012,-4001529,-2177543,2430719,-3726211,107403,+,-,-,+,-,+,성숙기,성장기
10162,10162,대화제약(주),67080,16-Dec,8888728,-25388299,16715877,8788499,-25584351,25749109,+,-,+,+,-,+,성장기,성장기
10163,10163,대화제약(주),67080,17-Dec,13301706,-20049274,11298004,10943079,-14981448,510754,+,-,+,+,-,+,성장기,성장기
10164,10164,대화제약(주),67080,18-Dec,8468619,-3281997,-8766671,10489570,-7248759,-5351496,+,-,-,+,-,-,성숙기,성숙기
10165,10165,대화제약(주),67080,19-Dec,-2397281,7162654,-6301419,-41073,-3570132,-89924,-,+,-,-,-,-,쇠퇴기,쇄신기
10166,10166,더이앤엠(주),89230,11-Dec,-18641692,18240622,-4146036,,,,-,+,-,8,8,8,쇠퇴기,쇠퇴기
10167,10167,더이앤엠(주),89230,12-Dec,9900100,-12995025,-67790,,,,+,-,-,8,8,8,성숙기,성숙기
10168,10168,더이앤엠(주),89230,13-Dec,-16278364,14863587,577222,,,,-,+,+,8,8,8,쇠퇴기,쇠퇴기
10169,10169,더이앤엠(주),89230,14-Dec,-944507,54645060,-53727376,-657371,54509645,-53871083,-,+,-,-,+,-,쇠퇴기,쇠퇴기
10170,10170,더이앤엠(주),89230,15-Dec,-29095726,5825625,24051144,-29763897,14822412,21461828,-,+,+,-,+,+,쇠퇴기,쇠퇴기
10171,10171,더이앤엠(주),89230,16-Dec,654523,1358826,-1159336,2312501,-8166892,962169,+,+,-,+,-,+,쇄신기,성장기
10172,10172,더이앤엠(주),89230,17-Dec,956539,-1455042,500000,1140444,-1079387,-59639,+,-,+,+,-,-,성장기,성숙기
10173,10173,더이앤엠(주),89230,18-Dec,3297122,-4082463,1500000,4394901,-2588148,1150000,+,-,+,+,-,+,성장기,성장기
10174,10174,더이앤엠(주),89230,19-Dec,8799648,-14257350,6242604,8412794,-13930351,4617500,+,-,+,+,-,+,성장기,성장기
10175,10175,덕산네오룩스(주),213420,15-Dec,5699080,-13095583,30202942,,,,+,-,+,8,8,8,성장기,성장기
10176,10176,덕산네오룩스(주),213420,16-Dec,9117705,-3686055,1000000,,,,+,-,+,8,8,8,성장기,성장기
10177,10177,덕산네오룩스(주),213420,17-Dec,19745619,-785457,-12930,,,,+,-,-,8,8,8,성숙기,성숙기
10178,10178,덕산네오룩스(주),213420,18-Dec,8158311,-17686998,0,,,,+,-,0,8,8,8,9,9
10179,10179,덕산네오룩스(주),213420,19-Dec,22156753,-20761365,-248105,,,,+,-,-,8,8,8,성숙기,성숙기
10180,10180,덕산하이메탈(주),77360,11-Dec,36320817,-14733187,-6291588,,,,+,-,-,8,8,8,성숙기,성숙기
10181,10181,덕산하이메탈(주),77360,12-Dec,51438205,-54332809,-3382275,,,,+,-,-,8,8,8,성숙기,성숙기
10182,10182,덕산하이메탈(주),77360,13-Dec,40889835,-44182213,1195100,40691182,-41731750,537820,+,-,+,+,-,+,성장기,성장기
10183,10183,덕산하이메탈(주),77360,14-Dec,17436997,32311787,-4904801,17717318,26321915,-477001,+,+,-,+,+,-,쇄신기,쇄신기
10184,10184,덕산하이메탈(주),77360,15-Dec,15835462,-12186904,-30401659,11872797,-12828722,-24735919,+,-,-,+,-,-,성숙기,성숙기
10185,10185,덕산하이메탈(주),77360,16-Dec,9500761,-24172335,0,8159500,-23634050,-562500,+,-,0,+,-,-,9,성숙기
10186,10186,덕산하이메탈(주),77360,17-Dec,3180071,8418295,0,1348004,18942546,-8600000,+,+,0,+,+,-,9,쇄신기
10187,10187,덕산하이메탈(주),77360,18-Dec,8109805,5385810,0,8200882,5371436,0,+,+,0,+,+,9,9,9
10188,10188,덕산하이메탈(주),77360,19-Dec,9575184,-11990253,-85828,7261716,-8130616,-85828,+,-,-,+,-,-,성숙기,성숙기
10189,10189,덕양산업(주),24900,11-Dec,22624915,-3003169,-5450973,,,,+,-,-,8,8,8,성숙기,성숙기
10190,10190,덕양산업(주),24900,12-Dec,9765172,-43385615,-15906173,,,,+,-,-,8,8,8,성숙기,성숙기
10191,10191,덕양산업(주),24900,13-Dec,5617581,28644762,-2032163,,,,+,+,-,8,8,8,쇄신기,쇄신기
10192,10192,덕양산업(주),24900,14-Dec,-2652878,-15498491,-11657676,,,,-,-,-,8,8,8,쇄신기,쇄신기
10193,10193,덕양산업(주),24900,15-Dec,31961077,-86127304,64108752,29251657,-47191702,49618352,+,-,+,+,-,+,성장기,성장기
10194,10194,덕양산업(주),24900,16-Dec,-8650249,-8574818,-843498,-4550002,-21654291,-3614748,-,-,-,-,-,-,쇄신기,쇄신기
10195,10195,덕양산업(주),24900,17-Dec,30701051,-9352118,-12850000,38149378,-33132539,-609748,+,-,-,+,-,-,성숙기,성숙기
10196,10196,덕양산업(주),24900,18-Dec,43639794,-13742191,6667797,48360188,-23184416,13354360,+,-,+,+,-,+,성장기,성장기
10197,10197,덕양산업(주),24900,19-Dec,-1438389,-24818920,-10730226,7123654,-39418020,-1141685,-,-,-,+,-,-,쇄신기,성숙기
10198,10198,덕우전자(주),263600,17-Dec,18540424,-42502334,30353249,13101695,-38159928,35577130,+,-,+,+,-,+,성장기,성장기
10199,10199,덕우전자(주),263600,18-Dec,-4660396,496647,-1981999,-5564135,-2703701,-1182319,-,+,-,-,-,-,쇠퇴기,쇄신기
10200,10200,덕우전자(주),263600,19-Dec,20104609,-23910,-1656895,18741588,3747421,-2308393,+,-,-,+,+,-,성숙기,쇄신기
10201,10201,데브시스터즈(주),194480,14-Dec,31589383,-171663506,140637518,,,,+,-,+,8,8,8,성장기,성장기
10202,10202,데브시스터즈(주),194480,15-Dec,-63562883,102050694,-39044301,-68049717,107804389,-39044301,-,+,-,-,+,-,쇠퇴기,쇠퇴기
10203,10203,데브시스터즈(주),194480,16-Dec,14846245,-14978764,1293529,14474501,-14463014,1293529,+,-,+,+,-,+,성장기,성장기
10204,10204,데브시스터즈(주),194480,17-Dec,-12600641,11532807,24350,-15089473,18171660,-617236,-,+,+,-,+,-,쇠퇴기,쇠퇴기
10205,10205,데브시스터즈(주),194480,18-Dec,8749821,-8878662,171146,7834978,-16743308,6827531,+,-,+,+,-,+,성장기,성장기
10206,10206,데브시스터즈(주),194480,19-Dec,3016652,569659,-1693658,-2668219,14028165,-9888112,+,+,-,-,+,-,쇄신기,쇠퇴기
10207,10207,도이치모터스(주),67990,11-Dec,-340267,-10819233,34508942,-271616,-11823130,35238942,-,-,+,-,-,+,도입기,도입기
10208,10208,도이치모터스(주),67990,12-Dec,-1646931,-35881422,16823931,-1113657,-36256555,16666431,-,-,+,-,-,+,도입기,도입기
10209,10209,도이치모터스(주),67990,13-Dec,13224946,-40268144,25287576,-30611525,-18849322,49315216,+,-,+,-,-,+,성장기,도입기
10210,10210,도이치모터스(주),67990,14-Dec,2604799,-14797668,17439050,-103163476,-12159876,140609967,+,-,+,-,-,+,성장기,도입기
10211,10211,도이치모터스(주),67990,15-Dec,-12848971,-4734470,22902183,-2702554,-2453522,14486764,-,-,+,-,-,+,도입기,도입기
10212,10212,도이치모터스(주),67990,16-Dec,-40931927,-46054904,100456999,33228243,-88655971,71032155,-,-,+,+,-,+,도입기,성장기
10213,10213,도이치모터스(주),67990,17-Dec,3074148,-38780973,47880229,-3928886,-41981085,40903807,+,-,+,-,-,+,성장기,도입기
10214,10214,도이치모터스(주),67990,18-Dec,51908497,-13968318,-55072991,143796678,-74677283,-52472982,+,-,-,+,-,-,성숙기,성숙기
10215,10215,도이치모터스(주),67990,19-Dec,34071317,-56181753,56273345,34853155,-89170607,70793809,+,-,+,+,-,+,성장기,성장기
10216,10216,동국산업(주),5160,11-Dec,16006900,-23772469,23037266,-4905089,-11697216,31914456,+,-,+,-,-,+,성장기,도입기
10217,10217,동국산업(주),5160,12-Dec,24744599,-36992567,-15579090,53178934,-65575021,-21821998,+,-,-,+,-,-,성숙기,성숙기
10218,10218,동국산업(주),5160,13-Dec,15509982,-31492877,16791190,3701593,-23748078,24572204,+,-,+,+,-,+,성장기,성장기
10219,10219,동국산업(주),5160,14-Dec,24421430,4401341,-26829876,67927234,-21652221,-39730881,+,+,-,+,-,-,쇄신기,성숙기
10220,10220,동국산업(주),5160,15-Dec,44207784,2027989,-44089538,43348003,-16553408,-45335449,+,+,-,+,-,-,쇄신기,성숙기
10221,10221,동국산업(주),5160,16-Dec,26366427,18559228,-31511516,42205914,20314888,-36338503,+,+,-,+,+,-,쇄신기,쇄신기
10222,10222,동국산업(주),5160,17-Dec,10954605,-2645889,-22844145,69884133,-29423556,-25169460,+,-,-,+,-,-,성숙기,성숙기
10223,10223,동국산업(주),5160,18-Dec,44241992,-8000267,-33926976,-9300684,11147385,-27876573,+,-,-,-,+,-,성숙기,쇠퇴기
10224,10224,동국산업(주),5160,19-Dec,34856571,-3682928,-35113150,46004138,14722378,-54003629,+,-,-,+,+,-,성숙기,쇄신기
10225,10225,동국제강(주),1230,11-Dec,-75928244,-452402534,593523917,-218149508,-684436226,837710142,-,-,+,-,-,+,도입기,도입기
10226,10226,동국제강(주),1230,12-Dec,428138475,-394279589,-233088896,721688667,-491300650,-420194983,+,-,-,+,-,-,성숙기,성숙기
10227,10227,동국제강(주),1230,13-Dec,-9945669,-310624856,250360590,99997977,-252860431,121926130,-,-,+,+,-,+,도입기,성장기
10228,10228,동국제강(주),1230,14-Dec,192120839,-267563101,-150606235,68689915,-375155708,48344691,+,-,-,+,-,+,성숙기,성장기
10229,10229,동국제강(주),1230,15-Dec,544096124,514815417,-961406638,959229202,566921502,-1475905815,+,+,-,+,+,-,쇄신기,쇄신기
10230,10230,동국제강(주),1230,16-Dec,655891138,-123241615,-369071118,888321754,-101206796,-679544585,+,-,-,+,-,-,성숙기,성숙기
10231,10231,동국제강(주),1230,17-Dec,-46070925,-11501050,-81715932,90171806,-14511135,-183091471,-,-,-,+,-,-,쇄신기,성숙기
10232,10232,동국제강(주),1230,18-Dec,483958654,-65211663,-424061451,229429860,-72977970,-194180115,+,-,-,+,-,-,성숙기,성숙기
10233,10233,동국제강(주),1230,19-Dec,97148166,-62956685,-16045014,213476544,-65155733,-100750180,+,-,-,+,-,-,성숙기,성숙기
10234,10234,동국제약(주),86450,11-Dec,17074963,-15627092,-474714,,,,+,-,-,8,8,8,성숙기,성숙기
10235,10235,동국제약(주),86450,12-Dec,14203464,-8272751,-6527314,,,,+,-,-,8,8,8,성숙기,성숙기
10236,10236,동국제약(주),86450,13-Dec,20974875,-11390308,-3822563,19860053,-11222532,-2873629,+,-,-,+,-,-,성숙기,성숙기
10237,10237,동국제약(주),86450,14-Dec,23566568,-7218015,-3018748,22737480,-8073348,-1330704,+,-,-,+,-,-,성숙기,성숙기
10238,10238,동국제약(주),86450,15-Dec,28393546,-17636432,-140858,27142707,-17260979,729899,+,-,-,+,-,+,성숙기,성장기
10239,10239,동국제약(주),86450,16-Dec,38821867,-15705777,-3818697,39412103,-15627023,-4482802,+,-,-,+,-,-,성숙기,성숙기
10240,10240,동국제약(주),86450,17-Dec,23013671,-17578060,-2954169,28659408,-17413422,-3310398,+,-,-,+,-,-,성숙기,성숙기
10241,10241,동국제약(주),86450,18-Dec,27167235,-48678817,17468754,33209233,-90700233,56071023,+,-,+,+,-,+,성장기,성장기
10242,10242,동국제약(주),86450,19-Dec,65786534,-52000893,-5809016,69482629,-55837997,-4916177,+,-,-,+,-,-,성숙기,성숙기
10243,10243,동부건설(주),5960,11-Dec,186437820,-121119874,1916589,254899568,-244402434,88971562,+,-,+,+,-,+,성장기,성장기
10244,10244,동부건설(주),5960,12-Dec,-60690618,-39628261,74745782,44721815,-196488672,124604745,-,-,+,+,-,+,도입기,성장기
10245,10245,동부건설(주),5960,13-Dec,39334013,189810345,-190128562,146918533,149768537,-281964285,+,+,-,+,+,-,쇄신기,쇄신기
10246,10246,동부건설(주),5960,14-Dec,9693481,397396774,-458415917,15071737,390108668,-451137542,+,+,-,+,+,-,쇄신기,쇄신기
10247,10247,동부건설(주),5960,15-Dec,143227888,86426983,-150042031,145986921,84036881,-156841283,+,+,-,+,+,-,쇄신기,쇄신기
10248,10248,동부건설(주),5960,16-Dec,-14076524,16580723,64847637,-10005337,17220559,64225014,-,+,+,-,+,+,쇠퇴기,쇠퇴기
10249,10249,동부건설(주),5960,17-Dec,-5498502,55921506,-88362478,-8517044,60367008,-89992848,-,+,-,-,+,-,쇠퇴기,쇠퇴기
10250,10250,동부건설(주),5960,18-Dec,57666411,-123003130,-5734770,58922382,-122948784,-6647157,+,-,-,+,-,-,성숙기,성숙기
10251,10251,동부건설(주),5960,19-Dec,113227803,20177191,-37311867,48287512,37755926,17285431,+,+,-,+,+,+,쇄신기,쇄신기
