구분,코드,산업명,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년
서울식품공업(주),4410,  식료품 제조업,81.64,77.48,77.32,77.86,77.17,78.96,79.73,81.54,79.47
서울전자통신(주),27040,  전기장비 제조업,89.18,92.46,91.13,87.15,87.83,91.87,94.53,96.42,96.87
서호전기(주),65710,  전기장비 제조업,77.43,77.23,75.46,76.02,81.65,70.29,47.3,53.53,64.84
선도전기(주),7610,  전기장비 제조업,92.36,93.46,92.6,92.78,88.64,90.11,90.93,90.46,91.85
성문전자(주),14910,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83,89.46,93.14,92.86,91.97,90.17,90.37,89.95,96.1
성보화학(주),3080,  화학물질 및 화학제품 제조업; 의약품 제외,73.29,70.66,69.63,67.11,67.52,74.39,79.28,72.85,79.77
성신양회(주),4980,  비금속 광물제품 제조업,92.83,83.24,76.88,76.19,77.81,79.13,78.82,77.64,79.68
성우전자(주),81580,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.16,90.15,86.62,84.19,87.49,89.04,87.71,90.8,92.74
성우테크론(주),45300,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",94.48,94.29,91.9,90.34,89.13,82.81,81.09,76.73,87.11
성창기업지주(주),180,  전문 서비스업,0,0,0,0,0,0,0,0,0
성호전자(주),43260,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.4,87.37,89.77,85.29,80.95,82.7,82.76,84.5,92.27
세기상사(주),2420,  영상ㆍ오디오 기록물 제작 및 배급업,89.32,86.88,101.73,99.55,99.46,96.42,93.48,91.43,95.72
세명전기공업(주),17510,  금속가공제품 제조업; 기계 및 가구 제외,75.51,80.06,68.78,72.37,66.42,71.29,73.28,73.48,80.93
세방(주),4360,  육상운송 및 파이프라인 운송업,91.25,90.4,92.41,89.99,90.46,91.12,92.39,92.04,91.07
세방전지(주),4490,  전기장비 제조업,78.89,77.41,82.67,82.52,81.03,82.83,84.83,83.12,82.9
세원이앤씨(주),91090,  기타 기계 및 장비 제조업,98.79,89.04,93.33,92.61,90.63,92.48,91.72,93.58,89.34
세종공업(주),33530,  자동차 및 트레일러 제조업,85.41,85.36,84.56,84.81,84.27,84.27,86.98,86.71,86.47
세종텔레콤(주),36630,  우편 및 통신업,14.51,0,0,0,0,0,0,0,28.13
세하(주),27970,"  펄프, 종이 및 종이제품 제조업",88.38,89.38,88.6,89.09,92.03,83.7,89.95,83.82,82.66
소니드(주),60230,  화학물질 및 화학제품 제조업; 의약품 제외,92.8,82.8,82.78,80.65,79.62,82.25,84.99,75.83,65.98
소프트캠프(주),258790,  기타금융업,0,0,0,0,0,0,0,0,25.79
솔루스첨단소재(주),336370,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,0,0,36.01
솔브레인홀딩스(주),36830,  화학물질 및 화학제품 제조업; 의약품 제외,77.52,76.45,75.83,78.69,74.59,76.13,76.85,75.16,72.98
송원산업(주),4430,  화학물질 및 화학제품 제조업; 의약품 제외,88.65,84.9,88.41,90.62,80.85,77.09,84.66,89.83,84.59
스튜디오드래곤(주),253450,  영상ㆍ오디오 기록물 제작 및 배급업,0,0,0,0,0,0,86.3,87.89,89.85
시그네틱스(주),33170,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.08,91.67,93.62,98.51,95.16,99.6,96.06,99.42,103.27
신대양제지(주),16590,"  펄프, 종이 및 종이제품 제조업",91.09,82.98,90.27,85.37,91.47,91.86,88.36,76.3,79.21
신라교역(주),4970,  어업,80.71,71,81.85,78.34,84.03,83.11,79.52,91.09,94.83
신라섬유(주),1000,  섬유제품 제조업; 의복제외,80.25,72.38,64.64,64.53,105.3,61.35,69.69,71.24,69.37
신라에스지(주),25870,  식료품 제조업,92.27,95.62,93.51,92.8,94.25,91.76,93.01,92.4,92.44
신라젠(주),215600,  연구개발업,0,0,0,0,0,0,0,0,0
신성델타테크(주),65350,  전기장비 제조업,90.05,86.01,85.66,86.88,86.19,85.24,83.75,86.47,88.27
신성통상(주),5390,  도매 및 상품 중개업,73.84,71.6,71.1,64.49,63.77,64.14,67.15,64.75,63.36
신세계건설(주),34300,  종합 건설업,91.21,93.22,95.34,91.95,91.47,92.07,92.39,92.55,90.77
신송홀딩스(주),6880,  전문 서비스업,0,0,0,0,0,0,0,0,0
신신제약(주),2800,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,65.33,65.79,65.82
신원종합개발(주),17000,  종합 건설업,90.35,88.81,88.46,93.43,91.75,87.11,90.24,90.08,92.16
신일전자(주),2700,  도매 및 상품 중개업,78.23,80.79,81.47,82.52,86.91,77.55,72.37,70.67,75.15
신일제약(주),12790,  의료용 물질 및 의약품 제조업,51.1,53.72,50.1,49.56,50.66,52.51,55.62,60.8,58.98
신풍제약(주),19170,  의료용 물질 및 의약품 제조업,55.51,60.84,57.31,55.51,57.36,55.83,57.88,60.82,61.21
신풍제지(주),2870,"  펄프, 종이 및 종이제품 제조업",96,98.2,87.29,101.54,101.71,87.22,92.08,85.07,84.61
신화인터텍(주),56700,  고무 및 플라스틱제품 제조업,93.52,88.94,87.31,87.77,87.62,87.32,88.2,93.53,88.88
신흥에스이씨(주),243840,  전기장비 제조업,0,0,0,0,0,0,83.44,84.55,85.73
쌍용씨앤이(주),3410,  비금속 광물제품 제조업,91.28,86.61,86.89,84.23,81.21,80.75,74.71,74.93,75.2
쌍용자동차(주),3620,  자동차 및 트레일러 제조업,88.59,88.22,85.76,86.52,84.72,83.72,85.29,87.64,92.75
쌍용정보통신(주),10280,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",88.93,87.2,88.61,92.95,92.4,90.52,93.04,88.73,87.94
써니전자(주),4770,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.23,82.91,80.84,78.32,69.65,66.38,71.38,72.17,64.8
씨비아이(주),13720,  자동차 및 트레일러 제조업,81.36,83.95,86.17,85.83,86.27,87.34,89.96,87.98,87.8
씨아이에스(주),222080,  기타금융업,0,0,0,0,0,0,87.46,86.92,79.07
씨앤지하이테크(주),264660,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,79.58,83.42
씨앤티85(주),56730,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",71.64,83.58,105.74,102.61,83.05,85.3,69.7,94.6,96.26
씨에스베어링(주),297090,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,0,81.81
씨에스윈드(주),112610,  금속가공제품 제조업; 기계 및 가구 제외,0,0,0,56.49,78.28,104.67,92.29,95.12,89.1
씨제이(주),1040,  전문 서비스업,0,0,0,0,0,0,0,0,0
씨제이대한통운(주),120,  육상운송 및 파이프라인 운송업,91.51,92.05,93.68,91.51,90.9,90.72,90.75,92.23,91.62
씨제이바이오사이언스(주),311690,  연구개발업,0,0,0,0,0,0,0,0,44.12
씨제이씨지브이(주),79160,  영상ㆍ오디오 기록물 제작 및 배급업,45.91,45.4,47.86,49.04,48.16,46.86,47.43,47.08,57.21
씨제이씨푸드(주),11150,  도매 및 상품 중개업,80.69,81.77,78.98,78.76,79.68,79.62,79.87,87.85,87.76
씨제이제일제당(주),97950,  식료품 제조업,72.87,71.3,69.88,69.7,68.44,68.89,69.53,72.37,72.86
씨제이프레시웨이(주),51500,  도매 및 상품 중개업,91.84,92.56,92.46,88.34,85,85.38,84.03,86.49,86.35
씨케이에이치푸드앤헬스리미티드,900120,  전문 서비스업,0,0,0,0,0,0,0,0,0
씨큐브(주),101240,  화학물질 및 화학제품 제조업; 의약품 제외,58.02,61.1,61.91,60.65,63.31,58.59,60.3,61.1,57.56
아남전자(주),8700,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.38,87.27,86.27,87.18,88.41,89.05,89.32,96.24,93.72
아미코젠(주),92040,  식료품 제조업,0,0,47.81,48.75,59.61,58.97,64.26,70.51,60.05
아비코전자(주),36010,  전기장비 제조업,87.39,89.42,84.13,77.88,77.43,76.95,79.5,81.66,80.15
아세아(주),2030,  비금속 광물제품 제조업,84.94,80.42,75.54,41.59,39.27,41.08,33.56,33.32,30.47
아세아시멘트(주),183190,  비금속 광물제품 제조업,0,0,73.38,74.27,75.78,77.43,76.6,80.74,79.63
아세아제지(주),2310,"  펄프, 종이 및 종이제품 제조업",94.05,85.11,89.57,89.5,92.31,89.14,91.78,78.41,82.36
아시아나아이디티(주),267850,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,89.18,90.33
아시아나항공(주),20560,  항공 운송업,82.96,88.04,91.5,89.58,89.42,85.17,85.66,90.26,97.24
아이쓰리시스템(주),214430,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,75.82,77.07,75.89,76.58,90.9
아이에스동서(주),10780,  비금속 광물제품 제조업,81.02,84.04,80.48,76.5,73.14,74.11,74.24,67.5,78.12
아이진(주),185490,  연구개발업,0,0,0,0,0,0,67.66,62.56,54.36
아이큐어(주),175250,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,65.62,61.65
아이크래프트(주),52460,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",84.2,78.78,82.26,82.45,81.79,82.04,84.95,82.85,80.29
아이텍(주),119830,"  기타 전문, 과학 및 기술 서비스업",80.86,93.4,86.79,87.85,96.04,82.73,80.84,82.23,77.66
아진산업(주),13310,  자동차 및 트레일러 제조업,0,0,0,0,69.12,78.93,77.78,87.14,82.97
안국약품(주),1540,  의료용 물질 및 의약품 제조업,50.09,56.75,56.44,58.63,58.67,59.2,49.3,46.6,48.76
알리코제약(주),260660,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,38.24,36.55
알서포트(주),131370,  기타금융업,0,0,0,0,0,0,0,0,0
알에스오토메이션(주),140670,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,83.88,87.61,86.67
알에프머트리얼즈(주),327260,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,0,0,74.07
알에프에이치아이씨(주),218410,  기타금융업,0,0,0,0,0,0,67.31,61.22,64.92
압타바이오(주),293780,  연구개발업,0,0,0,0,0,0,0,0,0
애경산업(주),18250,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,0,0,49.57,51.73
애경케미칼(주),161000,  화학물질 및 화학제품 제조업; 의약품 제외,0,93.37,91.66,90.88,90.22,83.41,84.14,89.13,88.96
애니젠(주),196300,  의료용 물질 및 의약품 제조업,0,0,0,0,0,63.88,48.77,126.33,71.18
애머릿지코퍼레이션,900100,  자동차 및 부품 판매업,89.79,89.82,88.75,85.5,89.64,88.22,93.29,74.19,52.67
앱클론(주),174900,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,43.11,42.2,9.57
어보브반도체(주),102120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.82,81.71,78.12,79.52,79.36,79.02,78.41,78.35,72.79
에스넷시스템(주),38680,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",89.76,88.4,88.93,89.02,91.62,92.16,89.57,86.13,87.87
에스디엔(주),99220,  도매 및 상품 중개업,82.65,90.07,68.93,74.5,66.96,69.53,73,75.45,74.58
에스맥(주),97780,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.87,91.73,89.88,98.69,100.37,92.53,90.19,80.11,81.06
에스비더블유생명과학(주),151910,"  의료, 정밀, 광학기기 및 시계 제조업",0,88.31,93.2,92.98,102.39,168.79,146.78,100.77,109.13
에스비아이핀테크솔루션즈(주),950110,  출판업,0,0,18.58,26.47,26.34,28.94,29.45,29.95,35.33
에스씨아이평가정보(주),36120,  사업지원 서비스업,0,0,0,0,0,0,0,0,0
에스엔유프리시젼(주),80000,  기타 기계 및 장비 제조업,93.23,99.87,66.04,88.48,73.16,98.09,78.56,70.22,72.01
에스엔케이폴리텍(주),91340,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",69.34,80.16,81.65,66.52,63.5,72.67,78.62,81.23,73.6
에스엘(주),5850,  자동차 및 트레일러 제조업,86.26,90.04,89.81,87.46,85.57,86.44,88.79,92.1,91.2
에스와이(주),109610,  금속가공제품 제조업; 기계 및 가구 제외,0,0,0,0,89.28,91.4,92.24,91.92,95.06
에스지씨에너지(주),5090,  비금속 광물제품 제조업,87.76,87.52,86.51,88.02,84.73,88.33,96.81,100.66,91.29
에스지씨이테크건설(주),16250,  종합 건설업,90.47,91.57,97.2,92.84,91,92.21,92.92,93.46,93.68
에스지에이(주),49470,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",72.19,72.87,79.09,77.98,84.92,88.07,80.93,82.31,84.53
에스지에이솔루션즈(주),184230,  기타금융업,0,0,0,0,53.9,60.62,55.12,74.2,71
에스지이(주),255220,  비금속 광물제품 제조업,0,0,0,0,0,0,0,66.24,68.28
에스케이(주),34730,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
에스케이가스(주),18670,  도매 및 상품 중개업,93.37,93.43,93.19,93.39,91.49,90.53,92.86,94.88,91.33
에스케이네트웍스(주),1740,  도매 및 상품 중개업,93.43,92.94,92.9,92.47,92.72,94.69,93.76,93.76,94.11
에스케이디스커버리(주),6120,  화학물질 및 화학제품 제조업; 의약품 제외,80.57,80.54,78.87,77.2,77.88,77.25,0,0,0
에스케이디앤디(주),210980,  부동산업,0,0,0,0,74.7,70.76,76.01,75.39,75.76
에스케이렌터카(주),68400,  임대업; 부동산 제외,0,13.07,18.81,19.96,19.35,19.97,20.17,18.04,0
에스케이씨(주),11790,  화학물질 및 화학제품 제조업; 의약품 제외,78.83,81.25,83.95,83.22,76.71,80.53,80.26,81.36,85.08
에스케이케미칼(주),285130,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,0,0,80.37,78.08
에스케이텔레콤(주),17670,  우편 및 통신업,0,0,0,0,0,0,0,0,0
에스케이하이닉스(주),660,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83.36,89.46,64.39,56.25,58.58,64.83,43.68,38.94,72.62
에스텍(주),69510,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",79.91,81.39,81.7,81.43,81.28,82.29,81.02,80.44,79.52
에스트래픽(주),234300,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,82.7,83.66,80.52
에스티팜(주),237690,  의료용 물질 및 의약품 제조업,0,0,0,0,0,53.59,60.68,97.43,101.94
에스퓨얼셀(주),288620,  전기장비 제조업,0,0,0,0,0,0,0,76.89,68.36
에쓰-오일(주),10950,"  코크스, 연탄 및 석유정제품 제조업",93.05,96.22,97.02,99.04,91.89,85.9,89.91,95.08,95.76
에쓰씨엔지니어링(주),23960,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",87.62,86.8,83.34,91,87.71,92.46,84.97,83.3,72.81
에어부산(주),298690,  항공 운송업,0,0,0,0,0,0,0,89.99,98.22
에이비엘바이오(주),298380,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,0,0
에이에프더블류(주),312610,  전기장비 제조업,0,0,0,0,0,0,0,0,61.37
에이치디씨(주),12630,  종합 건설업,80.23,93.19,98.13,90.86,83.62,81.93,82.33,48.76,29.88
에이치디씨랩스(주),39570,  전문직별 공사업,0,0,0,0,86.54,86.8,89.86,89.64,89.85
에이치디씨현대산업개발(주),294870,  종합 건설업,0,0,0,0,0,0,0,84.4,82.55
에이치디씨현대이피(주),89470,  화학물질 및 화학제품 제조업; 의약품 제외,92.36,93.06,92.39,91.21,88.8,88.7,91.55,93.94,91.18
에이치에스디엔진(주),82740,  기타 기계 및 장비 제조업,82.03,88.88,93,99.83,100.28,94.13,93.32,100.14,98.54
에이치엘비(주),28300,  전기장비 제조업,79.92,91.49,92.97,83.96,84.34,85.97,90.53,80.51,89.69
에이치엘비글로벌(주),3580,"  석탄, 원유 및 천연가스 광업",99.07,97.17,85.62,70.12,70.37,65.07,78.97,90.43,75.76
에이치엘비생명과학(주),67630,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",94.68,96.5,98.95,87.21,119.19,93.17,88.46,100.63,64.37
에이치엘비제약(주),47920,  연구개발업,0,0,0,0,78.04,73.02,81.98,78.26,50.72
에이치엘비테라퓨틱스(주),115450,  출판업,65.87,91.54,86.78,74.81,83.98,84.07,87.16,87.98,90.83
에이치엠엠(주),11200,  수상 운송업,102.18,104.54,102.72,101.44,101.91,116.56,105.52,108.99,103.77
에이케이홀딩스(주),6840,  화학물질 및 화학제품 제조업; 의약품 제외,89.52,0,0,0,0,0,0,0,0
에이테크솔루션(주),71670,  기타 기계 및 장비 제조업,85.57,94.09,91.51,89.92,92.43,89.69,91.54,90.59,90.11
에이프로젠제약(주),3060,  의료용 물질 및 의약품 제조업,50.61,65.02,64.97,95.54,85.02,85.87,87.46,86.4,87.75
에이피시스템(주),265520,  기타 기계 및 장비 제조업,0,0,0,0,0,0,93.55,86.13,85.76
에이피에스홀딩스(주),54620,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",79.89,84.24,83.64,86.75,88.04,87.72,0,0,0
에이피위성(주),211270,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,65.05,73.92,86.33,70.55
에이피티씨(주),89970,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,55.13,55.88
에코바이오홀딩스(주),38870,"  전기, 가스, 증기 및 공기조절 공급업",74.41,68.44,93.9,86.59,79.96,81.47,69.09,65.46,59.01
에코캡(주),128540,  자동차 및 트레일러 제조업,0,0,0,0,0,0,0,84.27,84.64
에코플라스틱(주),38110,  자동차 및 트레일러 제조업,96.53,96.69,96.77,97.3,97.25,97.36,97.63,97.95,96.8
에프엔에스테크(주),83500,  기타 기계 및 장비 제조업,0,0,0,0,0,0,96.44,85.82,80.13
엑스큐어(주),70300,  출판업,47.43,49.95,40.7,49.79,46,62.9,55.11,49.7,47.6
엔브이에이치코리아(주),67570,  자동차 및 트레일러 제조업,0,0,91.67,94.63,91.7,92.73,94.77,96.04,94.23
엔시트론(주),101400,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",71.04,75.34,84.68,87.82,88.54,78.19,86.56,87.67,91.32
엔에이치엔(주),181710,  출판업,0,0,0,0,0,0,0,0,0
엔에이치엔한국사이버결제(주),60250,  정보서비스업,85.09,86.39,83.7,83.58,84.39,88.08,86.88,88.12,85.77
엔피씨(주),4250,  고무 및 플라스틱제품 제조업,84.02,84.46,85.71,85.71,84.01,84.24,84.94,86.34,85.41
엘브이엠씨홀딩스(주),900140,  전문 서비스업,0,0,0,0,0,0,0,0,0
엘비세미콘(주),61970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.33,79.58,92.12,96.01,84.84,82.46,84.97,83.11,77.6
엘아이지넥스원(주),79550,  금속가공제품 제조업; 기계 및 가구 제외,0,0,0,0,88.24,89.5,91.85,90.43,90.51
엘에스전선아시아(주),229640,  사업지원 서비스업,0,0,0,0,0,0,0,0,0
엘지디스플레이(주),34220,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.92,91.81,89.36,88.09,88.37,89.06,84.87,91.36,96.2
엘지전자(주),66570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.05,78.61,80.66,80.35,80.12,79.18,79.27,78.76,77.48
엘컴텍(주),37950,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.46,108.91,131.25,80.64,75.04,76.46,75.41,79.25,74.13
엘티씨(주),170920,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,70.34,74.22,72.18,81.69,77.13,80.32,75.02
엠에프엠코리아(주),323230,  기타금융업,0,0,0,0,0,0,0,0,0
엠케이전자(주),33160,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.42,95.75,95.42,94.27,94.03,94.57,95.42,95.89,96.37
영보화학(주),14440,  고무 및 플라스틱제품 제조업,78.86,78.99,78.81,80.08,75.02,76.24,80.26,80.66,77.23
영신금속공업(주),7530,  금속가공제품 제조업; 기계 및 가구 제외,86.4,86.1,82.17,82.11,79.16,79.43,82.5,78.69,82.44
영진약품(주),3520,  의료용 물질 및 의약품 제조업,60.11,64.86,63.6,63.49,61.92,63.11,64.7,67.04,63.82
영풍정밀(주),36560,  기타 기계 및 장비 제조업,74.83,79.76,80.19,76.43,76.26,76.27,72.07,70.13,70.59
영풍제지(주),6740,"  펄프, 종이 및 종이제품 제조업",90.48,77.86,84.85,87.84,90.53,89.48,89.14,76.05,80.62
영화금속(주),12280,  자동차 및 트레일러 제조업,89.33,87.96,89.95,87.75,83.76,85.39,89.39,93.23,92.42
영화테크(주),265560,  자동차 및 트레일러 제조업,0,0,0,0,0,0,77.09,80.64,87.41
예스이십사(주),53280,  소매업; 자동차 제외,79.16,78.54,79.15,78.86,73.99,74.49,73.54,80.57,78.64
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,  전문 서비스업,0,0,0,0,0,0,0,0,0
오로라월드(주),39830,"  기타 전문, 과학 및 기술 서비스업",71.67,73.65,74.88,74.1,73.15,75,73.75,75.39,72.59
오상자이엘(주),53980,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",87.03,87.06,87.34,86.22,87.05,88.82,87.59,89.86,92.14
오성첨단소재(주),52420,  기타 기계 및 장비 제조업,94.39,122.35,106.96,109.48,85.29,87.49,82.38,87.15,87.53
오션브릿지(주),241790,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,73.22,71.88,74.14,73
오스템임플란트(주),48260,"  의료, 정밀, 광학기기 및 시계 제조업",48.6,47.85,48.57,50.39,49.6,49.17,50.86,52.84,53.18
올리패스(주),244460,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,0,63.78
올릭스(주),226950,  연구개발업,0,0,0,0,0,0,0,0,0
옴니시스템(주),57540,"  의료, 정밀, 광학기기 및 시계 제조업",79.2,68.97,72.5,76.01,73.82,77.94,84.83,81.68,81.95
옵티시스(주),109080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",50.17,49.39,56.46,58.81,59.12,58.74,60.74,60.04,62.48
와이더블유(주),51390,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.39,91.9,80.06,82.03,67.92,75.79,70.23,73.52,60.98
와이아이케이(주),232140,  기타금융업,0,0,0,0,0,0,78.42,78.3,64.45
와이엠씨(주),155650,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,68.85,72.56,81.27,80.64,86.02,82.13,87.81,97.33
와이엠티(주),251370,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,0,69.46,70.6,74.54
와토스코리아(주),79000,  고무 및 플라스틱제품 제조업,61.25,62.48,66.87,61.45,59.95,64.25,64.61,66.94,69.28
우리바이오(주),82850,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.44,88.57,86.94,102.88,85.48,103.96,110.24,85.05,77.98
우리산업(주),215360,  자동차 및 트레일러 제조업,0,0,0,0,85.6,85.28,85.36,87.75,87.89
우리산업홀딩스(주),72470,  자동차 및 트레일러 제조업,88.37,87.83,87.08,85.6,0,0,0,0,0
우리손에프앤지농업회사법인(주),73560,  농업,0,0,0,0,0,88.18,81.9,90.36,89.61
우리엔터프라이즈(주),37400,  전기장비 제조업,82.07,81.13,83.54,85.03,85.91,85.84,73.61,72.31,70.86
우리이앤엘(주),153490,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,97.35,88.49,86.52,84.21,83.99,84.17,87.25
우림피티에스(주),101170,  기타 기계 및 장비 제조업,78.3,78.55,82.76,80.28,83.51,83.42,89.71,85.34,87.39
우수AMS(주),66590,  자동차 및 트레일러 제조업,94.16,93.05,92.32,92.14,91.61,90.89,91.3,90.79,90.63
우원개발(주),46940,  전문직별 공사업,93,94.85,96.59,95.84,94.97,95.23,93.58,91.06,92.73
우진비앤지(주),18620,  의료용 물질 및 의약품 제조업,67.91,66.63,68.41,64.48,72.08,72.35,77.85,93.98,72.8
원텍(주),336570,  기타금융업,0,0,0,0,0,0,0,0,0
원풍물산(주),8290,"  의복, 의복 액세서리 및 모피제품 제조업",40.44,38.94,37.54,39.15,34.37,37.58,38.31,37.93,39.27
웰바이오텍(주),10600,  도매 및 상품 중개업,88.73,89.2,90.68,91.4,91.76,91.78,89.84,88.8,86.49
웹케시(주),53580,  출판업,0,0,0,0,0,0,0,0,0
위즈코프(주),38620,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",70.38,71.76,67.04,66.55,69.04,72.57,72.33,73.76,73.83
윈텍(주),320000,  기타금융업,0,0,0,0,0,0,0,0,0
윙입푸드홀딩스,900340,  전문 서비스업,0,0,0,0,0,0,0,0,0
유네코(주),64510,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,96.11,82.1
유니셈(주),36200,  기타 기계 및 장비 제조업,77.56,78.9,77.29,77.35,71.11,67.86,68.14,68,61.3
유니슨(주),18000,  금속가공제품 제조업; 기계 및 가구 제외,96.31,88.27,129.28,84.63,86.86,87.67,82.74,88.95,98.04
유니온머티리얼(주),47400,  비금속 광물제품 제조업,76.37,78.81,78.73,81.38,80.14,79.39,85.29,86.97,83.74
유니퀘스트(주),77500,  도매 및 상품 중개업,89.87,88.98,89.73,89.54,90.86,90.84,90.8,89.42,90.38
유비벨록스(주),89850,  출판업,66.53,70.29,75.8,77.98,83.51,76.41,74.52,77.48,76.85
유성기업(주),2920,  자동차 및 트레일러 제조업,96.49,94.26,96.58,97.13,99.29,99.1,99.02,100.04,97.72
유아이엘(주),49520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.75,86.75,88.85,90.45,94.19,96.55,93.16,97.43,98.94
유엔젤(주),72130,  정보서비스업,62.01,62.63,61.15,66.93,58.78,61.03,58.21,56.8,61.12
유진기업(주),23410,  비금속 광물제품 제조업,91.14,89.16,84.51,84.95,85.24,80.68,83.27,84.7,87.45
율촌화학(주),8730,  고무 및 플라스틱제품 제조업,86.7,85.79,84.85,89.28,85.97,85.72,84.28,88.41,86.55
이건산업(주),8250,  목재 및 나무제품 제조업; 가구 제외,87.48,88.94,87.04,88.1,88.59,88.84,90.14,93.4,90.59
이구산업(주),25820,  1차 금속 제조업,95.17,100.36,101.4,95.78,101.64,92.4,91.12,97.66,97.47
이노시스(주),56090,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,35.53,46.12,70.67,66.95,53.71
이니텍(주),53350,  출판업,65.2,69.66,71.73,69.46,75.82,78.07,82.43,83.9,81.68
이스트아시아홀딩스인베스트먼트리미티드,900110,  전문 서비스업,0,0,0,0,0,0,0,0,0
이엠코리아(주),95190,  기타 기계 및 장비 제조업,82.23,89.59,90.12,90.75,91.06,97.01,87.69,89.2,99.11
이연제약(주),102460,  의료용 물질 및 의약품 제조업,36.3,41.12,42.12,43.43,41.5,42.29,42.46,44.29,43.55
이원다이애그노믹스(주),245620,  연구개발업,0,0,0,0,0,0,0,93.26,99.55
이원컴포텍(주),88290,  자동차 및 트레일러 제조업,89.14,90.26,102.62,93.58,93.59,105.12,98.86,92.23,92.86
이지케어텍(주),99750,  출판업,0,0,0,0,0,0,0,0,81.4
이트론(주),96040,  출판업,92.37,61.69,76.89,78.44,93.31,92.54,87.74,94.14,90.78
이화공영(주),1840,  종합 건설업,91.53,93.25,94.62,95.19,93.33,94.85,95.62,96.38,94.81
이화산업(주),760,  도매 및 상품 중개업,85.21,86.62,85.23,84.83,85.52,86.53,85.19,85.43,88.3
