회사명,거래소코드,회계년도,유동비율(IFRS),유동비율(IFRS연결),당좌비율(IFRS),당좌비율(IFRS연결),현금비율(IFRS),현금비율(IFRS연결),부채비율(IFRS),부채비율(IFRS연결),차입금의존도(IFRS),차입금의존도(IFRS연결),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 차입금비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결)
우리엔터프라이즈(주),37400,11-Dec,131.03,140.99,93.19,102.22,17.95,24.52,34.48,34.85,7.27,7.39,0.87,0.57,0.71,0.49,3.07,2.01,74.36,74.15
우리엔터프라이즈(주),37400,12-Dec,142.59,168.44,104.64,125.26,40.17,47.25,28.58,28.57,3.65,3.94,6.07,5.46,6.17,5.65,36.91,30.81,77.77,77.78
우리엔터프라이즈(주),37400,13-Dec,124.25,115.46,75.2,89.07,15.29,12.61,30.69,139.69,4.37,24.82,4.85,9.36,4.57,3.91,26.06,21.97,76.52,41.72
우리엔터프라이즈(주),37400,14-Dec,158.52,95.29,117.57,71.72,33.83,7.08,31.33,205.48,5.92,19.07,0.69,11.59,0.51,5.08,2.79,40.9,76.14,32.73
우리엔터프라이즈(주),37400,15-Dec,110.48,100.17,80.31,80.2,19.02,7.31,35.86,262.85,7.73,24.45,-4.43,2.81,-3.98,1.03,-15.12,8.33,73.6,27.56
우리엔터프라이즈(주),37400,16-Dec,68.32,100.81,52.74,85.18,9.42,7.16,38.27,229.82,6.62,24.52,-5.71,-1.57,-6.01,-0.61,-23.89,-4.45,72.32,30.32
우리엔터프라이즈(주),37400,17-Dec,84.85,90.87,57.44,72.11,15.09,9.09,38.26,249.32,9.52,22.88,-2.35,2.72,-3.06,0.89,-6.83,8.49,72.33,28.63
우리엔터프라이즈(주),37400,18-Dec,86.99,88.34,49.3,67,8.45,4.25,38.74,325.57,9.4,23.01,-1.37,3.94,-1.74,1.57,-4.07,13.1,72.08,23.5
우리엔터프라이즈(주),37400,19-Dec,69.68,86.19,37.94,65.57,7.47,8.38,39.1,308.8,9.73,22.78,1.15,7.43,1.42,2.23,3.33,24.63,71.89,24.46
우리이앤엘(주),153490,13-Dec,156.6,157.09,137.05,127.54,15.95,16.01,142.32,189.62,29.83,41.17,-2.47,-4.16,-1.69,-2.84,-4.86,-6.62,41.27,34.53
우리이앤엘(주),153490,14-Dec,129.52,124.15,121.17,100.03,13.48,14.63,141.64,168.38,14.33,26.33,-0.04,7.52,-0.03,5.5,-0.17,17.92,41.38,37.26
우리이앤엘(주),153490,15-Dec,129.25,123.97,120.11,98.82,15.81,15.13,89.99,136.71,19.4,31.54,10.1,13.81,5.31,8.25,24.67,25.28,52.63,42.25
우리이앤엘(주),153490,16-Dec,138.06,139.93,136.51,116.73,16.28,17.97,85.14,113.08,15.13,27.15,9.71,13.07,6.69,8.44,29.53,25.55,54.01,46.93
우리이앤엘(주),153490,17-Dec,144.56,137.12,138.58,119.21,21.01,19.48,87.51,136.86,17.55,26.32,14.59,19.26,6.6,8.98,38.81,42.28,53.33,42.22
우리이앤엘(주),153490,18-Dec,163.86,165.21,161.16,155.76,10.87,11.38,92.99,118.99,10.74,14.72,4.45,12.08,2.23,5.64,19.96,44.6,51.82,45.66
우리이앤엘(주),153490,19-Dec,211.42,231.38,205.67,213.42,27.37,30.23,54.96,60.53,11.37,12.96,12.03,24.39,3.69,6.77,37.52,70.96,64.53,62.29
우림피티에스(주),101170,11-Dec,205.19,205.2,167,167.01,65.91,65.92,31.75,31.73,6.8,6.77,48.7,48.48,16,16,172.52,172.52,75.9,75.91
우림피티에스(주),101170,12-Dec,272.21,272.21,195.74,195.75,74.84,74.84,18.62,18.63,4.25,4.23,67.34,67.08,18.8,18.79,248.82,248.8,84.3,84.3
우림피티에스(주),101170,13-Dec,240.08,240.09,179.49,179.49,89,89,20.52,20.53,4,4,53.78,53.78,15.57,15.57,229.18,229.16,82.97,82.97
우림피티에스(주),101170,14-Dec,224.88,,165.32,,45.77,,17.83,,2.52,,49.51,,12.17,,297.43,,84.87,
우림피티에스(주),101170,15-Dec,335.91,,256.62,,119.23,,13.24,,0,,57.75,,13.54,,0,,88.31,
우림피티에스(주),101170,16-Dec,440.63,,327.43,,158.84,,10.43,,0,,61.91,,12.34,,0,,90.56,
우림피티에스(주),101170,17-Dec,379.46,,295.61,,97.75,,12.33,,1.99,,49.04,,9.47,,270.01,,89.03,
우림피티에스(주),101170,18-Dec,490,,349.49,,98.84,,10.44,,0,,67.68,,9.71,,0,,90.55,
우림피티에스(주),101170,19-Dec,446.55,,304.36,,60.03,,13.17,,0.03,,59.67,,12.29,,22732.05,,88.36,
우수AMS(주),66590,11-Dec,76.46,72.06,71.36,58.6,23.26,24.79,312.67,395.35,20.49,26.07,8.81,8.55,5.18,4.44,32.57,26.18,24.23,20.19
우수AMS(주),66590,12-Dec,66.01,63.13,59.65,46.85,3.78,9.92,261.24,417.07,20.49,25.33,1.59,2.91,0.82,1.58,5.62,9.28,27.68,19.34
우수AMS(주),66590,13-Dec,80.97,73.33,75.24,54.46,21.73,19.45,286.53,441.51,19.7,23.07,8.89,7.82,4.74,4.26,33.45,27.62,25.87,18.47
우수AMS(주),66590,14-Dec,70.82,66.86,64.89,50.61,9.41,10.09,251.01,339.64,15.14,17.62,12.14,10.59,5.74,5.13,57.33,46.42,28.49,22.75
우수AMS(주),66590,15-Dec,58.33,60.4,52.52,45.83,4.47,8.67,260.73,341.11,37.55,35.47,-11.98,-5,-5.81,-2.44,-23.07,-10.89,27.72,22.67
우수AMS(주),66590,16-Dec,74.95,77.57,65.75,61.69,9.4,9.56,134.81,180.09,22.64,26.19,-1.01,-1.1,-0.36,-0.44,-2.55,-2.7,42.59,35.7
우수AMS(주),66590,17-Dec,78.08,80.49,64.22,61.84,12.39,11.87,135.77,165.48,23.3,25.92,17.5,11.23,7.41,4.82,43.26,27.01,42.41,37.67
우수AMS(주),66590,18-Dec,72.89,74.7,61.54,59.22,17.15,15.77,148.14,176.78,30.1,30.93,5.59,8.36,2.41,3.61,11.09,17.26,40.3,36.13
우수AMS(주),66590,19-Dec,61.53,63.73,50.9,47.28,6.37,6.74,154.14,199.9,38.36,40.22,5.24,7.14,2.32,3.4,8.28,11.82,39.35,33.34
우원개발(주),46940,11-Dec,88.49,89.66,78.57,76.79,0.02,0.45,126.83,143.27,16.04,21.25,-2.26,-2.56,-1.03,-1.36,-7.88,-7.09,44.09,41.11
우원개발(주),46940,12-Dec,89.86,93.87,82.31,84.52,0.02,0.16,138.77,154.14,18.07,21.8,-3.46,-5.01,-1.34,-2.14,-11.12,-13.94,41.88,39.35
우원개발(주),46940,13-Dec,87.49,95.51,82.5,88.34,2.16,2.12,160.23,173.38,18.97,20.36,-0.34,-2.62,-0.12,-0.99,-1.11,-8.16,38.43,36.58
우원개발(주),46940,14-Dec,91.33,100.5,84.28,91.18,4.8,6.19,154.12,162.18,14.26,15.27,9.7,9.31,3.26,3.18,41.25,37.73,39.35,38.14
우원개발(주),46940,15-Dec,101.23,112.8,92.49,102.44,15.68,16.16,127.3,131.36,0,0.52,25.42,24.51,7.43,6.72,0,2675.07,44,43.22
우원개발(주),46940,16-Dec,112.88,128.74,102.09,114.48,21.95,19.83,84.39,97.88,0,3.91,28.2,16.77,7.07,4.7,0,212.18,54.23,50.53
우원개발(주),46940,17-Dec,94.54,154.16,84.94,69.55,12.55,11.56,132.33,221.04,21.8,34.01,2.15,-12.3,1.01,-8.73,5.61,-24.9,43.04,31.15
우원개발(주),46940,18-Dec,90.11,97.82,83.05,51.93,20.04,11.82,103.13,201.98,18.04,15.45,5.57,4.88,2.62,2.79,15.68,21.14,49.23,33.11
우원개발(주),46940,19-Dec,81.46,107.88,75.32,80.83,15.71,9.32,87.62,142.78,9.51,27.18,13.07,4.48,6.21,1.83,64.24,9.7,53.3,41.19
우진비앤지(주),18620,11-Dec,190.83,,73.93,,9.56,,45.46,,18.66,,13.75,,6.14,,23.03,,68.75,
우진비앤지(주),18620,12-Dec,205.2,,88.12,,10.81,,41.07,,15.12,,18.72,,6.71,,36.05,,70.89,
우진비앤지(주),18620,13-Dec,180.78,,77.93,,4.05,,44.21,,17.29,,14.56,,5.95,,25.82,,69.34,
우진비앤지(주),18620,14-Dec,239.23,,93.9,,10.93,,40.59,,15.25,,11,,4.18,,20.83,,71.13,
우진비앤지(주),18620,15-Dec,249.04,,139.62,,44.54,,92.85,,40.64,,-0.22,,-0.19,,-0.26,,51.85,
우진비앤지(주),18620,16-Dec,173.48,,108.03,,50.5,,162.65,,49.94,,1.75,,2.6,,2.17,,38.07,
우진비앤지(주),18620,17-Dec,57.39,,21.64,,1.37,,163.19,,50.61,,1.71,,2.81,,2.1,,37.99,
우진비앤지(주),18620,18-Dec,81.99,77.11,39.5,36.54,6.46,8.95,71.53,126.49,32.93,47.03,-13.28,-11.1,-9.29,-13.23,-16.82,-13.18,58.3,44.15
우진비앤지(주),18620,19-Dec,131.35,152.16,65.73,116.28,26.04,16.16,105.95,119.97,27.81,21,-4.9,-6,-5.7,-9.39,-9.07,-15.58,48.56,45.46
원텍(주),336570,19-Dec,,,,,,,,,,,,,,,,,,
원풍물산(주),8290,11-Dec,91.55,,33.08,,2.92,,148.25,,39.53,,-2.12,,-1.45,,-3.21,,40.28,
원풍물산(주),8290,12-Dec,95.05,,34.04,,0.46,,141.45,,40.1,,-0.24,,-0.16,,-0.35,,41.42,
원풍물산(주),8290,13-Dec,111.26,109.69,40.21,33.4,0.02,0.01,142.16,151.1,41.42,42.41,-2.61,-6.56,-1.77,-4.59,-3.7,-9.31,41.29,39.82
원풍물산(주),8290,14-Dec,130.11,127.16,46.79,38.19,0.01,0.01,133.22,142.25,39.98,41.13,-3.47,-4.84,-2.36,-3.39,-4.95,-6.91,42.88,41.28
원풍물산(주),8290,15-Dec,149.18,,76.68,,27.77,,65.88,,22.89,,-3.61,,-1.39,,-6.26,,60.28,
원풍물산(주),8290,16-Dec,136.83,,59.19,,20.54,,62.38,,20.7,,1.54,,0.6,,2.86,,61.58,
원풍물산(주),8290,17-Dec,161.91,,68.87,,20.14,,55.59,,19.61,,2,,0.76,,3.64,,64.27,
원풍물산(주),8290,18-Dec,137.91,,66.09,,19.99,,90.73,,27.29,,-2.82,,-1.46,,-4.91,,52.43,
원풍물산(주),8290,19-Dec,154.54,,73.22,,18.43,,40.6,,15.73,,-1.21,,-0.55,,-2.23,,71.12,
웰바이오텍(주),10600,11-Dec,280.78,195.84,266.64,75.31,10.36,16.78,42.14,79.34,20.69,21.13,13.97,4.14,3.1,1.09,20.01,8.68,70.35,55.76
웰바이오텍(주),10600,12-Dec,351.2,228.94,329.64,85.1,22.64,19.8,36.89,71.51,18.19,20.63,9.36,5.46,1.64,1.03,13.86,11.03,73.05,58.3
웰바이오텍(주),10600,13-Dec,346.63,233.47,315.84,85.04,14.88,14.4,20.6,50.48,7.38,14.2,32.11,9.91,3.23,1.48,74.31,23.4,82.92,66.45
웰바이오텍(주),10600,14-Dec,200.51,175.88,192.83,61.65,1.96,9.24,36.9,74.41,21.16,28.82,3.15,-1,0.57,-0.22,4.01,-1.48,73.05,57.34
웰바이오텍(주),10600,15-Dec,236.25,191.41,219.75,79.14,10.7,20.06,30.01,61.56,18.58,26.38,2.3,6.09,0.46,1.22,2.85,8.8,76.92,61.89
웰바이오텍(주),10600,16-Dec,221.27,160.97,216.53,58.5,5.02,12.13,34.67,76.81,21.06,31.26,-1.92,3.68,-0.58,1.12,-2.35,5.11,74.26,56.56
웰바이오텍(주),10600,17-Dec,69.87,78.15,66.54,37.72,10.59,14.48,216.06,224.05,62.95,58.03,-5.89,-5.31,-8.99,-4.51,-6.4,-6.32,31.64,30.86
웰바이오텍(주),10600,18-Dec,246.16,209.44,240.79,160.26,63.7,54.08,33.15,45.49,22.33,21.87,-10.7,-19.12,-9.01,-8.99,-11.93,-27.33,75.1,68.73
웰바이오텍(주),10600,19-Dec,257.5,220.28,241.32,167.66,35.4,32.45,30.66,58.42,19.56,17.59,7.61,-19.24,5.89,-10.14,9.13,-40.33,76.54,63.12
웹케시(주),53580,19-Dec,289.11,,289.11,,213.46,,16.69,,1.85,,80.64,,11.92,,621.91,,85.7,
위즈코프(주),38620,11-Dec,5426.95,6074.54,5397.07,6045.06,2723.72,2745.25,1.39,3.44,0,0,-320.41,-115.59,-13.14,-10.83,0,0,98.63,96.68
위즈코프(주),38620,12-Dec,1561.14,2383.11,1494.35,2317.33,159.65,340.34,1.45,3.72,0,0,-38.29,33.02,-1.8,3.67,0,0,98.57,96.42
위즈코프(주),38620,13-Dec,2165.2,2715.64,2099.66,2650.51,465.86,599.97,16.33,19.29,10.62,11.49,11.32,7.4,6.14,4.27,14.97,10.41,85.96,83.83
위즈코프(주),38620,14-Dec,249.42,282.82,246.34,279.74,179.32,181.67,16.4,19.23,11.54,12.77,17.83,14.64,9.47,8.04,21.77,18.48,85.91,83.87
위즈코프(주),38620,15-Dec,1101.81,1305.55,1052.39,1256.17,680.02,789.69,3.81,4.93,0,0,69.22,54.72,7.36,6.69,0,0,96.33,95.3
위즈코프(주),38620,16-Dec,899.66,313.69,860.8,284.16,501.85,137.58,4.43,13.88,0,6.43,54.01,18.06,3.36,3.25,0,34.24,95.76,87.81
위즈코프(주),38620,17-Dec,941.15,382.14,913.21,356.96,337.36,109.57,3.9,11.62,0,5.26,95.83,43,5.41,5.67,0,85.19,96.24,89.59
위즈코프(주),38620,18-Dec,1539.01,482.46,1507.78,454.97,655.18,196,3.52,10.31,0,3.57,109.11,67.25,4.83,7.09,0,175.79,96.6,90.66
위즈코프(주),38620,19-Dec,1426.47,1591.46,1390.77,1555.76,673.33,772.18,4.29,4.3,0.37,0.37,97.53,156.42,4.76,7.31,1076.16,1726.08,95.88,95.88
윈텍(주),320000,19-Dec,,,,,,,,,,,,,,,,,,
윙입푸드홀딩스,900340,18-Dec,,373.15,,362.68,,336.85,,31.03,,14.95,,82.85,,22.45,,131.24,,76.32
윙입푸드홀딩스,900340,19-Dec,,446.6,,416.04,,371.43,,26.03,,11.04,,64.78,,15.13,,121.18,,79.35
유네코(주),64510,18-Dec,60.51,52.11,37.52,30.38,0.6,0.7,375.28,358.54,52.59,52.48,-9.7,-6.24,-46.4,-27.67,-14.56,-9.3,21.04,21.81
유네코(주),64510,19-Dec,27.41,26.27,16.56,15.73,1.83,1.79,533.47,478.08,60.95,59.6,-14.11,-11.59,-53.68,-38.71,-19.5,-16.08,15.79,17.3
유니셈(주),36200,11-Dec,164.13,163.75,86.57,86.5,7.8,9.32,97.05,97.21,29.77,29.51,-9.14,-8.29,-5.61,-4.86,-15.11,-13.85,50.75,50.71
유니셈(주),36200,12-Dec,184.37,182.89,83.21,85.51,6.91,9.91,66.76,68.55,25.93,25.34,5.34,7.68,2.39,3.36,8.25,12.33,59.97,59.33
유니셈(주),36200,13-Dec,173.04,176.68,87.98,92.36,6.18,10.85,87.27,86.14,27.28,26.8,4.45,5.44,2.69,3.14,7.6,9.39,53.4,53.72
유니셈(주),36200,14-Dec,201.9,201.87,114.38,115.43,23.12,27.81,72.33,73.23,14.57,14.41,13.87,13.21,6.32,5.85,39.95,38.76,58.03,57.73
유니셈(주),36200,15-Dec,234.47,234.17,162.07,160.86,34.27,35.94,48.83,49.66,12.58,12.74,43.09,37.51,12.95,10.9,112.37,97.7,67.19,66.82
유니셈(주),36200,16-Dec,298.75,282.31,211.01,194.75,14.58,18.06,37.13,40.59,10.69,11.17,21.11,13.48,5.07,3.23,53.46,34.86,72.92,71.13
유니셈(주),36200,17-Dec,237.67,229.61,180.84,172.87,67.23,68.95,46.91,49.77,13.34,13.69,31.22,27.89,6.48,5.76,74.71,67.68,68.07,66.77
유니셈(주),36200,18-Dec,287.61,289.59,237.16,238.66,62.92,65.38,35.19,35.53,12.71,12.6,54.48,48.67,9.51,8.41,111.6,101.25,73.97,73.78
유니셈(주),36200,19-Dec,314.05,311.18,262.17,259.13,66.07,68.16,33.47,35.5,10.74,11.79,34.7,29.76,8.31,7.3,81.05,66.11,74.92,73.8
유니슨(주),18000,11-Dec,101.31,126.81,77.73,99.21,4.96,12.4,405.97,247.01,51.59,40.29,-10.26,-9.31,-39.8,-32.94,-15.96,-16.44,19.76,28.82
유니슨(주),18000,12-Dec,168.13,174.15,127.23,133.01,15.06,18.97,147.62,149.02,38.44,38.63,-5.89,-7.07,-10.46,-12.35,-9.13,-10.95,40.38,40.16
유니슨(주),18000,13-Dec,98.91,101.79,68.69,71.49,9.9,11.16,373.86,372.35,55.5,55.48,-8.91,-10.96,-51.12,-61.72,-12.67,-15.57,21.1,21.17
유니슨(주),18000,14-Dec,84.62,87.63,47.98,50.28,5.39,5.98,522.23,553.98,50.62,51.74,-2.41,-3.51,-7.8,-11.15,-4,-5.75,16.07,15.29
유니슨(주),18000,15-Dec,60.04,61.89,39.85,41.95,6.41,9.23,368.6,474.41,53.6,55.56,5.57,5.78,9.15,9.6,8.18,8.6,21.34,17.41
유니슨(주),18000,16-Dec,97.36,103.4,51.84,56.06,0.26,0.69,627.17,727.85,48.98,50.84,1.28,0.36,4.72,1.45,2.25,0.63,13.75,12.08
유니슨(주),18000,17-Dec,61.35,61.88,40.17,40.75,5.55,5.71,327.4,495.93,41.11,44.84,7.26,5.84,8.68,6.96,13.54,10.85,23.4,16.78
유니슨(주),18000,18-Dec,40.32,40.42,18.42,18.6,0.92,1.11,154,218.89,39.01,44.02,4.2,5.29,4,5.04,6.53,8.25,39.37,31.36
유니슨(주),18000,19-Dec,79.13,78.87,26.19,26.97,4.1,4.14,193.81,231.98,40.71,42.71,-7.92,-7.68,-17.62,-16.7,-12.84,-12.57,34.04,30.12
유니온머티리얼(주),47400,11-Dec,175.06,183.7,107.24,115.88,11.26,17.1,56.04,55.79,13.26,13.22,13.78,12.82,7.46,6.95,37.32,34.74,64.09,64.19
유니온머티리얼(주),47400,12-Dec,183.63,166.26,111.45,99.03,10.85,10.35,57.49,63.68,16.3,18.92,8.96,6.86,4.83,3.88,20.06,14.09,63.5,61.09
유니온머티리얼(주),47400,13-Dec,219.23,192.63,140.2,119.47,5.68,5.04,53.11,58.47,13.58,16.17,14.65,13.21,7.63,7.18,37.41,30.14,65.31,63.1
유니온머티리얼(주),47400,14-Dec,204.42,181.6,139.11,118.19,0.21,0.51,53.07,58.24,11.62,14.12,23.27,21.74,11.33,11.1,69.4,56.64,65.33,63.19
유니온머티리얼(주),47400,15-Dec,233.93,207.77,159.28,135.46,0.11,0.55,49.15,53.52,10.56,12.89,22.69,21.57,10.43,10.28,70.83,58.34,67.04,65.14
유니온머티리얼(주),47400,16-Dec,275.94,243.83,198.32,167.91,0.28,0.76,42.17,45.83,7.3,9.53,21.44,20.51,8.51,8.7,87.06,67.65,70.34,68.57
유니온머티리얼(주),47400,17-Dec,174.7,162.59,126.93,112.31,0.36,0.68,49.72,54.15,12.99,14.96,18.08,17.08,7.62,7.67,46.2,40.09,66.79,64.87
유니온머티리얼(주),47400,18-Dec,137.49,134.7,93.75,90.89,2.63,3.39,79.42,83.7,24.33,25.25,5.66,5.54,3.26,3.24,10.3,9.99,55.73,54.44
유니온머티리얼(주),47400,19-Dec,161.52,147.72,106.17,95.88,0.22,4.46,82.98,103.05,24.65,30.26,5.11,3.59,3.5,2.92,9.41,6.01,54.65,49.25
유니퀘스트(주),77500,11-Dec,194.65,207.25,96.45,111.84,46.41,48.72,50.04,55.29,8.2,8.03,7.36,5.74,1.58,1.45,29.93,25.45,66.65,64.39
유니퀘스트(주),77500,12-Dec,177.23,191.84,73.19,88.35,39.28,45.84,57.75,58.27,6.73,5.68,9.81,7.41,2.85,2.54,53.32,48,63.39,63.18
유니퀘스트(주),77500,13-Dec,202.29,213.97,92.78,107.46,51.89,60.21,48.04,49.1,6.49,5.04,11.33,7.74,2.95,2.64,56.71,50.59,67.55,67.07
유니퀘스트(주),77500,14-Dec,232.8,245.59,147.17,160.46,64.06,72.79,38.47,41.45,5.31,4.27,14.63,9.66,2.82,2.45,76.51,66.29,72.22,70.7
유니퀘스트(주),77500,15-Dec,229.68,246.13,165.13,181.95,103.45,120.12,37.47,44.29,8.18,6.75,44.74,30.87,8.32,7.82,149.11,140.34,72.74,69.3
유니퀘스트(주),77500,16-Dec,183.71,200.07,94.82,110.81,49.42,60.52,47.95,55.76,9.73,8.53,24.03,16.49,6.72,6.37,80.06,69.2,67.59,64.2
유니퀘스트(주),77500,17-Dec,202.54,218.33,94.82,112.01,38.48,53.36,38.93,47.74,10.51,8.84,-6.97,-1.18,-1.78,-0.41,-18.59,-4.32,71.98,67.69
유니퀘스트(주),77500,18-Dec,160.59,164.01,98.65,100.4,25.46,27.71,73.63,69.17,5.49,5.03,4.05,4.21,1.78,2.06,31.27,34.25,57.6,59.11
유니퀘스트(주),77500,19-Dec,151.73,150.04,98.39,96.21,21.44,21.56,81.83,63.08,18.06,15.08,-3.56,-5.67,-1.38,-2.29,-8.88,-14.54,55,61.32
유비벨록스(주),89850,11-Dec,343.93,343.46,231.54,227.32,12.29,18.14,63.36,63.93,30.49,30.37,19.21,18.53,6.97,6.58,24.43,23.79,61.22,61
유비벨록스(주),89850,12-Dec,170.6,169.12,135.91,134.68,39.67,40.39,56.13,58.85,25.46,26.15,20.69,18.48,9.66,8.61,29.22,26.19,64.05,62.95
유비벨록스(주),89850,13-Dec,116.98,119.2,99.02,99.86,50.7,49.85,77.15,78.79,38.28,38.34,14.04,12.52,9.67,8.38,15.97,14.39,56.45,55.93
유비벨록스(주),89850,14-Dec,135.38,136.86,102.49,105.62,5.16,10.47,65.2,67.7,30.79,30.48,10.8,11.49,7.98,8.31,13.84,15.22,60.53,59.63
유비벨록스(주),89850,15-Dec,132.74,88.54,91.65,57.84,2.91,2.77,53.72,80.84,28.83,36.85,13.17,7.2,6.79,4.7,15.97,8.73,65.05,55.3
유비벨록스(주),89850,16-Dec,144.26,96.04,105.53,65.53,20.45,17.07,42.04,69.87,20.74,31.31,10.91,2.4,4.65,1.28,15.57,3.15,70.41,58.87
유비벨록스(주),89850,17-Dec,91.68,90.35,54.78,54.03,13.35,15.03,80.27,87.91,29.44,37.3,8.51,4.94,5.09,2.96,12.87,6.2,55.47,53.22
유비벨록스(주),89850,18-Dec,86.94,161.43,45.76,100.43,9.42,36.33,138.09,70.04,45.29,29.66,0.89,-2.66,0.57,-2.92,1.14,-3.7,42,58.81
유비벨록스(주),89850,19-Dec,112.85,190.25,67.2,119.18,12.5,55.91,101.97,59.77,39.53,26.72,14.31,12.19,6.84,4.76,18.28,17.07,49.51,62.59
유성기업(주),2920,11-Dec,160.69,160.29,127.01,122.72,12.73,13.96,60.71,65.22,1.95,9.05,11.41,18.58,4.1,8.67,220.63,81.06,62.22,60.52
유성기업(주),2920,12-Dec,205.82,256.92,154.55,190.43,19.98,32.77,51.68,49.95,0,7.69,14.46,25.91,4.31,9.51,0,112.2,65.93,66.69
유성기업(주),2920,13-Dec,225.87,261.62,179.77,204.46,19.99,32.18,43.52,41.68,0,2.99,24.79,35.5,7.28,12.99,0,349.24,69.68,70.58
유성기업(주),2920,14-Dec,243.87,270.98,191.46,215.91,9.16,25.84,45.32,41.32,0,2.7,23.61,38.54,6.97,14.03,0,417.2,68.81,70.76
유성기업(주),2920,15-Dec,265.1,350.27,207.09,282.88,36.21,51.92,40.61,32.28,0,0.87,23.95,46.89,7.33,15.96,0,1315.61,71.12,75.6
유성기업(주),2920,16-Dec,297.44,417.57,233.43,341.44,16.31,43.95,39.8,30.5,0,0,27.8,43.39,8.86,14.84,0,0,71.53,76.63
유성기업(주),2920,17-Dec,343.64,484.33,268.49,394.71,26.2,55.02,41.32,31.18,0,0,21.03,28.81,7.28,10.41,0,0,70.76,76.23
유성기업(주),2920,18-Dec,341.84,497.61,267.41,411.68,25.45,66.99,39.49,29.32,0,0,11.25,18.38,3.73,6.35,0,0,71.69,77.33
유성기업(주),2920,19-Dec,357.43,481.11,276.92,391.89,32.12,70.87,38.87,29.6,0.17,0.14,12.13,22.8,3.92,7.95,1965.69,3691.51,72.01,77.16
유아이엘(주),49520,11-Dec,328.23,319.48,323.5,290.38,81.68,124.6,18.25,24.19,0,3.75,-1.57,34.08,-0.38,5.64,0,177.12,84.57,80.52
유아이엘(주),49520,12-Dec,353.18,295.46,327.36,261.37,54.97,100.41,16.54,25.6,0,2.26,-5.54,34.93,-1.11,6.02,0,315.44,85.81,79.62
유아이엘(주),49520,13-Dec,304.8,184.05,281.71,158.98,18.24,52.11,33.05,53.21,8.13,12.45,3.64,21.39,0.77,4.84,11.11,59.67,75.16,65.27
유아이엘(주),49520,14-Dec,154.98,141.6,145.21,119.73,10.34,37.9,48.63,70.4,7.43,10.5,17.68,29.34,3.97,6.82,77.92,115.41,67.28,58.68
유아이엘(주),49520,15-Dec,149.83,173.6,131.66,145.64,46.36,53.67,54.83,63.13,8.25,6.17,36.92,39.16,8.05,7.93,158.44,245.5,64.59,61.3
유아이엘(주),49520,16-Dec,249.77,245.61,234.17,203.92,52.06,71.81,31.29,44.73,0,0,44.47,41.44,7.62,7.25,0,0,76.17,69.09
유아이엘(주),49520,17-Dec,256.05,271.82,233.81,229.1,107.26,97.76,24.2,40.26,0,0,39.73,40.17,6.67,5.87,0,0,80.52,71.29
유아이엘(주),49520,18-Dec,396.11,333.94,373.08,277.96,30.07,123.63,13.29,31.1,0,0,54.28,47.28,6.27,5.83,0,0,88.27,76.28
유아이엘(주),49520,19-Dec,518.91,389.34,491.12,328.22,187.64,157.72,9.56,24.72,0.18,0.19,15.77,56.21,1.51,5.77,783.54,5917.45,91.27,80.18
유엔젤(주),72130,11-Dec,486.97,522.21,486.42,521.71,39.09,74.77,11.96,13.14,3.3,3.33,55.74,36.28,12.16,7.77,180.48,126.42,89.31,88.38
유엔젤(주),72130,12-Dec,410.71,409.19,410.19,408.73,29.21,52.03,15.59,17.12,7.23,6.98,9.99,-13.68,2.64,-3.28,18.63,-28.65,86.52,85.38
유엔젤(주),72130,13-Dec,517.07,480.87,515.88,479.81,67.68,94.78,11.47,12.9,4.91,4.86,-2.34,1.78,-0.45,0.31,-4.9,4.19,89.71,88.57
유엔젤(주),72130,14-Dec,526.33,497.4,524.89,496.13,91.33,136.02,11.62,13.63,4.92,5.03,-40.75,-13.04,-10.07,-2.66,-86.22,-31.09,89.59,88
유엔젤(주),72130,15-Dec,492.81,399.06,490.22,397.12,149.37,133.91,12.95,17.84,4.89,4.87,-20.29,-11.59,-4.31,-2.65,-47.54,-36.07,88.54,84.86
유엔젤(주),72130,16-Dec,345.09,288.57,345.09,288.57,73.83,67.83,20.21,25.98,9.1,8.6,-5.4,-11.48,-1.91,-4.55,-9.98,-27.52,83.19,79.38
유엔젤(주),72130,17-Dec,293.45,282.82,293.45,282.82,75.92,78.4,26.71,28.65,10.08,9.76,-22.95,-24.56,-8.3,-8.78,-48.01,-56.03,78.92,77.73
유엔젤(주),72130,18-Dec,328.26,327.96,328.26,327.96,186.38,184.82,24.21,24.91,6.13,5.89,6.74,5.18,2.06,1.58,21.42,17.55,80.51,80.06
